nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.487838596105576, 'y': 0.08283007144928, 'z': -0.27829572558403}","{'x': 0.585708916187286, 'y': 0.235849857330322, 'z': -0.098833344876766}","{'x': 0.625775337219238, 'y': 0.403723359107971, 'z': -0.036303993314505}","{'x': 0.616904675960541, 'y': 0.581712484359741, 'z': -0.077490366995335}","{'x': 0.617579400539398, 'y': 0.640882611274719, 'z': -0.092974491417408}","{'x': 0.603693068027496, 'y': 0.635438024997711, 'z': -0.133358761668205}","{'x': 0.540913581848145, 'y': 0.615568578243256, 'z': -0.020261881873012}","{'x': 0.540858924388885, 'y': 0.867661476135254, 'z': 0.027550579980016}","{'x': 0.513249218463898, 'y': 1.075528025627136, 'z': 0.269925951957703}","{'x': 0.529583334922791, 'y': 1.179295539855957, 'z': 0.142426043748856}","{'x': 0.393874228000641, 'y': 0.253037184476852, 'z': -0.078257597982883}","{'x': 0.357032150030136, 'y': 0.410042345523834, 'z': -0.048998184502125}","{'x': 0.334650874137878, 'y': 0.573585689067841, 'z': -0.125407457351685}","{'x': 0.32388699054718, 'y': 0.634132921695709, 'z': -0.154701739549637}","{'x': 0.34208220243454, 'y': 0.632421374320984, 'z': -0.182182565331459}","{'x': 0.429891675710678, 'y': 0.616639196872711, 'z': 0.020139822736382}","{'x': 0.424340128898621, 'y': 0.87341171503067, 'z': 0.047672964632511}","{'x': 0.43570140004158, 'y': 1.0694580078125, 'z': 0.269786447286606}","{'x': 0.42024889588356, 'y': 1.174726724624634, 'z': 0.134614229202271}"
"{'x': 0.503739535808563, 'y': 0.135670810937881, 'z': -0.320419162511826}","{'x': 0.578015983104706, 'y': 0.266187101602554, 'z': -0.117622219026089}","{'x': 0.606211960315704, 'y': 0.414509773254395, 'z': -0.075541861355305}","{'x': 0.595392823219299, 'y': 0.572323024272919, 'z': -0.147534772753716}","{'x': 0.598610818386078, 'y': 0.620832324028015, 'z': -0.173644870519638}","{'x': 0.584884762763977, 'y': 0.618432700634003, 'z': -0.214711248874664}","{'x': 0.532221615314484, 'y': 0.60060441493988, 'z': -0.017760574817657}","{'x': 0.528566777706146, 'y': 0.826875686645508, 'z': 0.018505219370127}","{'x': 0.509956419467926, 'y': 1.01411509513855, 'z': 0.22865355014801}","{'x': 0.517579793930054, 'y': 1.097214460372925, 'z': 0.096518665552139}","{'x': 0.418066293001175, 'y': 0.264476180076599, 'z': -0.11033421009779}","{'x': 0.375692337751389, 'y': 0.413754433393478, 'z': -0.095251187682152}","{'x': 0.345878720283508, 'y': 0.547748923301697, 'z': -0.189995378255844}","{'x': 0.336254566907883, 'y': 0.600833117961884, 'z': -0.226752325892448}","{'x': 0.346087694168091, 'y': 0.602831423282623, 'z': -0.260847568511963}","{'x': 0.438579738140106, 'y': 0.59391063451767, 'z': 0.017665514722466}","{'x': 0.42593252658844, 'y': 0.802122533321381, 'z': 0.025397147983313}","{'x': 0.454636603593826, 'y': 0.994712352752686, 'z': 0.243102818727493}","{'x': 0.42220601439476, 'y': 1.085248827934265, 'z': 0.113249413669109}"
"{'x': 0.454858481884003, 'y': 0.179788947105408, 'z': -0.319514691829681}","{'x': 0.535808026790619, 'y': 0.274363934993744, 'z': -0.114958003163338}","{'x': 0.566754221916199, 'y': 0.411247074604034, 'z': -0.05149744451046}","{'x': 0.568163633346558, 'y': 0.552197873592377, 'z': -0.100004114210606}","{'x': 0.568716049194336, 'y': 0.601274013519287, 'z': -0.121251091361046}","{'x': 0.557632923126221, 'y': 0.599643647670746, 'z': -0.157015800476074}","{'x': 0.508568465709686, 'y': 0.582404732704163, 'z': -0.003925395198166}","{'x': 0.520148277282715, 'y': 0.801647663116455, 'z': 0.030281620100141}","{'x': 0.504742622375488, 'y': 0.989727139472961, 'z': 0.182437419891357}","{'x': 0.53490138053894, 'y': 1.05925452709198, 'z': 0.044238578528166}","{'x': 0.3835409283638, 'y': 0.286814332008362, 'z': -0.111281834542751}","{'x': 0.360434114933014, 'y': 0.433609187602997, 'z': -0.059472851455212}","{'x': 0.348743051290512, 'y': 0.563213348388672, 'z': -0.120441094040871}","{'x': 0.340363472700119, 'y': 0.615491032600403, 'z': -0.149414241313934}","{'x': 0.356623589992523, 'y': 0.612715780735016, 'z': -0.178325086832047}","{'x': 0.425685197114944, 'y': 0.588371276855469, 'z': 0.003851404646412}","{'x': 0.439090609550476, 'y': 0.801356017589569, 'z': 0.020094284787774}","{'x': 0.45865660905838, 'y': 0.993195354938507, 'z': 0.164866596460342}","{'x': 0.453820765018463, 'y': 1.061514139175415, 'z': 0.018941588699818}"
"{'x': 0.461500525474548, 'y': 0.169837951660156, 'z': -0.311408847570419}","{'x': 0.550892651081085, 'y': 0.273016452789307, 'z': -0.110032774507999}","{'x': 0.579008340835571, 'y': 0.414868056774139, 'z': -0.067888617515564}","{'x': 0.577662229537964, 'y': 0.560107588768005, 'z': -0.134168192744255}","{'x': 0.579894423484802, 'y': 0.608514547348022, 'z': -0.162140533328056}","{'x': 0.566362857818604, 'y': 0.605774104595184, 'z': -0.200880989432335}","{'x': 0.517625272274017, 'y': 0.587251603603363, 'z': -0.007654487621039}","{'x': 0.516308963298798, 'y': 0.797075808048248, 'z': 0.023810522630811}","{'x': 0.495160192251205, 'y': 0.993253469467163, 'z': 0.20669823884964}","{'x': 0.513251185417175, 'y': 1.050307035446167, 'z': 0.071725524961948}","{'x': 0.397778809070587, 'y': 0.294293850660324, 'z': -0.095984719693661}","{'x': 0.370988547801971, 'y': 0.439296007156372, 'z': -0.068631239235401}","{'x': 0.354487955570221, 'y': 0.563602924346924, 'z': -0.156199514865875}","{'x': 0.347400188446045, 'y': 0.613449335098267, 'z': -0.19036041200161}","{'x': 0.361327052116394, 'y': 0.611190378665924, 'z': -0.220436871051788}","{'x': 0.432759314775467, 'y': 0.591358304023743, 'z': 0.007646752055734}","{'x': 0.410144925117493, 'y': 0.801539599895477, 'z': 0.02317619509995}","{'x': 0.418362379074097, 'y': 1.009092688560486, 'z': 0.173403739929199}","{'x': 0.394392997026443, 'y': 1.070564985275269, 'z': 0.026100294664502}"
"{'x': 0.350564628839493, 'y': 0.110217809677124, 'z': -0.325165361166}","{'x': 0.466198742389679, 'y': 0.227881282567978, 'z': -0.160029724240303}","{'x': 0.503186285495758, 'y': 0.397863686084747, 'z': -0.109709717333317}","{'x': 0.495306551456451, 'y': 0.559248566627502, 'z': -0.166613653302193}","{'x': 0.497612088918686, 'y': 0.613878428936005, 'z': -0.190933868288994}","{'x': 0.48080986738205, 'y': 0.611939191818237, 'z': -0.22882504761219}","{'x': 0.435631930828094, 'y': 0.585893273353577, 'z': -0.032499741762877}","{'x': 0.452286124229431, 'y': 0.833195567131042, 'z': 0.011992151848972}","{'x': 0.461446225643158, 'y': 1.030363082885742, 'z': 0.200205117464066}","{'x': 0.470451563596725, 'y': 1.140810132026672, 'z': 0.056400064378977}","{'x': 0.286171913146973, 'y': 0.263896912336349, 'z': -0.102118045091629}","{'x': 0.267133384943008, 'y': 0.429553478956223, 'z': -0.070542074739933}","{'x': 0.247794061899185, 'y': 0.565401315689087, 'z': -0.168360412120819}","{'x': 0.23637780547142, 'y': 0.62125837802887, 'z': -0.203026801347733}","{'x': 0.250410437583923, 'y': 0.615501701831818, 'z': -0.23594643175602}","{'x': 0.333050429821014, 'y': 0.597075879573822, 'z': 0.032432556152344}","{'x': 0.338150978088379, 'y': 0.842130303382874, 'z': 0.107828594744205}","{'x': 0.347897231578827, 'y': 1.050628662109375, 'z': 0.317372143268585}","{'x': 0.325356900691986, 'y': 1.138939142227173, 'z': 0.186499804258347}"
"{'x': 0.340277463197708, 'y': 0.039815545082092, 'z': -0.474821925163269}","{'x': 0.462560951709747, 'y': 0.194607645273209, 'z': -0.241890415549278}","{'x': 0.51038670539856, 'y': 0.400013655424118, 'z': -0.19354322552681}","{'x': 0.505547285079956, 'y': 0.59257709980011, 'z': -0.302749186754227}","{'x': 0.510319709777832, 'y': 0.647777020931244, 'z': -0.34599906206131}","{'x': 0.490261197090149, 'y': 0.64691036939621, 'z': -0.400679260492325}","{'x': 0.415017426013947, 'y': 0.607848286628723, 'z': -0.051552314311266}","{'x': 0.394401431083679, 'y': 0.886064648628235, 'z': 0.01703929528594}","{'x': 0.378433912992477, 'y': 1.120898485183716, 'z': 0.328081250190735}","{'x': 0.354066222906113, 'y': 1.206747770309448, 'z': 0.159870103001595}","{'x': 0.255204260349274, 'y': 0.229453474283218, 'z': -0.14820808172226}","{'x': 0.231013834476471, 'y': 0.421895563602448, 'z': -0.119863957166672}","{'x': 0.196674183011055, 'y': 0.567284941673279, 'z': -0.29935097694397}","{'x': 0.181212306022644, 'y': 0.627097189426422, 'z': -0.354031175374985}","{'x': 0.194376870989799, 'y': 0.627418875694275, 'z': -0.404386401176453}","{'x': 0.300354719161987, 'y': 0.609167337417603, 'z': 0.051629547029734}","{'x': 0.293936043977737, 'y': 0.874829888343811, 'z': 0.156471893191338}","{'x': 0.322178840637207, 'y': 1.120642423629761, 'z': 0.471732646226883}","{'x': 0.284133017063141, 'y': 1.202909827232361, 'z': 0.317886620759964}"
"{'x': 0.285414606332779, 'y': -0.025887429714203, 'z': -0.351453423500061}","{'x': 0.4271260201931, 'y': 0.132012128829956, 'z': -0.185165151953697}","{'x': 0.481034517288208, 'y': 0.373593509197235, 'z': -0.110258214175701}","{'x': 0.451319009065628, 'y': 0.59172797203064, 'z': -0.171436503529549}","{'x': 0.45126661658287, 'y': 0.670750796794891, 'z': -0.199580237269402}","{'x': 0.427106022834778, 'y': 0.6588454246521, 'z': -0.241109400987625}","{'x': 0.36517721414566, 'y': 0.621512949466705, 'z': -0.033635191619396}","{'x': 0.366385847330093, 'y': 0.935252010822296, 'z': 0.069501288235188}","{'x': 0.355251491069794, 'y': 1.231107473373413, 'z': 0.40430873632431}","{'x': 0.351051777601242, 'y': 1.321659088134766, 'z': 0.291047364473343}","{'x': 0.187597528100014, 'y': 0.171553730964661, 'z': -0.11720834672451}","{'x': 0.164587587118149, 'y': 0.396505951881409, 'z': -0.036531079560518}","{'x': 0.135562494397163, 'y': 0.588985323905945, 'z': -0.118495404720306}","{'x': 0.117793023586273, 'y': 0.651061713695526, 'z': -0.150500312447548}","{'x': 0.131028607487679, 'y': 0.647633612155914, 'z': -0.200266674160957}","{'x': 0.234152466058731, 'y': 0.615742385387421, 'z': 0.03312036767602}","{'x': 0.234356760978699, 'y': 0.927317082881927, 'z': 0.11566387116909}","{'x': 0.238377332687378, 'y': 1.211040735244751, 'z': 0.407054454088211}","{'x': 0.22862446308136, 'y': 1.308831095695496, 'z': 0.288301646709442}"
"{'x': 0.284059345722198, 'y': -0.042956054210663, 'z': -0.288744211196899}","{'x': 0.417764544487, 'y': 0.127085387706757, 'z': -0.162558078765869}","{'x': 0.493052899837494, 'y': 0.345314830541611, 'z': -0.08713648468256}","{'x': 0.467993557453156, 'y': 0.575077056884766, 'z': -0.112686112523079}","{'x': 0.470923721790314, 'y': 0.659569203853607, 'z': -0.135000199079514}","{'x': 0.44633024930954, 'y': 0.652807712554932, 'z': -0.17973992228508}","{'x': 0.378785401582718, 'y': 0.66008585691452, 'z': -0.057960826903582}","{'x': 0.404659897089005, 'y': 0.968645572662354, 'z': 0.025270696729422}","{'x': 0.420865803956985, 'y': 1.311206698417664, 'z': 0.381793946027756}","{'x': 0.424648433923721, 'y': 1.430108189582825, 'z': 0.247686296701431}","{'x': 0.158669829368591, 'y': 0.154974043369293, 'z': -0.045715972781181}","{'x': 0.125329524278641, 'y': 0.407100975513458, 'z': 0.020124511793256}","{'x': 0.090645849704742, 'y': 0.591594040393829, 'z': -0.093998067080975}","{'x': 0.068142294883728, 'y': 0.654170393943787, 'z': -0.127636551856995}","{'x': 0.088223248720169, 'y': 0.653305947780609, 'z': -0.180409342050552}","{'x': 0.239846289157867, 'y': 0.671422183513641, 'z': 0.057570330798626}","{'x': 0.250051200389862, 'y': 0.981631517410278, 'z': 0.145153105258942}","{'x': 0.272855162620544, 'y': 1.292181253433228, 'z': 0.464132905006409}","{'x': 0.249922782182693, 'y': 1.413784742355347, 'z': 0.332926094532013}"
"{'x': 0.425322383642197, 'y': 0.021523833274841, 'z': -0.330037504434586}","{'x': 0.546939730644226, 'y': 0.181902259588242, 'z': -0.202465310692787}","{'x': 0.589990615844727, 'y': 0.388727724552155, 'z': -0.146374806761742}","{'x': 0.570112109184265, 'y': 0.597386956214905, 'z': -0.177712500095367}","{'x': 0.571440935134888, 'y': 0.666619479656219, 'z': -0.197863817214966}","{'x': 0.553082466125488, 'y': 0.663491904735565, 'z': -0.238166481256485}","{'x': 0.488220810890198, 'y': 0.623355209827423, 'z': -0.04867259785533}","{'x': 0.48267012834549, 'y': 0.911892294883728, 'z': 0.009098839946091}","{'x': 0.473060250282288, 'y': 1.148100852966309, 'z': 0.375734984874725}","{'x': 0.472964525222778, 'y': 1.246269464492798, 'z': 0.274185001850128}","{'x': 0.342250198125839, 'y': 0.20776629447937, 'z': -0.103771403431892}","{'x': 0.312877833843231, 'y': 0.407785266637802, 'z': -0.035185486078262}","{'x': 0.279620915651321, 'y': 0.568431913852692, 'z': -0.103692069649696}","{'x': 0.265422165393829, 'y': 0.624357640743256, 'z': -0.128762230277061}","{'x': 0.279345512390137, 'y': 0.625485837459564, 'z': -0.167240157723427}","{'x': 0.368538111448288, 'y': 0.610871553421021, 'z': 0.048156913369894}","{'x': 0.320578694343567, 'y': 0.897362947463989, 'z': 0.082350701093674}","{'x': 0.325994670391083, 'y': 1.124148011207581, 'z': 0.422701865434647}","{'x': 0.291939377784729, 'y': 1.2218017578125, 'z': 0.323690623044968}"
"{'x': 0.447478801012039, 'y': 0.103851437568665, 'z': -0.382437855005264}","{'x': 0.538339138031006, 'y': 0.225465685129166, 'z': -0.179794758558273}","{'x': 0.577217936515808, 'y': 0.399839401245117, 'z': -0.135390073060989}","{'x': 0.56146228313446, 'y': 0.571135640144348, 'z': -0.229707524180412}","{'x': 0.559718132019043, 'y': 0.628783464431763, 'z': -0.264388054609299}","{'x': 0.543600380420685, 'y': 0.62507176399231, 'z': -0.302468627691269}","{'x': 0.506884276866913, 'y': 0.59964120388031, 'z': -0.025925397872925}","{'x': 0.507769227027893, 'y': 0.869385838508606, 'z': 0.054536834359169}","{'x': 0.50586986541748, 'y': 1.085498809814453, 'z': 0.313348799943924}","{'x': 0.503850638866425, 'y': 1.16608452796936, 'z': 0.190674915909767}","{'x': 0.357215255498886, 'y': 0.251256555318832, 'z': -0.138858124613762}","{'x': 0.330200880765915, 'y': 0.419247388839722, 'z': -0.122673876583576}","{'x': 0.302556216716766, 'y': 0.572680115699768, 'z': -0.254187881946564}","{'x': 0.292266249656677, 'y': 0.623450398445129, 'z': -0.298388570547104}","{'x': 0.305297195911407, 'y': 0.6240274310112, 'z': -0.332389086484909}","{'x': 0.403308242559433, 'y': 0.609775424003601, 'z': 0.025653392076492}","{'x': 0.426326096057892, 'y': 0.865988492965698, 'z': 0.073917135596275}","{'x': 0.468229174613953, 'y': 1.079277992248535, 'z': 0.316884845495224}","{'x': 0.448488622903824, 'y': 1.157448768615723, 'z': 0.192986950278282}"
"{'x': 0.528733193874359, 'y': 0.149666875600815, 'z': -0.372080594301224}","{'x': 0.591328620910645, 'y': 0.252080023288727, 'z': -0.16154520213604}","{'x': 0.632305800914764, 'y': 0.404909551143646, 'z': -0.095469661056995}","{'x': 0.623358368873596, 'y': 0.566867887973785, 'z': -0.160687863826752}","{'x': 0.626925766468048, 'y': 0.619111657142639, 'z': -0.185550391674042}","{'x': 0.613511383533478, 'y': 0.615597546100616, 'z': -0.220945820212364}","{'x': 0.566584646701813, 'y': 0.594003677368164, 'z': -0.002116529969499}","{'x': 0.568131744861603, 'y': 0.83625066280365, 'z': 0.076118528842926}","{'x': 0.572518467903137, 'y': 1.021020531654358, 'z': 0.311822652816772}","{'x': 0.595022618770599, 'y': 1.096237897872925, 'z': 0.19289892911911}","{'x': 0.426569640636444, 'y': 0.271717369556427, 'z': -0.19191911816597}","{'x': 0.403130978345871, 'y': 0.43362283706665, 'z': -0.170363441109657}","{'x': 0.392414063215256, 'y': 0.569919288158417, 'z': -0.247767955064774}","{'x': 0.385963588953018, 'y': 0.622058510780334, 'z': -0.280468910932541}","{'x': 0.399264991283417, 'y': 0.621103227138519, 'z': -0.314027220010757}","{'x': 0.474687963724136, 'y': 0.597671866416931, 'z': 0.001990227028728}","{'x': 0.466115683317184, 'y': 0.826217412948608, 'z': 0.060655996203423}","{'x': 0.46759706735611, 'y': 1.036779165267944, 'z': 0.273855239152908}","{'x': 0.460837811231613, 'y': 1.116925477981567, 'z': 0.137050092220306}"
"{'x': 0.585317611694336, 'y': 0.192343711853027, 'z': -0.339392721652985}","{'x': 0.631477892398834, 'y': 0.278883844614029, 'z': -0.11684400588274}","{'x': 0.652719616889954, 'y': 0.41627761721611, 'z': -0.012931644916534}","{'x': 0.652567505836487, 'y': 0.560335397720337, 'z': -0.045919932425022}","{'x': 0.658503174781799, 'y': 0.608617007732391, 'z': -0.061799339950085}","{'x': 0.647514343261719, 'y': 0.603021502494812, 'z': -0.096579983830452}","{'x': 0.596350908279419, 'y': 0.584075689315796, 'z': -0.004703089594841}","{'x': 0.594054162502289, 'y': 0.81586480140686, 'z': 0.026129921898246}","{'x': 0.600019872188568, 'y': 0.987618088722229, 'z': 0.189486369490623}","{'x': 0.603871941566467, 'y': 1.087649822235107, 'z': 0.076552972197533}","{'x': 0.476714938879013, 'y': 0.262549161911011, 'z': -0.172895953059196}","{'x': 0.435384750366211, 'y': 0.416423767805099, 'z': -0.136515513062477}","{'x': 0.440488487482071, 'y': 0.555926442146301, 'z': -0.177991583943367}","{'x': 0.436499178409576, 'y': 0.607804596424103, 'z': -0.202521711587906}","{'x': 0.450300753116608, 'y': 0.606374561786652, 'z': -0.225866809487343}","{'x': 0.510707676410675, 'y': 0.583411395549774, 'z': 0.004514225292951}","{'x': 0.527081251144409, 'y': 0.811887264251709, 'z': 0.005880713928491}","{'x': 0.574219107627869, 'y': 1.013899683952332, 'z': 0.2071433365345}","{'x': 0.571737945079803, 'y': 1.095372438430786, 'z': 0.093676656484604}"
"{'x': 0.593243062496185, 'y': 0.17491939663887, 'z': -0.234379038214684}","{'x': 0.657066702842712, 'y': 0.267902106046677, 'z': -0.075310803949833}","{'x': 0.696204304695129, 'y': 0.407768547534943, 'z': 0.013651928864419}","{'x': 0.69879025220871, 'y': 0.559109151363373, 'z': 0.000439313036622}","{'x': 0.70449310541153, 'y': 0.605156004428864, 'z': -0.006095006596297}","{'x': 0.694368958473206, 'y': 0.602897882461548, 'z': -0.039929494261742}","{'x': 0.636856198310852, 'y': 0.591935276985168, 'z': -0.010683797299862}","{'x': 0.644513547420502, 'y': 0.821897566318512, 'z': -0.004703233484179}","{'x': 0.628148138523102, 'y': 0.967226624488831, 'z': 0.242175921797752}","{'x': 0.660985946655273, 'y': 1.072382688522339, 'z': 0.169286876916885}","{'x': 0.501663565635681, 'y': 0.281259000301361, 'z': -0.083284892141819}","{'x': 0.47559118270874, 'y': 0.422089278697968, 'z': -0.051624815911055}","{'x': 0.469508349895477, 'y': 0.568434298038483, 'z': -0.10956983268261}","{'x': 0.463751465082169, 'y': 0.61973911523819, 'z': -0.128884837031364}","{'x': 0.478991448879242, 'y': 0.614314436912537, 'z': -0.151212275028229}","{'x': 0.546309113502502, 'y': 0.598315119743347, 'z': 0.010432761162519}","{'x': 0.548350512981415, 'y': 0.826207220554352, 'z': 0.009472917765379}","{'x': 0.561136245727539, 'y': 1.002319097518921, 'z': 0.197048500180244}","{'x': 0.555515229701996, 'y': 1.105909466743469, 'z': 0.094862081110477}"
"{'x': 0.645722568035126, 'y': 0.164865136146545, 'z': -0.301500350236893}","{'x': 0.720574855804443, 'y': 0.26952064037323, 'z': -0.128066077828407}","{'x': 0.755913436412811, 'y': 0.416863173246384, 'z': -0.053269103169441}","{'x': 0.750154554843903, 'y': 0.562355995178223, 'z': -0.087543018162251}","{'x': 0.753998517990112, 'y': 0.609165489673615, 'z': -0.102023407816887}","{'x': 0.742561995983124, 'y': 0.60630077123642, 'z': -0.135443910956383}","{'x': 0.681695282459259, 'y': 0.582432329654694, 'z': 0.002400206634775}","{'x': 0.669738292694092, 'y': 0.802541851997375, 'z': 0.036834139376879}","{'x': 0.628268659114838, 'y': 0.944694876670837, 'z': 0.317357212305069}","{'x': 0.653115570545197, 'y': 1.031212568283081, 'z': 0.244459748268127}","{'x': 0.558184862136841, 'y': 0.276516497135162, 'z': -0.137976601719856}","{'x': 0.525115787982941, 'y': 0.418960511684418, 'z': -0.091342054307461}","{'x': 0.514326155185699, 'y': 0.552914679050446, 'z': -0.136875435709953}","{'x': 0.509466528892517, 'y': 0.603541374206543, 'z': -0.154934629797935}","{'x': 0.519239068031311, 'y': 0.603049457073212, 'z': -0.184666216373444}","{'x': 0.590903222560883, 'y': 0.577771425247192, 'z': -0.002525808755308}","{'x': 0.56550145149231, 'y': 0.802145659923553, 'z': 0.038403306156397}","{'x': 0.555193305015564, 'y': 0.994044542312622, 'z': 0.201624244451523}","{'x': 0.559041321277618, 'y': 1.081334829330444, 'z': 0.081871993839741}"
"{'x': 0.569894015789032, 'y': 0.149897903203964, 'z': -0.338089734315872}","{'x': 0.645380020141602, 'y': 0.25708395242691, 'z': -0.113349422812462}","{'x': 0.685548424720764, 'y': 0.410778880119324, 'z': -0.023303342983127}","{'x': 0.691892802715302, 'y': 0.562033593654633, 'z': -0.070078343153}","{'x': 0.699979901313782, 'y': 0.61141973733902, 'z': -0.089296333491802}","{'x': 0.690725266933441, 'y': 0.610903441905975, 'z': -0.13807575404644}","{'x': 0.609660565853119, 'y': 0.585834980010986, 'z': 0.001954696141183}","{'x': 0.630792260169983, 'y': 0.824927091598511, 'z': 0.024695729836822}","{'x': 0.64666736125946, 'y': 1.006087779998779, 'z': 0.215437337756157}","{'x': 0.678463459014893, 'y': 1.099442362785339, 'z': 0.096151158213615}","{'x': 0.483266621828079, 'y': 0.270561456680298, 'z': -0.149459660053253}","{'x': 0.45552670955658, 'y': 0.422843724489212, 'z': -0.104413665831089}","{'x': 0.442722141742706, 'y': 0.564420223236084, 'z': -0.159619480371475}","{'x': 0.432166218757629, 'y': 0.61362087726593, 'z': -0.190221384167671}","{'x': 0.447463989257812, 'y': 0.61371910572052, 'z': -0.22559717297554}","{'x': 0.515725076198578, 'y': 0.587473273277283, 'z': -0.001947045559064}","{'x': 0.497421115636826, 'y': 0.823627233505249, 'z': 0.018988477066159}","{'x': 0.480786979198456, 'y': 1.037879347801208, 'z': 0.15900744497776}","{'x': 0.477835834026337, 'y': 1.119365215301514, 'z': 0.017412478104234}"
"{'x': 0.487170785665512, 'y': 0.117194414138794, 'z': -0.34737354516983}","{'x': 0.576926529407501, 'y': 0.238624155521393, 'z': -0.148365691304207}","{'x': 0.611884891986847, 'y': 0.40495166182518, 'z': -0.085458636283875}","{'x': 0.616436064243317, 'y': 0.568854749202728, 'z': -0.147178769111633}","{'x': 0.621582090854645, 'y': 0.622774839401245, 'z': -0.172367960214615}","{'x': 0.608857154846191, 'y': 0.619122266769409, 'z': -0.216020449995995}","{'x': 0.54826545715332, 'y': 0.585990369319916, 'z': -0.020919563248754}","{'x': 0.544148087501526, 'y': 0.843160569667816, 'z': 0.02537053450942}","{'x': 0.525476098060608, 'y': 1.047948002815247, 'z': 0.254133939743042}","{'x': 0.529866456985474, 'y': 1.130812883377075, 'z': 0.137023955583572}","{'x': 0.404546737670898, 'y': 0.249354183673859, 'z': -0.125550344586372}","{'x': 0.357059478759766, 'y': 0.404631018638611, 'z': -0.089217238128185}","{'x': 0.341653734445572, 'y': 0.559814214706421, 'z': -0.18239089846611}","{'x': 0.334240525960922, 'y': 0.611311972141266, 'z': -0.21681173145771}","{'x': 0.349780976772308, 'y': 0.610002934932709, 'z': -0.24833120405674}","{'x': 0.446334093809128, 'y': 0.595687866210938, 'z': 0.020721742883325}","{'x': 0.459696918725967, 'y': 0.849018812179565, 'z': 0.041080813854933}","{'x': 0.490324437618256, 'y': 1.05771267414093, 'z': 0.240154609084129}","{'x': 0.472244590520859, 'y': 1.138607501983643, 'z': 0.113153569400311}"
"{'x': 0.517709076404572, 'y': 0.042682945728302, 'z': -0.327396780252457}","{'x': 0.613808512687683, 'y': 0.212666451931, 'z': -0.160612508654594}","{'x': 0.649685740470886, 'y': 0.405659258365631, 'z': -0.080820567905903}","{'x': 0.641501843929291, 'y': 0.593635201454163, 'z': -0.10425853729248}","{'x': 0.644301891326904, 'y': 0.6480752825737, 'z': -0.117410250008106}","{'x': 0.629794955253601, 'y': 0.643372356891632, 'z': -0.158849149942398}","{'x': 0.548940122127533, 'y': 0.612368941307068, 'z': -0.042320590466261}","{'x': 0.540530323982239, 'y': 0.893738865852356, 'z': 0.026083001866937}","{'x': 0.521096885204315, 'y': 1.109187245368958, 'z': 0.270087659358978}","{'x': 0.512605905532837, 'y': 1.205176472663879, 'z': 0.147093445062637}","{'x': 0.409344553947449, 'y': 0.212087869644165, 'z': -0.108666934072971}","{'x': 0.355330586433411, 'y': 0.391075849533081, 'z': -0.045626886188984}","{'x': 0.331790208816528, 'y': 0.557695388793945, 'z': -0.094927430152893}","{'x': 0.320156931877136, 'y': 0.617938160896301, 'z': -0.115059100091457}","{'x': 0.336117506027222, 'y': 0.620404243469238, 'z': -0.151207938790321}","{'x': 0.4318667948246, 'y': 0.599980294704437, 'z': 0.041916485875845}","{'x': 0.414431184530258, 'y': 0.873931586742401, 'z': 0.082804344594479}","{'x': 0.432158529758453, 'y': 1.059377431869507, 'z': 0.332686871290207}","{'x': 0.381834149360657, 'y': 1.183315753936768, 'z': 0.212484627962112}"
"{'x': 0.423879712820053, 'y': -0.019769012928009, 'z': -0.310257881879807}","{'x': 0.547698140144348, 'y': 0.165800124406815, 'z': -0.148602768778801}","{'x': 0.590017199516296, 'y': 0.370747238397598, 'z': -0.039862584322691}","{'x': 0.58930903673172, 'y': 0.588354170322418, 'z': -0.053532272577286}","{'x': 0.598060727119446, 'y': 0.661664247512817, 'z': -0.06270419806242}","{'x': 0.579319536685944, 'y': 0.658157587051392, 'z': -0.106359012424946}","{'x': 0.490689784288406, 'y': 0.627912223339081, 'z': -0.028838638216257}","{'x': 0.517097532749176, 'y': 0.919150590896606, 'z': -0.009193969890475}","{'x': 0.503491163253784, 'y': 1.161084175109863, 'z': 0.309728741645813}","{'x': 0.532918572425842, 'y': 1.281279325485229, 'z': 0.191199287772179}","{'x': 0.309592753648758, 'y': 0.156941145658493, 'z': -0.124438285827637}","{'x': 0.259956121444702, 'y': 0.36404287815094, 'z': -0.069891810417175}","{'x': 0.248926505446434, 'y': 0.568580269813538, 'z': -0.136167764663696}","{'x': 0.238498866558075, 'y': 0.638705909252167, 'z': -0.156892776489258}","{'x': 0.262011528015137, 'y': 0.635239362716675, 'z': -0.187495246529579}","{'x': 0.354889661073685, 'y': 0.628212690353394, 'z': 0.028199249878526}","{'x': 0.359281599521637, 'y': 0.923427402973175, 'z': 0.099568262696266}","{'x': 0.359009742736816, 'y': 1.121867299079895, 'z': 0.4222611784935}","{'x': 0.337948977947235, 'y': 1.244615316390991, 'z': 0.303731709718704}"
