nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.552733600139618, 'y': 0.261656016111374, 'z': -0.25881615281105}","{'x': 0.62411630153656, 'y': 0.354546397924423, 'z': -0.073241375386715}","{'x': 0.723480701446533, 'y': 0.326358437538147, 'z': -0.174854964017868}","{'x': 0.706346213817596, 'y': 0.148001909255981, 'z': -0.306573897600174}","{'x': 0.706269383430481, 'y': 0.103710293769836, 'z': -0.353561341762543}","{'x': 0.698881149291992, 'y': 0.098152816295624, 'z': -0.331223040819168}","{'x': 0.561257302761078, 'y': 0.686477839946747, 'z': -0.02383072860539}","{'x': 0.572851598262787, 'y': 0.924367070198059, 'z': -0.009315648116171}","{'x': 0.567485153675079, 'y': 1.134378671646118, 'z': 0.25329577922821}","{'x': 0.572382926940918, 'y': 1.209299325942993, 'z': 0.129985794425011}","{'x': 0.470908939838409, 'y': 0.356139749288559, 'z': -0.029254825785756}","{'x': 0.381782650947571, 'y': 0.435854643583298, 'z': -0.000848016876262}","{'x': 0.395958125591278, 'y': 0.559427261352539, 'z': -0.065442226827145}","{'x': 0.399120628833771, 'y': 0.600872695446014, 'z': -0.08826195448637}","{'x': 0.414216488599777, 'y': 0.59217381477356, 'z': -0.105978541076183}","{'x': 0.472348064184189, 'y': 0.67108815908432, 'z': 0.024215871468186}","{'x': 0.466032236814499, 'y': 0.911018371582031, 'z': 0.02957577817142}","{'x': 0.476037561893463, 'y': 1.082720041275024, 'z': 0.314790278673172}","{'x': 0.467968374490738, 'y': 1.162163734436035, 'z': 0.206179931759834}"
"{'x': 0.548170924186707, 'y': 0.248697727918625, 'z': -0.291260242462158}","{'x': 0.617502331733704, 'y': 0.365142405033112, 'z': -0.086338751018047}","{'x': 0.723866939544678, 'y': 0.405832409858704, 'z': -0.212372034788132}","{'x': 0.691510319709778, 'y': 0.254062682390213, 'z': -0.407463788986206}","{'x': 0.688167929649353, 'y': 0.219632118940353, 'z': -0.458052426576614}","{'x': 0.680254459381104, 'y': 0.209565848112106, 'z': -0.436765134334564}","{'x': 0.561390221118927, 'y': 0.679460048675537, 'z': -0.022367307916284}","{'x': 0.577888011932373, 'y': 0.906676828861237, 'z': -0.007380116265267}","{'x': 0.569457173347473, 'y': 1.115026116371155, 'z': 0.269972950220108}","{'x': 0.573429524898529, 'y': 1.183410406112671, 'z': 0.146381437778473}","{'x': 0.469603419303894, 'y': 0.344233304262161, 'z': -0.043920692056417}","{'x': 0.392732918262482, 'y': 0.434549868106842, 'z': -0.00641749240458}","{'x': 0.411269217729568, 'y': 0.559715569019318, 'z': -0.091284915804863}","{'x': 0.414304137229919, 'y': 0.600096464157104, 'z': -0.115327030420303}","{'x': 0.428240269422531, 'y': 0.59512734413147, 'z': -0.134861245751381}","{'x': 0.474073588848114, 'y': 0.669362246990204, 'z': 0.022727314382792}","{'x': 0.467662155628204, 'y': 0.903962135314941, 'z': 0.003093309467658}","{'x': 0.474220037460327, 'y': 1.064519047737122, 'z': 0.334836572408676}","{'x': 0.464610666036606, 'y': 1.142875909805298, 'z': 0.235913276672363}"
"{'x': 0.581996321678162, 'y': 0.152385830879211, 'z': -0.356165200471878}","{'x': 0.667560696601868, 'y': 0.27609995007515, 'z': -0.105209730565548}","{'x': 0.812737703323364, 'y': 0.22252494096756, 'z': -0.199231833219528}","{'x': 0.808524012565613, 'y': 0.049334764480591, 'z': -0.399996221065521}","{'x': 0.80776584148407, 'y': -0.011663258075714, 'z': -0.457620203495026}","{'x': 0.795217096805573, 'y': -0.016187071800232, 'z': -0.44014909863472}","{'x': 0.623445272445679, 'y': 0.668745100498199, 'z': -0.007308360189199}","{'x': 0.629121005535126, 'y': 0.956798017024994, 'z': 0.064826972782612}","{'x': 0.590936362743378, 'y': 1.191814422607422, 'z': 0.409498035907745}","{'x': 0.596359252929688, 'y': 1.27870774269104, 'z': 0.299767285585403}","{'x': 0.471173942089081, 'y': 0.286013931035995, 'z': -0.111263312399387}","{'x': 0.381565690040588, 'y': 0.403849959373474, 'z': -0.090650483965874}","{'x': 0.410997569561005, 'y': 0.558012902736664, 'z': -0.156473621726036}","{'x': 0.414105653762817, 'y': 0.607892215251923, 'z': -0.178848877549171}","{'x': 0.43272078037262, 'y': 0.599793314933777, 'z': -0.208427146077156}","{'x': 0.503910601139069, 'y': 0.666446268558502, 'z': 0.007816017605364}","{'x': 0.511515021324158, 'y': 0.937649846076965, 'z': 0.070957183837891}","{'x': 0.525065720081329, 'y': 1.189204454421997, 'z': 0.339920163154602}","{'x': 0.533479511737823, 'y': 1.279487371444702, 'z': 0.210879236459732}"
"{'x': 0.453981935977936, 'y': -0.016918420791626, 'z': -0.338004857301712}","{'x': 0.623403549194336, 'y': 0.130759179592133, 'z': 0.010923207737505}","{'x': 0.808125019073486, 'y': 0.053485929965973, 'z': -0.020371414721012}","{'x': 0.70239245891571, 'y': -0.070568680763245, 'z': -0.056115623563528}","{'x': 0.678586900234222, 'y': -0.092277705669403, 'z': -0.113607920706272}","{'x': 0.663045406341553, 'y': -0.102460563182831, 'z': -0.097219005227089}","{'x': 0.581089735031128, 'y': 0.780052006244659, 'z': 0.009841539897025}","{'x': 0.603980123996735, 'y': 1.272734522819519, 'z': -0.041070606559515}","{'x': 0.571637392044067, 'y': 1.662332773208618, 'z': 0.343249320983887}","{'x': 0.574536800384521, 'y': 1.775807857513428, 'z': 0.137535721063614}","{'x': 0.36446949839592, 'y': 0.197912335395813, 'z': -0.009358067065477}","{'x': 0.300606966018677, 'y': 0.391394287347794, 'z': -0.001760783372447}","{'x': 0.310150861740112, 'y': 0.504514157772064, 'z': -0.153662413358688}","{'x': 0.307289093732834, 'y': 0.560773909091949, 'z': -0.211482480168343}","{'x': 0.328436225652695, 'y': 0.553915917873383, 'z': -0.243604749441147}","{'x': 0.428076237440109, 'y': 0.80045610666275, 'z': -0.007198828272521}","{'x': 0.436909258365631, 'y': 1.28706693649292, 'z': -7.3558032454e-05}","{'x': 0.439637333154678, 'y': 1.742176294326782, 'z': 0.122785709798336}","{'x': 0.468824833631516, 'y': 1.847851514816284, 'z': -0.150909081101418}"
"{'x': 0.552970468997955, 'y': 0.241480380296707, 'z': -0.281415641307831}","{'x': 0.617530226707458, 'y': 0.336427539587021, 'z': -0.050544250756502}","{'x': 0.724343001842499, 'y': 0.306619256734848, 'z': -0.13419234752655}","{'x': 0.707584857940674, 'y': 0.134841829538345, 'z': -0.304055243730545}","{'x': 0.710016548633575, 'y': 0.091872811317444, 'z': -0.351967006921768}","{'x': 0.704960227012634, 'y': 0.084716498851776, 'z': -0.332486391067505}","{'x': 0.590617120265961, 'y': 0.678797900676727, 'z': 0.012126013636589}","{'x': 0.603487014770508, 'y': 0.915549635887146, 'z': 0.06969578564167}","{'x': 0.583452224731445, 'y': 1.092219829559326, 'z': 0.416463553905487}","{'x': 0.608141839504242, 'y': 1.164621353149414, 'z': 0.330643653869629}","{'x': 0.463585257530212, 'y': 0.34186777472496, 'z': -0.108064658939838}","{'x': 0.371965318918228, 'y': 0.445156365633011, 'z': -0.092401206493378}","{'x': 0.432354331016541, 'y': 0.569873094558716, 'z': -0.138601809740067}","{'x': 0.440969437360764, 'y': 0.619584023952484, 'z': -0.161241427063942}","{'x': 0.457175254821777, 'y': 0.606308221817017, 'z': -0.173350989818573}","{'x': 0.500517308712006, 'y': 0.680337131023407, 'z': -0.011994387954473}","{'x': 0.504029154777527, 'y': 0.917635202407837, 'z': 0.03935607150197}","{'x': 0.493243753910065, 'y': 1.10860002040863, 'z': 0.315638303756714}","{'x': 0.504378020763397, 'y': 1.184305191040039, 'z': 0.201518878340721}"
"{'x': 0.579301238059998, 'y': 0.287328481674194, 'z': -0.255267441272736}","{'x': 0.645812034606934, 'y': 0.366753101348877, 'z': -0.044334229081869}","{'x': 0.747916340827942, 'y': 0.333424061536789, 'z': -0.146216154098511}","{'x': 0.717705845832825, 'y': 0.181719541549683, 'z': -0.293203890323639}","{'x': 0.716619610786438, 'y': 0.144616365432739, 'z': -0.342328399419785}","{'x': 0.709998071193695, 'y': 0.135034024715424, 'z': -0.32329586148262}","{'x': 0.613564789295197, 'y': 0.677601516246796, 'z': -0.010585239157081}","{'x': 0.623962104320526, 'y': 0.88711678981781, 'z': 0.029063193127513}","{'x': 0.616353332996368, 'y': 1.092437028884888, 'z': 0.258868187665939}","{'x': 0.631312906742096, 'y': 1.160091400146484, 'z': 0.138114467263222}","{'x': 0.505682706832886, 'y': 0.380122125148773, 'z': -0.044945072382689}","{'x': 0.437331795692444, 'y': 0.467155992984772, 'z': -0.000483750249259}","{'x': 0.455111771821976, 'y': 0.591650128364563, 'z': -0.042630303651094}","{'x': 0.455314010381699, 'y': 0.630285322666168, 'z': -0.064427696168423}","{'x': 0.47161453962326, 'y': 0.623515009880066, 'z': -0.087639674544334}","{'x': 0.528963983058929, 'y': 0.683231592178345, 'z': 0.010488790459931}","{'x': 0.533425569534302, 'y': 0.88226729631424, 'z': 0.027359267696738}","{'x': 0.55617082118988, 'y': 1.067701935768127, 'z': 0.266969859600067}","{'x': 0.554460823535919, 'y': 1.137180924415588, 'z': 0.151360079646111}"
"{'x': 0.551727771759033, 'y': 0.267066031694412, 'z': -0.131392613053322}","{'x': 0.620860517024994, 'y': 0.32175275683403, 'z': 0.015372645109892}","{'x': 0.666789531707764, 'y': 0.163767337799072, 'z': -0.038359101861715}","{'x': 0.672433018684387, 'y': -0.003950953483582, 'z': -0.051157552748919}","{'x': 0.670089542865753, 'y': -0.045054733753204, 'z': -0.0877401009202}","{'x': 0.65779834985733, 'y': -0.059485018253326, 'z': -0.078893572092056}","{'x': 0.595525860786438, 'y': 0.643862128257751, 'z': -0.038032792508602}","{'x': 0.58765709400177, 'y': 0.882418751716614, 'z': -0.052716571837664}","{'x': 0.612949907779694, 'y': 1.074215054512024, 'z': 0.098761990666389}","{'x': 0.606744706630707, 'y': 1.167390584945679, 'z': -0.034588452428579}","{'x': 0.495040863752365, 'y': 0.368388682603836, 'z': 0.062795802950859}","{'x': 0.458670675754547, 'y': 0.480146050453186, 'z': 0.113337002694607}","{'x': 0.462266325950623, 'y': 0.586035132408142, 'z': 0.060910481959581}","{'x': 0.45712149143219, 'y': 0.626376390457153, 'z': 0.038069050759077}","{'x': 0.47122997045517, 'y': 0.624970257282257, 'z': 0.001784486696124}","{'x': 0.530534148216248, 'y': 0.646352171897888, 'z': 0.038105305284262}","{'x': 0.531580328941345, 'y': 0.875392138957977, 'z': 0.029204400256276}","{'x': 0.592670857906342, 'y': 1.076253890991211, 'z': 0.175625219941139}","{'x': 0.578321814537048, 'y': 1.155269384384155, 'z': 0.0438700504601}"
"{'x': 0.551571488380432, 'y': 0.266023248434067, 'z': -0.191490083932877}","{'x': 0.623818874359131, 'y': 0.336283802986145, 'z': -0.003377699758857}","{'x': 0.709318101406097, 'y': 0.247388333082199, 'z': -0.1113376095891}","{'x': 0.660280883312225, 'y': 0.094576179981232, 'z': -0.246827125549316}","{'x': 0.655286312103271, 'y': 0.051664233207703, 'z': -0.301500678062439}","{'x': 0.645924091339111, 'y': 0.04540890455246, 'z': -0.278410375118256}","{'x': 0.604467213153839, 'y': 0.6507927775383, 'z': -0.027386531233788}","{'x': 0.6067835688591, 'y': 0.884352684020996, 'z': 0.005274934694171}","{'x': 0.60196191072464, 'y': 1.09592080116272, 'z': 0.171451956033707}","{'x': 0.605707824230194, 'y': 1.17121684551239, 'z': 0.021779840812087}","{'x': 0.485105901956558, 'y': 0.389265030622482, 'z': 0.025727747008204}","{'x': 0.432637810707092, 'y': 0.489437937736511, 'z': 0.036261029541492}","{'x': 0.447073698043823, 'y': 0.598659157752991, 'z': -0.044787179678679}","{'x': 0.44540873169899, 'y': 0.638407707214355, 'z': -0.073185570538044}","{'x': 0.462366044521332, 'y': 0.6338991522789, 'z': -0.102446526288986}","{'x': 0.524386584758759, 'y': 0.656396508216858, 'z': 0.027369944378734}","{'x': 0.526777684688568, 'y': 0.87837827205658, 'z': 0.042332179844379}","{'x': 0.546573460102081, 'y': 1.074430584907532, 'z': 0.221879005432129}","{'x': 0.532762289047241, 'y': 1.147381067276001, 'z': 0.083868145942688}"
"{'x': 0.546334266662598, 'y': 0.263937324285507, 'z': -0.220137178897858}","{'x': 0.614405512809753, 'y': 0.324053257703781, 'z': -0.004516957327724}","{'x': 0.680518686771393, 'y': 0.194138705730438, 'z': -0.029963927343488}","{'x': 0.656829297542572, 'y': 0.029198169708252, 'z': -0.053463973104954}","{'x': 0.652343451976776, 'y': -0.008950531482697, 'z': -0.091955117881298}","{'x': 0.642268240451813, 'y': -0.014281451702118, 'z': -0.081364572048187}","{'x': 0.603797137737274, 'y': 0.639258444309235, 'z': -0.020304623991251}","{'x': 0.609997749328613, 'y': 0.878330647945404, 'z': -0.069386303424835}","{'x': 0.616453170776367, 'y': 1.100688457489014, 'z': 0.097506016492844}","{'x': 0.618941485881805, 'y': 1.184550762176514, 'z': -0.044845465570688}","{'x': 0.484496980905533, 'y': 0.379269182682037, 'z': -0.014762849546969}","{'x': 0.4369096159935, 'y': 0.487149983644485, 'z': 0.015831032767892}","{'x': 0.46004530787468, 'y': 0.603883445262909, 'z': -0.044334195554256}","{'x': 0.46117889881134, 'y': 0.638456881046295, 'z': -0.073257334530354}","{'x': 0.474386990070343, 'y': 0.63562273979187, 'z': -0.101669199764729}","{'x': 0.530194282531738, 'y': 0.650643289089203, 'z': 0.020870670676231}","{'x': 0.54385894536972, 'y': 0.881874859333038, 'z': 0.007249042857438}","{'x': 0.585052669048309, 'y': 1.085184574127197, 'z': 0.203776627779007}","{'x': 0.580193936824799, 'y': 1.161910891532898, 'z': 0.072782583534718}"
"{'x': 0.543225824832916, 'y': 0.255995869636536, 'z': -0.157516032457352}","{'x': 0.610776662826538, 'y': 0.330972582101822, 'z': 0.025255026295781}","{'x': 0.69632750749588, 'y': 0.23165762424469, 'z': -0.063389778137207}","{'x': 0.640151917934418, 'y': 0.091705739498138, 'z': -0.164241746068001}","{'x': 0.630353569984436, 'y': 0.050237417221069, 'z': -0.212397798895836}","{'x': 0.62154483795166, 'y': 0.046813309192657, 'z': -0.195718050003052}","{'x': 0.596013784408569, 'y': 0.660284459590912, 'z': -0.038504667580128}","{'x': 0.613276839256287, 'y': 0.889801502227783, 'z': -0.014451860450208}","{'x': 0.626468539237976, 'y': 1.088120579719543, 'z': 0.160206317901611}","{'x': 0.625783562660217, 'y': 1.168736934661865, 'z': 0.010853608138859}","{'x': 0.482473075389862, 'y': 0.376337945461273, 'z': 0.067626975476742}","{'x': 0.448796659708023, 'y': 0.48772269487381, 'z': 0.072839394211769}","{'x': 0.448506146669388, 'y': 0.601199924945831, 'z': -0.007356240879744}","{'x': 0.450374484062195, 'y': 0.633832693099976, 'z': -0.038302894681692}","{'x': 0.464141309261322, 'y': 0.628609120845795, 'z': -0.072772137820721}","{'x': 0.521502256393433, 'y': 0.668539345264435, 'z': 0.038403782993555}","{'x': 0.524185836315155, 'y': 0.889151513576508, 'z': 0.049030397087336}","{'x': 0.547011196613312, 'y': 1.060760855674744, 'z': 0.273063659667969}","{'x': 0.533032178878784, 'y': 1.1404869556427, 'z': 0.155498325824738}"
"{'x': 0.549079358577728, 'y': 0.242443174123764, 'z': -0.254701197147369}","{'x': 0.624277412891388, 'y': 0.336227089166641, 'z': -0.051951806992292}","{'x': 0.730275750160217, 'y': 0.298627972602844, 'z': -0.174981459975243}","{'x': 0.696682035923004, 'y': 0.128754675388336, 'z': -0.360413581132889}","{'x': 0.698407053947449, 'y': 0.085996747016907, 'z': -0.414274632930756}","{'x': 0.691417455673218, 'y': 0.076889097690582, 'z': -0.392033517360687}","{'x': 0.602575838565826, 'y': 0.673758387565613, 'z': -0.013013074174523}","{'x': 0.612350821495056, 'y': 0.891769468784332, 'z': 0.06468016654253}","{'x': 0.617743611335754, 'y': 1.11180853843689, 'z': 0.303068965673447}","{'x': 0.626276731491089, 'y': 1.184532880783081, 'z': 0.175651371479034}","{'x': 0.472734034061432, 'y': 0.369095951318741, 'z': -0.056004785001278}","{'x': 0.434029877185822, 'y': 0.509591341018677, 'z': -0.037213705480099}","{'x': 0.432622611522675, 'y': 0.643090486526489, 'z': -0.113885328173637}","{'x': 0.427459001541138, 'y': 0.698151528835297, 'z': -0.137868240475655}","{'x': 0.440913647413254, 'y': 0.695791363716125, 'z': -0.173507645726204}","{'x': 0.5135458111763, 'y': 0.678017854690552, 'z': 0.012971204705536}","{'x': 0.506622433662415, 'y': 0.906145095825195, 'z': 0.066220968961716}","{'x': 0.509322047233582, 'y': 1.112787008285522, 'z': 0.301729142665863}","{'x': 0.50102972984314, 'y': 1.185078740119934, 'z': 0.17578536272049}"
"{'x': 0.55495297908783, 'y': 0.249076247215271, 'z': -0.302291631698608}","{'x': 0.627059102058411, 'y': 0.340387940406799, 'z': -0.082437112927437}","{'x': 0.729107737541199, 'y': 0.296953141689301, 'z': -0.201127886772156}","{'x': 0.6945521235466, 'y': 0.130502283573151, 'z': -0.377997815608978}","{'x': 0.693417847156525, 'y': 0.087691724300385, 'z': -0.431845158338547}","{'x': 0.687373340129852, 'y': 0.078105390071869, 'z': -0.411319196224213}","{'x': 0.610394954681396, 'y': 0.673638343811035, 'z': -0.01139591448009}","{'x': 0.617631316184998, 'y': 0.887946486473083, 'z': 0.050715152174234}","{'x': 0.616109013557434, 'y': 1.090021371841431, 'z': 0.334813296794891}","{'x': 0.630165874958038, 'y': 1.16135573387146, 'z': 0.215122878551483}","{'x': 0.476562350988388, 'y': 0.372182488441467, 'z': -0.086968816816807}","{'x': 0.436582684516907, 'y': 0.514407157897949, 'z': -0.051314935088158}","{'x': 0.43200758099556, 'y': 0.644214689731598, 'z': -0.105095654726028}","{'x': 0.427733242511749, 'y': 0.699693500995636, 'z': -0.124022200703621}","{'x': 0.441739767789841, 'y': 0.695760607719421, 'z': -0.161808654665947}","{'x': 0.520546078681946, 'y': 0.68274062871933, 'z': 0.011345932260156}","{'x': 0.511210858821869, 'y': 0.898742258548737, 'z': 0.059178780764341}","{'x': 0.508662045001984, 'y': 1.099605441093445, 'z': 0.324683576822281}","{'x': 0.499955236911774, 'y': 1.169358253479004, 'z': 0.197929039597511}"
"{'x': 0.494696468114853, 'y': 0.244125872850418, 'z': -0.233705520629883}","{'x': 0.563041687011719, 'y': 0.332409232854843, 'z': 0.009151333943009}","{'x': 0.663465857505798, 'y': 0.271828174591064, 'z': -0.062157992273569}","{'x': 0.644861698150635, 'y': 0.098684966564178, 'z': -0.183808535337448}","{'x': 0.644795417785645, 'y': 0.060340106487274, 'z': -0.229298666119576}","{'x': 0.632340013980865, 'y': 0.050743818283081, 'z': -0.215367317199707}","{'x': 0.547118127346039, 'y': 0.67370879650116, 'z': -0.00288311438635}","{'x': 0.587499499320984, 'y': 0.894399642944336, 'z': -0.03081245161593}","{'x': 0.605244934558868, 'y': 1.110424876213074, 'z': 0.221906512975693}","{'x': 0.621170997619629, 'y': 1.189553022384644, 'z': 0.093396916985512}","{'x': 0.413164854049683, 'y': 0.36400118470192, 'z': -0.044423948973417}","{'x': 0.372222423553467, 'y': 0.509364724159241, 'z': -0.027613926678896}","{'x': 0.368962287902832, 'y': 0.636254608631134, 'z': -0.088705740869045}","{'x': 0.361971586942673, 'y': 0.68397319316864, 'z': -0.115573346614838}","{'x': 0.379175245761871, 'y': 0.682104289531708, 'z': -0.146847814321518}","{'x': 0.459711283445358, 'y': 0.684198558330536, 'z': 0.003562800819054}","{'x': 0.475242257118225, 'y': 0.914997339248657, 'z': 0.041438661515713}","{'x': 0.487383097410202, 'y': 1.078354835510254, 'z': 0.359940618276596}","{'x': 0.489673584699631, 'y': 1.164014577865601, 'z': 0.258440762758255}"
"{'x': 0.504474341869354, 'y': 0.235113739967346, 'z': -0.240906730294228}","{'x': 0.575991749763489, 'y': 0.334120392799377, 'z': -0.017628127709031}","{'x': 0.670434474945068, 'y': 0.289978116750717, 'z': -0.138776034116745}","{'x': 0.635017693042755, 'y': 0.121633470058441, 'z': -0.320679783821106}","{'x': 0.632589340209961, 'y': 0.082246541976929, 'z': -0.375978529453278}","{'x': 0.623953998088837, 'y': 0.076840341091156, 'z': -0.352165669202805}","{'x': 0.547721564769745, 'y': 0.654502213001251, 'z': -0.003786905668676}","{'x': 0.566687822341919, 'y': 0.87683892250061, 'z': 0.051693741232157}","{'x': 0.563824892044067, 'y': 1.122934460639954, 'z': 0.292633533477783}","{'x': 0.568143665790558, 'y': 1.18707275390625, 'z': 0.156371086835861}","{'x': 0.424609363079071, 'y': 0.35125920176506, 'z': -0.03846437856555}","{'x': 0.378313899040222, 'y': 0.480885028839111, 'z': -0.036347679793835}","{'x': 0.366103917360306, 'y': 0.606493234634399, 'z': -0.123297676444054}","{'x': 0.356365263462067, 'y': 0.656918048858643, 'z': -0.154254391789436}","{'x': 0.373384237289429, 'y': 0.657814800739288, 'z': -0.1849465072155}","{'x': 0.455914288759232, 'y': 0.655131936073303, 'z': 0.004373958799988}","{'x': 0.466669470071793, 'y': 0.881984829902649, 'z': 0.045376721769571}","{'x': 0.476546317338943, 'y': 1.09972357749939, 'z': 0.283108413219452}","{'x': 0.477174669504166, 'y': 1.165335893630981, 'z': 0.150285586714745}"
"{'x': 0.502527117729187, 'y': 0.260219901800156, 'z': -0.166309237480164}","{'x': 0.569149255752563, 'y': 0.328342080116272, 'z': 0.067648015916348}","{'x': 0.647234678268433, 'y': 0.210189074277878, 'z': 0.023901293054223}","{'x': 0.650885164737701, 'y': 0.037059903144836, 'z': -0.041765950620174}","{'x': 0.655884981155396, 'y': -0.004846453666687, 'z': -0.080890879034996}","{'x': 0.645099818706512, 'y': -0.020604074001312, 'z': -0.081796370446682}","{'x': 0.539332032203674, 'y': 0.671705365180969, 'z': 0.00065318250563}","{'x': 0.548623383045197, 'y': 0.901145815849304, 'z': -0.015912186354399}","{'x': 0.545710980892181, 'y': 1.100210428237915, 'z': 0.290060192346573}","{'x': 0.545749068260193, 'y': 1.191162347793579, 'z': 0.170987620949745}","{'x': 0.422631800174713, 'y': 0.351451337337494, 'z': -0.020996162667871}","{'x': 0.376445770263672, 'y': 0.483378410339355, 'z': -0.059121269732714}","{'x': 0.355285555124283, 'y': 0.606122970581055, 'z': -0.183815464377403}","{'x': 0.343768179416656, 'y': 0.65303361415863, 'z': -0.230750277638435}","{'x': 0.36024683713913, 'y': 0.654625833034515, 'z': -0.257009625434875}","{'x': 0.448826432228088, 'y': 0.670732736587524, 'z': 1.1873198673e-05}","{'x': 0.445088177919388, 'y': 0.905010342597961, 'z': -0.024184260517359}","{'x': 0.471154570579529, 'y': 1.090607166290283, 'z': 0.295644074678421}","{'x': 0.457608163356781, 'y': 1.176739931106567, 'z': 0.183513641357422}"
"{'x': 0.497614651918411, 'y': 0.261390388011932, 'z': -0.179575219750404}","{'x': 0.56714928150177, 'y': 0.318467944860458, 'z': 0.038378819823265}","{'x': 0.613641798496246, 'y': 0.234024345874786, 'z': -0.025944620370865}","{'x': 0.657952070236206, 'y': 0.09238600730896, 'z': -0.127839714288712}","{'x': 0.672680616378784, 'y': 0.05796492099762, 'z': -0.173117890954018}","{'x': 0.668429315090179, 'y': 0.052142679691315, 'z': -0.172349154949188}","{'x': 0.542835593223572, 'y': 0.658804774284363, 'z': -0.005208142567426}","{'x': 0.541784346103668, 'y': 0.883198142051697, 'z': 0.014125404879451}","{'x': 0.53255021572113, 'y': 1.088786005973816, 'z': 0.230772599577904}","{'x': 0.528904497623444, 'y': 1.178272008895874, 'z': 0.106084674596786}","{'x': 0.422935336828232, 'y': 0.348715841770172, 'z': -0.021793480962515}","{'x': 0.380736857652664, 'y': 0.493900626897812, 'z': -0.017863351851702}","{'x': 0.367544263601303, 'y': 0.611347198486328, 'z': -0.100549817085266}","{'x': 0.364501357078552, 'y': 0.667689263820648, 'z': -0.134373918175697}","{'x': 0.375460535287857, 'y': 0.663262605667114, 'z': -0.166045576334}","{'x': 0.45122092962265, 'y': 0.655863225460052, 'z': 0.005914412904531}","{'x': 0.446146547794342, 'y': 0.885157644748688, 'z': 0.011550161056221}","{'x': 0.466887354850769, 'y': 1.099470615386963, 'z': 0.206480741500854}","{'x': 0.452022075653076, 'y': 1.178579330444336, 'z': 0.076296404004097}"
"{'x': 0.533985376358032, 'y': 0.309486269950867, 'z': -0.282842665910721}","{'x': 0.58405590057373, 'y': 0.355883061885834, 'z': -0.063672490417957}","{'x': 0.660065650939941, 'y': 0.305268973112106, 'z': -0.115505047142506}","{'x': 0.664625644683838, 'y': 0.148490399122238, 'z': -0.207461804151535}","{'x': 0.664192318916321, 'y': 0.109167516231537, 'z': -0.251137971878052}","{'x': 0.655771136283875, 'y': 0.104077041149139, 'z': -0.24232380092144}","{'x': 0.566386878490448, 'y': 0.660142183303833, 'z': 0.001698905951343}","{'x': 0.566633403301239, 'y': 0.85459166765213, 'z': 0.061271615326405}","{'x': 0.541304051876068, 'y': 1.018701553344727, 'z': 0.28205332159996}","{'x': 0.570066034793854, 'y': 1.110604047775269, 'z': 0.169705599546432}","{'x': 0.458539396524429, 'y': 0.391219615936279, 'z': -0.112413510680199}","{'x': 0.427399754524231, 'y': 0.513008534908295, 'z': -0.069000452756882}","{'x': 0.420138597488403, 'y': 0.623914539813995, 'z': -0.106098890304565}","{'x': 0.41643363237381, 'y': 0.671346426010132, 'z': -0.127542302012444}","{'x': 0.431729197502136, 'y': 0.668336629867554, 'z': -0.161022990942001}","{'x': 0.491840809583664, 'y': 0.661449432373047, 'z': -0.001763655571267}","{'x': 0.490328013896942, 'y': 0.851071774959564, 'z': 0.057357862591743}","{'x': 0.497633397579193, 'y': 1.013963222503662, 'z': 0.232194095849991}","{'x': 0.493465304374695, 'y': 1.104400992393494, 'z': 0.097679384052753}"
"{'x': 0.534602642059326, 'y': 0.299322873353958, 'z': -0.177882954478264}","{'x': 0.58874499797821, 'y': 0.362306624650955, 'z': 0.031113967299461}","{'x': 0.652489840984344, 'y': 0.278508961200714, 'z': -0.026713540777564}","{'x': 0.631516873836517, 'y': 0.147509634494781, 'z': -0.09416601061821}","{'x': 0.630171895027161, 'y': 0.127538800239563, 'z': -0.132976830005646}","{'x': 0.618257164955139, 'y': 0.124762892723083, 'z': -0.127876698970795}","{'x': 0.54675281047821, 'y': 0.676698803901672, 'z': -0.013543360866606}","{'x': 0.545630872249603, 'y': 0.880935549736023, 'z': -0.013006913475692}","{'x': 0.530896127223969, 'y': 1.043095111846924, 'z': 0.236596763134003}","{'x': 0.53267502784729, 'y': 1.13517951965332, 'z': 0.114690966904163}","{'x': 0.463624954223633, 'y': 0.390154808759689, 'z': 0.013473389670253}","{'x': 0.415663242340088, 'y': 0.506034255027771, 'z': 0.009275102987885}","{'x': 0.388991147279739, 'y': 0.606205224990845, 'z': -0.083468154072762}","{'x': 0.378764390945435, 'y': 0.648682415485382, 'z': -0.120039895176888}","{'x': 0.39088100194931, 'y': 0.650974750518799, 'z': -0.146286964416504}","{'x': 0.470588684082031, 'y': 0.667710959911346, 'z': 0.01386989466846}","{'x': 0.441392421722412, 'y': 0.86906373500824, 'z': 0.007028242573142}","{'x': 0.466402351856232, 'y': 1.019621729850769, 'z': 0.286105453968048}","{'x': 0.447278916835785, 'y': 1.106698632240295, 'z': 0.182361125946045}"
