nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.619105696678162, 'y': 0.298232406377792, 'z': -0.245546862483025}","{'x': 0.692826390266418, 'y': 0.400000691413879, 'z': -0.043323580175638}","{'x': 0.732686579227448, 'y': 0.534269094467163, 'z': -0.042450118809938}","{'x': 0.718495607376099, 'y': 0.686373293399811, 'z': -0.130529746413231}","{'x': 0.717145562171936, 'y': 0.735762357711792, 'z': -0.159598469734192}","{'x': 0.705646634101868, 'y': 0.731114208698273, 'z': -0.203201562166214}","{'x': 0.652036309242249, 'y': 0.707138359546661, 'z': -0.033575773239136}","{'x': 0.651915907859802, 'y': 0.936249554157257, 'z': -0.049891993403435}","{'x': 0.651579856872559, 'y': 1.144934177398682, 'z': 0.208651944994926}","{'x': 0.635964870452881, 'y': 1.219784498214722, 'z': 0.047865565866232}","{'x': 0.547759294509888, 'y': 0.370502829551697, 'z': 0.030798172578216}","{'x': 0.453661262989044, 'y': 0.293084233999252, 'z': -0.163092315196991}","{'x': 0.447693556547165, 'y': 0.145227074623108, 'z': -0.368390172719955}","{'x': 0.443271696567535, 'y': 0.099410176277161, 'z': -0.439384937286377}","{'x': 0.450065433979034, 'y': 0.090061128139496, 'z': -0.411993265151978}","{'x': 0.564479947090149, 'y': 0.702266156673431, 'z': 0.033995032310486}","{'x': 0.538370013237, 'y': 0.91800057888031, 'z': 0.055866453796625}","{'x': 0.548741698265076, 'y': 1.117534160614014, 'z': 0.309414207935333}","{'x': 0.519345641136169, 'y': 1.182716250419617, 'z': 0.160856261849403}"
"{'x': 0.551487147808075, 'y': 0.254010736942291, 'z': -0.285524010658264}","{'x': 0.643036603927612, 'y': 0.37293353676796, 'z': -0.035241428762674}","{'x': 0.682156682014465, 'y': 0.540074348449707, 'z': -0.008906587027013}","{'x': 0.68959367275238, 'y': 0.706404268741608, 'z': -0.075315728783607}","{'x': 0.695206999778748, 'y': 0.750435173511505, 'z': -0.100763119757175}","{'x': 0.683141887187958, 'y': 0.748279094696045, 'z': -0.147637650370598}","{'x': 0.614291191101074, 'y': 0.727973937988281, 'z': -0.025554314255714}","{'x': 0.632093369960785, 'y': 0.960599482059479, 'z': -0.032354541122913}","{'x': 0.650468230247498, 'y': 1.229453563690186, 'z': 0.218975871801376}","{'x': 0.639221012592316, 'y': 1.319091320037842, 'z': 0.046575143933296}","{'x': 0.481291115283966, 'y': 0.337992340326309, 'z': 0.026516610756516}","{'x': 0.362186431884766, 'y': 0.254885375499725, 'z': -0.163804218173027}","{'x': 0.354301482439041, 'y': 0.082379639148712, 'z': -0.334109276533127}","{'x': 0.352049648761749, 'y': 0.037377774715424, 'z': -0.403736770153046}","{'x': 0.363501191139221, 'y': 0.025048434734344, 'z': -0.370206087827682}","{'x': 0.515152096748352, 'y': 0.737432897090912, 'z': 0.02653799392283}","{'x': 0.518120467662811, 'y': 0.960651695728302, 'z': 0.002395048737526}","{'x': 0.550410568714142, 'y': 1.22940468788147, 'z': 0.195025399327278}","{'x': 0.530313849449158, 'y': 1.301029562950134, 'z': 0.015856504440308}"
"{'x': 0.570453882217407, 'y': 0.232790648937225, 'z': -0.288132607936859}","{'x': 0.657849073410034, 'y': 0.361100792884827, 'z': -0.018918201327324}","{'x': 0.711542308330536, 'y': 0.516227185726166, 'z': 0.0159284863621}","{'x': 0.715260982513428, 'y': 0.685996532440186, 'z': -0.062994010746479}","{'x': 0.722282350063324, 'y': 0.741782426834106, 'z': -0.071673184633255}","{'x': 0.714061558246613, 'y': 0.738580524921417, 'z': -0.120868511497974}","{'x': 0.600156843662262, 'y': 0.709294974803925, 'z': -0.019638132303953}","{'x': 0.609684586524963, 'y': 0.965278446674347, 'z': -0.049755267798901}","{'x': 0.592532813549042, 'y': 1.175753355026245, 'z': 0.336927980184555}","{'x': 0.581278324127197, 'y': 1.262553453445435, 'z': 0.203660637140274}","{'x': 0.492806971073151, 'y': 0.323428153991699, 'z': 0.034796692430973}","{'x': 0.380733251571655, 'y': 0.254375040531158, 'z': -0.213579699397087}","{'x': 0.373099982738495, 'y': 0.083305299282074, 'z': -0.470995217561722}","{'x': 0.369714736938477, 'y': 0.038292646408081, 'z': -0.542668402194977}","{'x': 0.380480527877808, 'y': 0.023448407649994, 'z': -0.499152541160583}","{'x': 0.497232407331467, 'y': 0.706117033958435, 'z': 0.020118087530136}","{'x': 0.488887131214142, 'y': 0.952762126922607, 'z': -0.009544092230499}","{'x': 0.534476935863495, 'y': 1.169441819190979, 'z': 0.329248696565628}","{'x': 0.527503669261932, 'y': 1.250829100608826, 'z': 0.192941650748253}"
"{'x': 0.604138255119324, 'y': 0.30020397901535, 'z': -0.241854026913643}","{'x': 0.678133010864258, 'y': 0.395254164934158, 'z': -0.009002443403006}","{'x': 0.728684663772583, 'y': 0.522259473800659, 'z': 0.029158435761929}","{'x': 0.74358731508255, 'y': 0.662347435951233, 'z': -0.071125119924545}","{'x': 0.75126039981842, 'y': 0.710320591926575, 'z': -0.098315805196762}","{'x': 0.743956387042999, 'y': 0.710627019405365, 'z': -0.15226785838604}","{'x': 0.646054089069366, 'y': 0.706111431121826, 'z': -0.022664871066809}","{'x': 0.63934051990509, 'y': 0.932953834533691, 'z': -0.058030653744936}","{'x': 0.632955312728882, 'y': 1.161212563514709, 'z': 0.15226785838604}","{'x': 0.617851316928864, 'y': 1.227649331092834, 'z': -0.007405885029584}","{'x': 0.527297973632812, 'y': 0.37537544965744, 'z': 0.022879533469677}","{'x': 0.42116379737854, 'y': 0.369026064872742, 'z': -0.122286543250084}","{'x': 0.377200931310654, 'y': 0.240926325321198, 'z': -0.368362277746201}","{'x': 0.362040102481842, 'y': 0.201175093650818, 'z': -0.439630508422852}","{'x': 0.366618990898132, 'y': 0.19098687171936, 'z': -0.437054544687271}","{'x': 0.558411359786987, 'y': 0.703782200813293, 'z': 0.023684520274401}","{'x': 0.558381736278534, 'y': 0.913993120193481, 'z': 0.102179750800133}","{'x': 0.577831745147705, 'y': 1.106428861618042, 'z': 0.363496571779251}","{'x': 0.566006600856781, 'y': 1.16845178604126, 'z': 0.237131431698799}"
"{'x': 0.639955043792725, 'y': 0.305136382579803, 'z': -0.19661720097065}","{'x': 0.713944911956787, 'y': 0.403493940830231, 'z': 0.023881571367383}","{'x': 0.754844784736633, 'y': 0.527258396148682, 'z': 0.063065893948078}","{'x': 0.762523949146271, 'y': 0.668986260890961, 'z': -0.029141893610358}","{'x': 0.76736968755722, 'y': 0.712291061878204, 'z': -0.03831484913826}","{'x': 0.75992476940155, 'y': 0.710985898971558, 'z': -0.083411604166031}","{'x': 0.680322825908661, 'y': 0.700420439243317, 'z': -0.015838930383325}","{'x': 0.655018091201782, 'y': 0.91530829668045, 'z': -0.016577983275056}","{'x': 0.620161652565002, 'y': 1.092461824417114, 'z': 0.210181012749672}","{'x': 0.612378597259521, 'y': 1.154486417770386, 'z': 0.091990418732166}","{'x': 0.579727232456207, 'y': 0.406888425350189, 'z': 0.038952466100454}","{'x': 0.493917942047119, 'y': 0.451270341873169, 'z': -0.151868239045143}","{'x': 0.495443612337112, 'y': 0.330293864011765, 'z': -0.401349514722824}","{'x': 0.493321895599365, 'y': 0.300641387701035, 'z': -0.457691460847855}","{'x': 0.500538229942322, 'y': 0.293700724840164, 'z': -0.438447088003159}","{'x': 0.597033321857452, 'y': 0.693195998668671, 'z': 0.015737492591143}","{'x': 0.58156818151474, 'y': 0.904173195362091, 'z': 0.014230402186513}","{'x': 0.570081055164337, 'y': 1.084334373474121, 'z': 0.199399530887604}","{'x': 0.555305957794189, 'y': 1.147153854370117, 'z': 0.079180158674717}"
"{'x': 0.560922741889954, 'y': 0.254676550626755, 'z': -0.288980066776276}","{'x': 0.63894134759903, 'y': 0.371048033237457, 'z': 0.021271763369441}","{'x': 0.6758793592453, 'y': 0.522419810295105, 'z': 0.083026833832264}","{'x': 0.705760419368744, 'y': 0.656559228897095, 'z': -0.01637015864253}","{'x': 0.716435849666595, 'y': 0.705357670783997, 'z': -0.025443706661463}","{'x': 0.709964454174042, 'y': 0.707341551780701, 'z': -0.071214906871319}","{'x': 0.622150480747223, 'y': 0.708171367645264, 'z': 0.001444299472496}","{'x': 0.64724063873291, 'y': 0.910741567611694, 'z': -0.162619963288307}","{'x': 0.637858092784882, 'y': 1.152708768844604, 'z': 0.119836084544659}","{'x': 0.64329868555069, 'y': 1.22137451171875, 'z': -0.043230265378952}","{'x': 0.4803706407547, 'y': 0.377546757459641, 'z': -0.035092398524284}","{'x': 0.390575170516968, 'y': 0.46104034781456, 'z': -0.310955762863159}","{'x': 0.40130490064621, 'y': 0.299088001251221, 'z': -0.622460901737213}","{'x': 0.398497611284256, 'y': 0.25881814956665, 'z': -0.68673974275589}","{'x': 0.407261550426483, 'y': 0.24632653594017, 'z': -0.658171355724335}","{'x': 0.526673376560211, 'y': 0.711655139923096, 'z': -0.000631478615105}","{'x': 0.529561102390289, 'y': 0.933831691741943, 'z': 0.072313696146011}","{'x': 0.534508466720581, 'y': 1.128389358520508, 'z': 0.404352366924286}","{'x': 0.534319162368774, 'y': 1.203150153160095, 'z': 0.263158679008484}"
"{'x': 0.584614098072052, 'y': 0.221480250358582, 'z': -0.336160093545914}","{'x': 0.674456000328064, 'y': 0.353768318891525, 'z': -0.023962181061506}","{'x': 0.712255597114563, 'y': 0.540581226348877, 'z': 0.021462528035045}","{'x': 0.733642816543579, 'y': 0.696709454059601, 'z': -0.055724997073412}","{'x': 0.741602540016174, 'y': 0.747098088264465, 'z': -0.070162646472454}","{'x': 0.734271824359894, 'y': 0.739463269710541, 'z': -0.120586656033993}","{'x': 0.632983982563019, 'y': 0.737911820411682, 'z': -0.021257815882564}","{'x': 0.636068761348724, 'y': 0.998873174190521, 'z': -0.070421226322651}","{'x': 0.628334999084473, 'y': 1.273719549179077, 'z': 0.215487241744995}","{'x': 0.613381564617157, 'y': 1.361110806465149, 'z': 0.018628871068358}","{'x': 0.4967280626297, 'y': 0.319639295339584, 'z': 0.008802653290331}","{'x': 0.368623316287994, 'y': 0.264057546854019, 'z': -0.317714393138885}","{'x': 0.391633838415146, 'y': 0.068944752216339, 'z': -0.60991507768631}","{'x': 0.394228130578995, 'y': 0.017733693122864, 'z': -0.690938293933868}","{'x': 0.405460476875305, 'y': 0.011333167552948, 'z': -0.630601823329926}","{'x': 0.525026619434357, 'y': 0.739674985408783, 'z': 0.022044343873858}","{'x': 0.509220123291016, 'y': 0.986141920089722, 'z': 0.094814382493496}","{'x': 0.529753565788269, 'y': 1.232288718223572, 'z': 0.394427835941315}","{'x': 0.502910017967224, 'y': 1.305094242095947, 'z': 0.211867049336433}"
"{'x': 0.576654255390167, 'y': 0.2219158411026, 'z': -0.296882808208466}","{'x': 0.651012361049652, 'y': 0.333084642887115, 'z': -0.050854206085205}","{'x': 0.715368449687958, 'y': 0.44789057970047, 'z': -0.23032134771347}","{'x': 0.573223769664764, 'y': 0.443439483642578, 'z': -0.462819933891296}","{'x': 0.543074131011963, 'y': 0.461461544036865, 'z': -0.532802820205688}","{'x': 0.534368634223938, 'y': 0.43704617023468, 'z': -0.503565490245819}","{'x': 0.615209519863129, 'y': 0.701132774353027, 'z': -0.038898803293705}","{'x': 0.621215641498566, 'y': 0.96458899974823, 'z': -0.081802181899548}","{'x': 0.615236461162567, 'y': 1.23956561088562, 'z': 0.221923410892487}","{'x': 0.595850884914398, 'y': 1.307258486747742, 'z': 0.040667813271284}","{'x': 0.481005877256393, 'y': 0.303426623344421, 'z': 0.058668959885836}","{'x': 0.357519924640656, 'y': 0.232202112674713, 'z': -0.194396823644638}","{'x': 0.393178761005402, 'y': 0.040568053722382, 'z': -0.381639838218689}","{'x': 0.397120952606201, 'y': -0.014106929302216, 'z': -0.448201298713684}","{'x': 0.404292643070221, 'y': -0.017606794834137, 'z': -0.409010887145996}","{'x': 0.510346472263336, 'y': 0.703519105911255, 'z': 0.039579190313816}","{'x': 0.49972939491272, 'y': 0.955701053142548, 'z': 0.024260722100735}","{'x': 0.526658117771149, 'y': 1.190200805664062, 'z': 0.403412282466888}","{'x': 0.513445198535919, 'y': 1.268597483634949, 'z': 0.261735886335373}"
"{'x': 0.528964519500732, 'y': 0.236484199762344, 'z': -0.328000277280807}","{'x': 0.611733853816986, 'y': 0.361500591039658, 'z': 0.003148348769173}","{'x': 0.667991757392883, 'y': 0.507286429405212, 'z': 0.071667030453682}","{'x': 0.70630806684494, 'y': 0.662955462932587, 'z': -0.033176448196173}","{'x': 0.719640851020813, 'y': 0.711863219738007, 'z': -0.040926229208708}","{'x': 0.707371771335602, 'y': 0.710620403289795, 'z': -0.093587838113308}","{'x': 0.588944256305695, 'y': 0.729697227478027, 'z': -0.002855425467715}","{'x': 0.611837565898895, 'y': 0.967671394348145, 'z': -0.129974916577339}","{'x': 0.620957374572754, 'y': 1.220091819763184, 'z': 0.273678004741669}","{'x': 0.618944704532623, 'y': 1.292510271072388, 'z': 0.130491569638252}","{'x': 0.444229364395142, 'y': 0.355010688304901, 'z': -0.040151249617338}","{'x': 0.321907669305801, 'y': 0.389545500278473, 'z': -0.351028203964233}","{'x': 0.313461124897003, 'y': 0.220803201198578, 'z': -0.676076173782349}","{'x': 0.303691208362579, 'y': 0.160092830657959, 'z': -0.742798149585724}","{'x': 0.315737009048462, 'y': 0.152924537658691, 'z': -0.713275134563446}","{'x': 0.484464704990387, 'y': 0.744047403335571, 'z': 0.003768792608753}","{'x': 0.485228478908539, 'y': 0.979243159294128, 'z': 0.031681846827269}","{'x': 0.524479925632477, 'y': 1.208751916885376, 'z': 0.424540430307388}","{'x': 0.528028905391693, 'y': 1.28800106048584, 'z': 0.286225259304047}"
"{'x': 0.628619313240051, 'y': 0.285070180892944, 'z': -0.177898749709129}","{'x': 0.686289548873901, 'y': 0.396621376276016, 'z': 0.061240181326866}","{'x': 0.701280951499939, 'y': 0.545672476291656, 'z': -0.076924026012421}","{'x': 0.765958845615387, 'y': 0.50865250825882, 'z': -0.329583525657654}","{'x': 0.788054049015045, 'y': 0.500994145870209, 'z': -0.373358309268951}","{'x': 0.785671234130859, 'y': 0.486378222703934, 'z': -0.386083543300629}","{'x': 0.649862706661224, 'y': 0.709275960922241, 'z': -0.009862055070698}","{'x': 0.631834506988525, 'y': 0.945188403129578, 'z': 0.009201933629811}","{'x': 0.625884115695953, 'y': 1.175852656364441, 'z': 0.199149891734123}","{'x': 0.610728561878204, 'y': 1.234366655349731, 'z': 0.062767207622528}","{'x': 0.541671097278595, 'y': 0.37383896112442, 'z': 0.046256218105555}","{'x': 0.428104102611542, 'y': 0.384637743234634, 'z': -0.155884101986885}","{'x': 0.447816252708435, 'y': 0.229188680648804, 'z': -0.34867137670517}","{'x': 0.448412388563156, 'y': 0.189930319786072, 'z': -0.400081306695938}","{'x': 0.455649793148041, 'y': 0.183711469173431, 'z': -0.377939403057098}","{'x': 0.561845600605011, 'y': 0.705938398838043, 'z': 0.010323344729841}","{'x': 0.550293028354645, 'y': 0.933643817901611, 'z': -0.008748597465456}","{'x': 0.546443819999695, 'y': 1.142296552658081, 'z': 0.226000130176544}","{'x': 0.536623418331146, 'y': 1.211485266685486, 'z': 0.105110421776772}"
"{'x': 0.491641253232956, 'y': 0.204042255878448, 'z': -0.350909948348999}","{'x': 0.593326508998871, 'y': 0.343791157007217, 'z': -0.063567861914635}","{'x': 0.665014624595642, 'y': 0.500477850437164, 'z': -0.280543595552444}","{'x': 0.629585564136505, 'y': 0.393792569637299, 'z': -0.58628386259079}","{'x': 0.612765312194824, 'y': 0.362092822790146, 'z': -0.654499292373657}","{'x': 0.604969620704651, 'y': 0.345526367425919, 'z': -0.631760835647583}","{'x': 0.565649747848511, 'y': 0.716064751148224, 'z': -0.004599547479302}","{'x': 0.595817565917969, 'y': 0.971900105476379, 'z': 0.003065564902499}","{'x': 0.604779779911041, 'y': 1.248014688491821, 'z': 0.408985257148743}","{'x': 0.600360155105591, 'y': 1.309455156326294, 'z': 0.295446515083313}","{'x': 0.40892881155014, 'y': 0.32469978928566, 'z': -0.042711455374956}","{'x': 0.289474546909332, 'y': 0.313105016946793, 'z': -0.306662112474442}","{'x': 0.338466703891754, 'y': 0.128852486610413, 'z': -0.496866375207901}","{'x': 0.343426465988159, 'y': 0.074255228042603, 'z': -0.560779929161072}","{'x': 0.357391715049744, 'y': 0.072657108306885, 'z': -0.514073848724365}","{'x': 0.45562270283699, 'y': 0.730431795120239, 'z': 0.005252510774881}","{'x': 0.470383018255234, 'y': 0.981906831264496, 'z': -0.022508015856147}","{'x': 0.496027737855911, 'y': 1.235353231430054, 'z': 0.355519115924835}","{'x': 0.510025858879089, 'y': 1.306689262390137, 'z': 0.239675804972649}"
"{'x': 0.580061137676239, 'y': 0.248828411102295, 'z': -0.290093153715134}","{'x': 0.64898407459259, 'y': 0.369301378726959, 'z': -0.026725774630904}","{'x': 0.703552782535553, 'y': 0.534218370914459, 'z': -0.229005679488182}","{'x': 0.672399342060089, 'y': 0.437340974807739, 'z': -0.52633672952652}","{'x': 0.660300850868225, 'y': 0.416391491889954, 'z': -0.590898334980011}","{'x': 0.652933359146118, 'y': 0.395667463541031, 'z': -0.569474279880524}","{'x': 0.618645071983337, 'y': 0.720040857791901, 'z': -0.011345335282385}","{'x': 0.626862943172455, 'y': 0.968411862850189, 'z': 0.00164095708169}","{'x': 0.613927006721497, 'y': 1.201193332672119, 'z': 0.370578110218048}","{'x': 0.605498254299164, 'y': 1.270972490310669, 'z': 0.252022057771683}","{'x': 0.487813025712967, 'y': 0.353787213563919, 'z': -0.007482131011784}","{'x': 0.372458815574646, 'y': 0.370075345039368, 'z': -0.236388295888901}","{'x': 0.40125560760498, 'y': 0.194404304027557, 'z': -0.429059952497482}","{'x': 0.39596825838089, 'y': 0.150208950042725, 'z': -0.48493617773056}","{'x': 0.405258417129517, 'y': 0.145776271820068, 'z': -0.453379124403}","{'x': 0.520549833774567, 'y': 0.729124963283539, 'z': 0.011942458339036}","{'x': 0.524279296398163, 'y': 0.957129955291748, 'z': -0.018338911235332}","{'x': 0.545661985874176, 'y': 1.18192994594574, 'z': 0.350891143083572}","{'x': 0.544634819030762, 'y': 1.255297422409058, 'z': 0.239283427596092}"
"{'x': 0.617521166801453, 'y': 0.317124575376511, 'z': -0.250434190034866}","{'x': 0.666034638881683, 'y': 0.412046045064926, 'z': -0.064867623150349}","{'x': 0.709789752960205, 'y': 0.558261930942535, 'z': -0.257892727851868}","{'x': 0.685556471347809, 'y': 0.484097093343735, 'z': -0.516072332859039}","{'x': 0.676102638244629, 'y': 0.466613978147507, 'z': -0.584059596061707}","{'x': 0.669056355953217, 'y': 0.447227299213409, 'z': -0.568568825721741}","{'x': 0.625844955444336, 'y': 0.696070671081543, 'z': -0.021084666252136}","{'x': 0.620659172534943, 'y': 0.915904998779297, 'z': 0.014208842068911}","{'x': 0.615596354007721, 'y': 1.138144731521606, 'z': 0.202670976519585}","{'x': 0.603244602680206, 'y': 1.211679935455322, 'z': 0.026983352378011}","{'x': 0.536795973777771, 'y': 0.355154305696487, 'z': 0.009762415662408}","{'x': 0.474570542573929, 'y': 0.223045289516449, 'z': -0.125145390629768}","{'x': 0.459459334611893, 'y': 0.085784018039703, 'z': -0.233795955777168}","{'x': 0.453145831823349, 'y': 0.046702802181244, 'z': -0.284140974283218}","{'x': 0.457554072141647, 'y': 0.034207880496979, 'z': -0.270945131778717}","{'x': 0.546893775463104, 'y': 0.681828439235687, 'z': 0.02174804545939}","{'x': 0.528548836708069, 'y': 0.898386716842651, 'z': 0.028041172772646}","{'x': 0.522467195987701, 'y': 1.094069004058838, 'z': 0.222608178853989}","{'x': 0.509098649024963, 'y': 1.16282045841217, 'z': 0.070138789713383}"
"{'x': 0.610548436641693, 'y': 0.322529345750809, 'z': -0.217226251959801}","{'x': 0.634031295776367, 'y': 0.42458763718605, 'z': 0.080561645328999}","{'x': 0.637292265892029, 'y': 0.535008609294891, 'z': 0.101427525281906}","{'x': 0.656459152698517, 'y': 0.490506112575531, 'z': -0.003582004923373}","{'x': 0.662486374378204, 'y': 0.475223034620285, 'z': -0.027654200792313}","{'x': 0.658947110176086, 'y': 0.465990751981735, 'z': -0.054237470030785}","{'x': 0.614293217658997, 'y': 0.704020440578461, 'z': 0.046222761273384}","{'x': 0.637073814868927, 'y': 0.914406895637512, 'z': -0.005475566256791}","{'x': 0.625750422477722, 'y': 1.119048595428467, 'z': 0.212804347276688}","{'x': 0.6354660987854, 'y': 1.174670457839966, 'z': 0.068159572780132}","{'x': 0.526338875293732, 'y': 0.367445290088654, 'z': -0.114347785711288}","{'x': 0.483411490917206, 'y': 0.230578720569611, 'z': -0.265590876340866}","{'x': 0.502394914627075, 'y': 0.067951261997223, 'z': -0.257161617279053}","{'x': 0.500133514404297, 'y': 0.029118537902832, 'z': -0.306493520736694}","{'x': 0.503767251968384, 'y': 0.020950198173523, 'z': -0.273881942033768}","{'x': 0.543248414993286, 'y': 0.699341416358948, 'z': -0.04567002132535}","{'x': 0.524651646614075, 'y': 0.917027115821838, 'z': 0.006352175027132}","{'x': 0.520919024944305, 'y': 1.074903130531311, 'z': 0.295715123414993}","{'x': 0.527668654918671, 'y': 1.144277215003967, 'z': 0.17079621553421}"
"{'x': 0.664543926715851, 'y': 0.293292433023453, 'z': -0.289816856384277}","{'x': 0.706552386283875, 'y': 0.406897962093353, 'z': 0.004476060159504}","{'x': 0.736903488636017, 'y': 0.547733902931213, 'z': -0.109228745102882}","{'x': 0.748252749443054, 'y': 0.474695384502411, 'z': -0.360145717859268}","{'x': 0.756139099597931, 'y': 0.456340044736862, 'z': -0.415790557861328}","{'x': 0.749766707420349, 'y': 0.44290691614151, 'z': -0.418624341487885}","{'x': 0.674283146858215, 'y': 0.692247033119202, 'z': 0.038191419094801}","{'x': 0.673450469970703, 'y': 0.91316556930542, 'z': 0.090744875371456}","{'x': 0.633782029151917, 'y': 1.10910439491272, 'z': 0.306304186582565}","{'x': 0.643550217151642, 'y': 1.161357522010803, 'z': 0.170154690742493}","{'x': 0.58298671245575, 'y': 0.351193577051163, 'z': -0.094544693827629}","{'x': 0.517991244792938, 'y': 0.19756230711937, 'z': -0.231209442019463}","{'x': 0.523552238941193, 'y': 0.027194738388062, 'z': -0.291104912757874}","{'x': 0.521287679672241, 'y': -0.016959846019745, 'z': -0.339794158935547}","{'x': 0.527768969535828, 'y': -0.023881137371063, 'z': -0.324594855308533}","{'x': 0.601682960987091, 'y': 0.682105422019958, 'z': -0.037643987685442}","{'x': 0.606598794460297, 'y': 0.918519020080566, 'z': -0.039962522685528}","{'x': 0.589287340641022, 'y': 1.097302436828613, 'z': 0.164615973830223}","{'x': 0.607651889324188, 'y': 1.168835163116455, 'z': 0.026051314547658}"
"{'x': 0.654631197452545, 'y': 0.088577032089233, 'z': -0.335977047681808}","{'x': 0.75591242313385, 'y': 0.268378347158432, 'z': -0.052582170814276}","{'x': 0.827507853507996, 'y': 0.502113223075867, 'z': -0.385373890399933}","{'x': 0.790396869182587, 'y': 0.364182233810425, 'z': -0.861700713634491}","{'x': 0.778934359550476, 'y': 0.334597200155258, 'z': -0.965198934078217}","{'x': 0.769689500331879, 'y': 0.305978924036026, 'z': -0.943244755268097}","{'x': 0.699346661567688, 'y': 0.742431044578552, 'z': -0.019552921876311}","{'x': 0.685612320899963, 'y': 1.099825859069824, 'z': 0.040796510875225}","{'x': 0.671497464179993, 'y': 1.436976909637451, 'z': 0.432810544967651}","{'x': 0.643081188201904, 'y': 1.515485882759094, 'z': 0.245416134595871}","{'x': 0.536414861679077, 'y': 0.213038623332977, 'z': 0.029353886842728}","{'x': 0.399745464324951, 'y': 0.133070886135101, 'z': -0.25815737247467}","{'x': 0.345381319522858, 'y': -0.010439515113831, 'z': -0.619420886039734}","{'x': 0.333343982696533, 'y': -0.061671137809753, 'z': -0.702925145626068}","{'x': 0.342252224683762, 'y': -0.077499389648438, 'z': -0.693516194820404}","{'x': 0.553716421127319, 'y': 0.733847439289093, 'z': 0.020680032670498}","{'x': 0.532303154468536, 'y': 1.085274338722229, 'z': 0.005647805519402}","{'x': 0.519626677036285, 'y': 1.406826496124268, 'z': 0.390470385551453}","{'x': 0.511433601379395, 'y': 1.489981889724731, 'z': 0.219149544835091}"
"{'x': 0.564159095287323, 'y': 0.018563091754913, 'z': -0.69179505109787}","{'x': 0.690344929695129, 'y': 0.191049337387085, 'z': -0.382555693387985}","{'x': 0.769573032855988, 'y': 0.456805825233459, 'z': -0.705311477184296}","{'x': 0.756625175476074, 'y': 0.33802655339241, 'z': -1.191083431243896}","{'x': 0.752313315868378, 'y': 0.300951212644577, 'z': -1.297576546669006}","{'x': 0.734962582588196, 'y': 0.266267597675323, 'z': -1.282012104988098}","{'x': 0.645482897758484, 'y': 0.729829609394073, 'z': -0.055038459599018}","{'x': 0.660408616065979, 'y': 1.065804958343506, 'z': 0.004275080282241}","{'x': 0.67013144493103, 'y': 1.395488023757935, 'z': 0.729477167129517}","{'x': 0.639903903007507, 'y': 1.497764825820923, 'z': 0.591855466365814}","{'x': 0.43119689822197, 'y': 0.205630600452423, 'z': -0.253125727176666}","{'x': 0.297683596611023, 'y': 0.383581608533859, 'z': -0.489458292722702}","{'x': 0.224387884140015, 'y': 0.162141263484955, 'z': -0.94860702753067}","{'x': 0.196450263261795, 'y': 0.078413784503937, 'z': -1.037897348403931}","{'x': 0.21031266450882, 'y': 0.049812436103821, 'z': -1.046089172363281}","{'x': 0.487628251314163, 'y': 0.729332506656647, 'z': 0.055908836424351}","{'x': 0.475058078765869, 'y': 1.104009389877319, 'z': 0.061643075197935}","{'x': 0.484343618154526, 'y': 1.398738622665405, 'z': 0.738488137722015}","{'x': 0.478012830018997, 'y': 1.494529247283936, 'z': 0.606191039085388}"
"{'x': 0.583604216575623, 'y': 0.230577528476715, 'z': -0.319247722625732}","{'x': 0.662588119506836, 'y': 0.351967245340347, 'z': -0.047382168471813}","{'x': 0.722188711166382, 'y': 0.527567386627197, 'z': -0.249811738729477}","{'x': 0.697697818279266, 'y': 0.437767863273621, 'z': -0.587996542453766}","{'x': 0.686727285385132, 'y': 0.418476194143295, 'z': -0.662166833877563}","{'x': 0.676898777484894, 'y': 0.397876471281052, 'z': -0.642282843589783}","{'x': 0.628182291984558, 'y': 0.712610840797424, 'z': -0.005326055921614}","{'x': 0.639734625816345, 'y': 0.987227916717529, 'z': 0.012220338918269}","{'x': 0.625004589557648, 'y': 1.29865837097168, 'z': 0.269695669412613}","{'x': 0.616552710533142, 'y': 1.361982107162476, 'z': 0.120408311486244}","{'x': 0.485983371734619, 'y': 0.322067260742188, 'z': 0.014222541823983}","{'x': 0.360154867172241, 'y': 0.29186275601387, 'z': -0.175641477108002}","{'x': 0.341787993907928, 'y': 0.120633244514465, 'z': -0.395153880119324}","{'x': 0.336632311344147, 'y': 0.069135129451752, 'z': -0.450387060642242}","{'x': 0.346401989459991, 'y': 0.060491621494293, 'z': -0.435237377882004}","{'x': 0.520718455314636, 'y': 0.713096678256989, 'z': 0.006149621680379}","{'x': 0.526844680309296, 'y': 0.97232711315155, 'z': -0.025308627635241}","{'x': 0.546703994274139, 'y': 1.271800994873047, 'z': 0.221090495586395}","{'x': 0.556916475296021, 'y': 1.341119527816772, 'z': 0.073026143014431}"
