nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.419168025255203, 'y': 0.228477299213409, 'z': -0.407398641109467}","{'x': 0.501563549041748, 'y': 0.32811227440834, 'z': -0.101529374718666}","{'x': 0.545949339866638, 'y': 0.453923404216766, 'z': -0.010128916241229}","{'x': 0.565596222877502, 'y': 0.591934680938721, 'z': -0.100952871143818}","{'x': 0.572517931461334, 'y': 0.630497694015503, 'z': -0.129842296242714}","{'x': 0.563847362995148, 'y': 0.633351862430573, 'z': -0.174361482262611}","{'x': 0.509913980960846, 'y': 0.620757699012756, 'z': 0.018288098275661}","{'x': 0.598703622817993, 'y': 0.757470965385437, 'z': -0.411242008209229}","{'x': 0.582824110984802, 'y': 1.036784887313843, 'z': -0.225734710693359}","{'x': 0.631110906600952, 'y': 1.113637328147888, 'z': -0.365633875131607}","{'x': 0.338179141283035, 'y': 0.349348604679108, 'z': -0.161293983459473}","{'x': 0.301061779260635, 'y': 0.508897542953491, 'z': -0.135158985853195}","{'x': 0.297405779361725, 'y': 0.657999455928802, 'z': -0.221506997942924}","{'x': 0.291847884654999, 'y': 0.715920209884644, 'z': -0.247385770082474}","{'x': 0.307041466236115, 'y': 0.715023159980774, 'z': -0.285435259342194}","{'x': 0.415417224168777, 'y': 0.654753029346466, 'z': -0.01825607009232}","{'x': 0.453211069107056, 'y': 0.876809418201447, 'z': -0.070654198527336}","{'x': 0.466477990150452, 'y': 1.011925220489502, 'z': 0.350772798061371}","{'x': 0.467597305774689, 'y': 1.127102494239807, 'z': 0.284410357475281}"
"{'x': 0.423891484737396, 'y': 0.227393090724945, 'z': -0.326434701681137}","{'x': 0.504214346408844, 'y': 0.33088082075119, 'z': -0.053640242666006}","{'x': 0.537538528442383, 'y': 0.466555297374725, 'z': 0.016925778239965}","{'x': 0.561013162136078, 'y': 0.606855988502502, 'z': -0.069527819752693}","{'x': 0.568229556083679, 'y': 0.660669445991516, 'z': -0.098974898457527}","{'x': 0.557159662246704, 'y': 0.662270426750183, 'z': -0.139433175325394}","{'x': 0.510863542556763, 'y': 0.628690242767334, 'z': 0.014188709668815}","{'x': 0.587668776512146, 'y': 0.742586672306061, 'z': -0.463099330663681}","{'x': 0.57904851436615, 'y': 1.050311326980591, 'z': -0.326183021068573}","{'x': 0.624441027641296, 'y': 1.124178528785706, 'z': -0.478703767061234}","{'x': 0.340605348348618, 'y': 0.35202169418335, 'z': -0.088844604790211}","{'x': 0.30601093173027, 'y': 0.515900552272797, 'z': -0.07563117146492}","{'x': 0.303534388542175, 'y': 0.663968622684479, 'z': -0.172781363129616}","{'x': 0.299719005823135, 'y': 0.715019643306732, 'z': -0.196943059563637}","{'x': 0.313765853643417, 'y': 0.713767349720001, 'z': -0.236835047602654}","{'x': 0.414682656526566, 'y': 0.66299968957901, 'z': -0.014165113680065}","{'x': 0.453397393226624, 'y': 0.886671781539917, 'z': -0.139684855937958}","{'x': 0.463909655809402, 'y': 1.063305854797363, 'z': 0.164224088191986}","{'x': 0.473199725151062, 'y': 1.169979095458984, 'z': 0.058642469346523}"
"{'x': 0.424539059400558, 'y': 0.22892963886261, 'z': -0.323545575141907}","{'x': 0.497611224651337, 'y': 0.329077214002609, 'z': -0.028586987406015}","{'x': 0.550082206726074, 'y': 0.450130462646484, 'z': 0.055475737899542}","{'x': 0.582160472869873, 'y': 0.57097601890564, 'z': -0.041072174906731}","{'x': 0.594749748706818, 'y': 0.598449170589447, 'z': -0.072458110749722}","{'x': 0.589543581008911, 'y': 0.600152194499969, 'z': -0.111391760408878}","{'x': 0.500548362731934, 'y': 0.620180547237396, 'z': 0.021573899313807}","{'x': 0.607266247272491, 'y': 0.738194108009338, 'z': -0.422169119119644}","{'x': 0.58679473400116, 'y': 1.030739426612854, 'z': -0.228570103645325}","{'x': 0.644287943840027, 'y': 1.10908579826355, 'z': -0.359019875526428}","{'x': 0.335867315530777, 'y': 0.347192496061325, 'z': -0.094472289085388}","{'x': 0.292964041233063, 'y': 0.505950748920441, 'z': -0.082018554210663}","{'x': 0.311522960662842, 'y': 0.640745878219604, 'z': -0.17900675535202}","{'x': 0.317484945058823, 'y': 0.688450992107391, 'z': -0.205675363540649}","{'x': 0.336982369422913, 'y': 0.680842936038971, 'z': -0.236495211720467}","{'x': 0.410345882177353, 'y': 0.65328723192215, 'z': -0.021668244153261}","{'x': 0.453166514635086, 'y': 0.870849788188934, 'z': -0.072835497558117}","{'x': 0.473380208015442, 'y': 1.026037096977234, 'z': 0.357510328292847}","{'x': 0.471737891435623, 'y': 1.139338493347168, 'z': 0.29587060213089}"
"{'x': 0.423161089420319, 'y': 0.240721493959427, 'z': -0.359759747982025}","{'x': 0.489821434020996, 'y': 0.32110583782196, 'z': -0.058602713048458}","{'x': 0.532266020774841, 'y': 0.432363927364349, 'z': 0.077392980456352}","{'x': 0.552284002304077, 'y': 0.547158539295197, 'z': 0.033237360417843}","{'x': 0.566945374011993, 'y': 0.580761611461639, 'z': 0.01194373331964}","{'x': 0.557855427265167, 'y': 0.580589354038239, 'z': -0.024807376787066}","{'x': 0.506800532341003, 'y': 0.611016809940338, 'z': 0.033448487520218}","{'x': 0.614050686359406, 'y': 0.711636424064636, 'z': -0.31319123506546}","{'x': 0.59218043088913, 'y': 0.98295533657074, 'z': -0.140188068151474}","{'x': 0.656916916370392, 'y': 1.054299116134644, 'z': -0.253351926803589}","{'x': 0.332111209630966, 'y': 0.350397735834122, 'z': -0.181689530611038}","{'x': 0.296847820281982, 'y': 0.513294100761414, 'z': -0.153941452503204}","{'x': 0.351587295532227, 'y': 0.629444420337677, 'z': -0.195442914962769}","{'x': 0.36066859960556, 'y': 0.677117526531219, 'z': -0.215228497982025}","{'x': 0.377014815807343, 'y': 0.667574405670166, 'z': -0.236703082919121}","{'x': 0.417070776224136, 'y': 0.646199524402618, 'z': -0.033207200467587}","{'x': 0.450922340154648, 'y': 0.860774755477905, 'z': -0.062071222811937}","{'x': 0.468118578195572, 'y': 1.048866510391235, 'z': 0.225000634789467}","{'x': 0.485626995563507, 'y': 1.147722959518433, 'z': 0.134155869483948}"
"{'x': 0.4196837246418, 'y': 0.239970713853836, 'z': -0.25245675444603}","{'x': 0.485303223133087, 'y': 0.320148050785065, 'z': 0.014291034080088}","{'x': 0.526595413684845, 'y': 0.420438647270203, 'z': 0.134078711271286}","{'x': 0.544518232345581, 'y': 0.505025446414948, 'z': 0.081244722008705}","{'x': 0.558185696601868, 'y': 0.536918997764587, 'z': 0.064173363149166}","{'x': 0.548716723918915, 'y': 0.528478920459747, 'z': 0.033955808728933}","{'x': 0.50611138343811, 'y': 0.618061363697052, 'z': 0.043301444500685}","{'x': 0.640364527702332, 'y': 0.674061954021454, 'z': -0.234388530254364}","{'x': 0.589995145797729, 'y': 0.917367815971375, 'z': -0.014758315868676}","{'x': 0.665012657642365, 'y': 0.99786913394928, 'z': -0.063301101326942}","{'x': 0.331773549318314, 'y': 0.353248804807663, 'z': -0.085419110953808}","{'x': 0.288402765989304, 'y': 0.507807612419128, 'z': -0.055419616401196}","{'x': 0.338198900222778, 'y': 0.625275254249573, 'z': -0.10485802590847}","{'x': 0.346959412097931, 'y': 0.66920131444931, 'z': -0.119499526917934}","{'x': 0.363468199968338, 'y': 0.657429218292236, 'z': -0.137941583991051}","{'x': 0.419791966676712, 'y': 0.659023284912109, 'z': -0.04333259537816}","{'x': 0.459538817405701, 'y': 0.880236506462097, 'z': -0.076260387897491}","{'x': 0.468708336353302, 'y': 1.069814205169678, 'z': 0.172831952571869}","{'x': 0.497523128986359, 'y': 1.17428195476532, 'z': 0.094951659440994}"
"{'x': 0.425263017416, 'y': 0.23935878276825, 'z': -0.272156178951263}","{'x': 0.487660378217697, 'y': 0.33266893029213, 'z': 0.053993102163076}","{'x': 0.519949436187744, 'y': 0.447068631649017, 'z': 0.117070965468884}","{'x': 0.547452509403229, 'y': 0.525132119655609, 'z': -0.010453915223479}","{'x': 0.557282686233521, 'y': 0.558677077293396, 'z': -0.039979379624128}","{'x': 0.550993382930756, 'y': 0.545170903205872, 'z': -0.075190871953964}","{'x': 0.507905781269073, 'y': 0.629938066005707, 'z': 0.044296249747276}","{'x': 0.668387472629547, 'y': 0.660105228424072, 'z': -0.383492797613144}","{'x': 0.705467641353607, 'y': 0.977036356925964, 'z': -0.251409411430359}","{'x': 0.788194537162781, 'y': 1.007758855819702, 'z': -0.407718807458878}","{'x': 0.330239444971085, 'y': 0.354172646999359, 'z': -0.062208045274019}","{'x': 0.280794739723206, 'y': 0.506062746047974, 'z': -0.044135175645351}","{'x': 0.291050791740417, 'y': 0.654589056968689, 'z': -0.119905926287174}","{'x': 0.290293157100677, 'y': 0.708162307739258, 'z': -0.142907753586769}","{'x': 0.30731201171875, 'y': 0.70492035150528, 'z': -0.175896391272545}","{'x': 0.420521587133408, 'y': 0.68006706237793, 'z': -0.044264037162066}","{'x': 0.457635313272476, 'y': 0.90590238571167, 'z': -0.055700521916151}","{'x': 0.473104268312454, 'y': 1.094497442245483, 'z': 0.273702502250671}","{'x': 0.469252854585648, 'y': 1.188986539840698, 'z': 0.148319959640503}"
"{'x': 0.419253766536713, 'y': 0.229639917612076, 'z': -0.301139712333679}","{'x': 0.487659871578217, 'y': 0.336722165346146, 'z': 0.009225145913661}","{'x': 0.546047389507294, 'y': 0.427302360534668, 'z': -0.154440551996231}","{'x': 0.540279030799866, 'y': 0.466975718736649, 'z': -0.495706409215927}","{'x': 0.541277766227722, 'y': 0.496144235134125, 'z': -0.569249510765076}","{'x': 0.527616202831268, 'y': 0.487423002719879, 'z': -0.563572525978088}","{'x': 0.500134646892548, 'y': 0.632075250148773, 'z': 0.053447782993317}","{'x': 0.681227803230286, 'y': 0.628722310066223, 'z': -0.171600610017776}","{'x': 0.742497622966766, 'y': 0.929718017578125, 'z': 0.016127876937389}","{'x': 0.831694364547729, 'y': 0.955950856208801, 'z': -0.109605051577091}","{'x': 0.318473637104034, 'y': 0.351579874753952, 'z': -0.034997493028641}","{'x': 0.272801458835602, 'y': 0.512341439723969, 'z': -0.056447569280863}","{'x': 0.279061168432236, 'y': 0.665354430675507, 'z': -0.21237188577652}","{'x': 0.276787757873535, 'y': 0.716999292373657, 'z': -0.250175625085831}","{'x': 0.293138742446899, 'y': 0.716815769672394, 'z': -0.29107591509819}","{'x': 0.411954909563065, 'y': 0.687800168991089, 'z': -0.053738083690405}","{'x': 0.447808474302292, 'y': 0.905870854854584, 'z': -0.176761522889137}","{'x': 0.458744257688522, 'y': 1.113984346389771, 'z': 0.103153899312019}","{'x': 0.468979507684708, 'y': 1.196408987045288, 'z': -0.029755933210254}"
"{'x': 0.423099488019943, 'y': 0.23268911242485, 'z': -0.303595095872879}","{'x': 0.489270836114883, 'y': 0.334265291690826, 'z': 0.013151318766177}","{'x': 0.551389694213867, 'y': 0.439078688621521, 'z': -0.017540289089084}","{'x': 0.601569831371307, 'y': 0.508807420730591, 'z': -0.222519993782043}","{'x': 0.61754447221756, 'y': 0.535331845283508, 'z': -0.266674757003784}","{'x': 0.611553490161896, 'y': 0.531268835067749, 'z': -0.294614493846893}","{'x': 0.503876328468323, 'y': 0.632011294364929, 'z': 0.053883764892817}","{'x': 0.677125811576843, 'y': 0.659848630428314, 'z': -0.217530757188797}","{'x': 0.711755216121674, 'y': 0.964338183403015, 'z': -0.026598872616887}","{'x': 0.796738028526306, 'y': 0.986800134181976, 'z': -0.135707259178162}","{'x': 0.323412448167801, 'y': 0.353810995817184, 'z': -0.078393399715424}","{'x': 0.266106247901917, 'y': 0.516726434230804, 'z': -0.09304928034544}","{'x': 0.26641508936882, 'y': 0.675330698490143, 'z': -0.228008165955544}","{'x': 0.262415885925293, 'y': 0.723264276981354, 'z': -0.26293283700943}","{'x': 0.278061866760254, 'y': 0.723998188972473, 'z': -0.299104809761047}","{'x': 0.416299939155579, 'y': 0.686120927333832, 'z': -0.054133228957653}","{'x': 0.454740464687347, 'y': 0.92038905620575, 'z': -0.163522258400917}","{'x': 0.46909111738205, 'y': 1.121304750442505, 'z': 0.138077154755592}","{'x': 0.478706806898117, 'y': 1.202905654907227, 'z': 0.025117693468928}"
"{'x': 0.434623628854752, 'y': 0.235189527273178, 'z': -0.283287912607193}","{'x': 0.49239182472229, 'y': 0.332382589578629, 'z': 0.033297799527645}","{'x': 0.526410341262817, 'y': 0.47838419675827, 'z': 0.079697363078594}","{'x': 0.557073354721069, 'y': 0.56926953792572, 'z': -0.063999399542809}","{'x': 0.568567097187042, 'y': 0.60989898443222, 'z': -0.097327388823032}","{'x': 0.560441315174103, 'y': 0.600837230682373, 'z': -0.132104426622391}","{'x': 0.507603883743286, 'y': 0.615329682826996, 'z': 0.047818418592215}","{'x': 0.62780636548996, 'y': 0.685852646827698, 'z': -0.362019240856171}","{'x': 0.66657829284668, 'y': 0.980013489723206, 'z': -0.203590542078018}","{'x': 0.743071734905243, 'y': 1.034424304962158, 'z': -0.345838248729706}","{'x': 0.339056253433228, 'y': 0.34995025396347, 'z': -0.072693653404713}","{'x': 0.265650272369385, 'y': 0.479972660541534, 'z': -0.116466827690601}","{'x': 0.271291255950928, 'y': 0.579789698123932, 'z': -0.265657871961594}","{'x': 0.272389054298401, 'y': 0.626107633113861, 'z': -0.299710392951965}","{'x': 0.288608729839325, 'y': 0.61924409866333, 'z': -0.324585616588593}","{'x': 0.424340754747391, 'y': 0.656412541866302, 'z': -0.047939173877239}","{'x': 0.470827013254166, 'y': 0.873020172119141, 'z': -0.150096699595451}","{'x': 0.493398725986481, 'y': 1.044446468353271, 'z': 0.173764407634735}","{'x': 0.508630990982056, 'y': 1.136695265769958, 'z': 0.062006965279579}"
"{'x': 0.385798782110214, 'y': 0.212748110294342, 'z': -0.282061904668808}","{'x': 0.474476963281631, 'y': 0.309724301099777, 'z': 0.017620261758566}","{'x': 0.531453490257263, 'y': 0.431807607412338, 'z': 0.099988743662834}","{'x': 0.551323235034943, 'y': 0.54826819896698, 'z': -0.004699883982539}","{'x': 0.569490671157837, 'y': 0.597443222999573, 'z': -0.034052640199661}","{'x': 0.565619230270386, 'y': 0.60093230009079, 'z': -0.08208442479372}","{'x': 0.518931746482849, 'y': 0.606186151504517, 'z': 0.000977528514341}","{'x': 0.653139710426331, 'y': 0.720497131347656, 'z': -0.293079942464828}","{'x': 0.776157200336456, 'y': 0.958688735961914, 'z': -0.175875514745712}","{'x': 0.833127737045288, 'y': 1.005985260009766, 'z': -0.369655340909958}","{'x': 0.311183035373688, 'y': 0.359994441270828, 'z': -0.029748717322946}","{'x': 0.276140451431274, 'y': 0.50438529253006, 'z': -0.029490480199456}","{'x': 0.269951224327087, 'y': 0.62790447473526, 'z': -0.146677702665329}","{'x': 0.268275260925293, 'y': 0.682506501674652, 'z': -0.176701873540878}","{'x': 0.278044998645782, 'y': 0.679963529109955, 'z': -0.218019530177116}","{'x': 0.429033875465393, 'y': 0.663527488708496, 'z': -0.000797839718871}","{'x': 0.44195431470871, 'y': 0.899986386299133, 'z': 0.030506206676364}","{'x': 0.45747634768486, 'y': 1.119045257568359, 'z': 0.243774205446243}","{'x': 0.441226035356522, 'y': 1.210124492645264, 'z': 0.080844894051552}"
"{'x': 0.381406784057617, 'y': 0.217756420373917, 'z': -0.388725847005844}","{'x': 0.465803444385529, 'y': 0.307606786489487, 'z': -0.062315743416548}","{'x': 0.529118418693542, 'y': 0.427435755729675, 'z': 0.024549532681704}","{'x': 0.562503397464752, 'y': 0.543542623519897, 'z': -0.079838305711746}","{'x': 0.579904139041901, 'y': 0.582515001296997, 'z': -0.104955978691578}","{'x': 0.567722499370575, 'y': 0.577899932861328, 'z': -0.148672685027122}","{'x': 0.515815079212189, 'y': 0.600910186767578, 'z': 0.030799048021436}","{'x': 0.671831011772156, 'y': 0.665577352046967, 'z': -0.272227704524994}","{'x': 0.687075138092041, 'y': 0.90861701965332, 'z': 0.033490225672722}","{'x': 0.76457679271698, 'y': 0.964526355266571, 'z': -0.063870646059513}","{'x': 0.300408959388733, 'y': 0.365836322307587, 'z': -0.147955045104027}","{'x': 0.279969394207001, 'y': 0.530322670936584, 'z': -0.130372673273087}","{'x': 0.278446197509766, 'y': 0.670374274253845, 'z': -0.236345320940018}","{'x': 0.271652370691299, 'y': 0.721038222312927, 'z': -0.262898296117783}","{'x': 0.28939551115036, 'y': 0.717910766601562, 'z': -0.305239498615265}","{'x': 0.428028106689453, 'y': 0.658542156219482, 'z': -0.030799048021436}","{'x': 0.45451432466507, 'y': 0.890676438808441, 'z': -0.079658895730972}","{'x': 0.458655059337616, 'y': 1.047412157058716, 'z': 0.30811008810997}","{'x': 0.466200262308121, 'y': 1.148958683013916, 'z': 0.218643337488174}"
"{'x': 0.345779180526733, 'y': 0.242327570915222, 'z': -0.366476714611053}","{'x': 0.460392892360687, 'y': 0.298011034727097, 'z': -0.140613049268723}","{'x': 0.548075914382935, 'y': 0.391628265380859, 'z': -0.054006762802601}","{'x': 0.589840769767761, 'y': 0.513199925422668, 'z': -0.123209819197655}","{'x': 0.60681539773941, 'y': 0.548842430114746, 'z': -0.148936331272125}","{'x': 0.596298933029175, 'y': 0.551343500614166, 'z': -0.195723280310631}","{'x': 0.525042831897736, 'y': 0.593726515769958, 'z': -0.015637684613466}","{'x': 0.595753312110901, 'y': 0.782697558403015, 'z': -0.106563255190849}","{'x': 0.612016439437866, 'y': 1.014702558517456, 'z': 0.086574763059616}","{'x': 0.649885714054108, 'y': 1.088547229766846, 'z': -0.0287846904248}","{'x': 0.306234508752823, 'y': 0.388314932584763, 'z': -0.135568633675575}","{'x': 0.312570333480835, 'y': 0.548912048339844, 'z': -0.078755922615528}","{'x': 0.333324074745178, 'y': 0.679228484630585, 'z': -0.167600676417351}","{'x': 0.340215593576431, 'y': 0.734077513217926, 'z': -0.195471063256264}","{'x': 0.350726902484894, 'y': 0.728010952472687, 'z': -0.239609688520432}","{'x': 0.431881844997406, 'y': 0.651468396186829, 'z': 0.015566747635603}","{'x': 0.456887245178223, 'y': 0.878132343292236, 'z': -0.005213875323534}","{'x': 0.480207145214081, 'y': 1.077454924583435, 'z': 0.19774104654789}","{'x': 0.484768062829971, 'y': 1.179574489593506, 'z': 0.0884033665061}"
"{'x': 0.343497335910797, 'y': 0.264789164066315, 'z': -0.133715406060219}","{'x': 0.448562681674957, 'y': 0.298207193613052, 'z': -0.034007024019957}","{'x': 0.542902171611786, 'y': 0.390572518110275, 'z': -0.063125863671303}","{'x': 0.587761580944061, 'y': 0.53976047039032, 'z': -0.189745530486107}","{'x': 0.606884956359863, 'y': 0.581170558929443, 'z': -0.226222932338715}","{'x': 0.593378305435181, 'y': 0.585257947444916, 'z': -0.25187274813652}","{'x': 0.512779235839844, 'y': 0.564009547233582, 'z': -0.099130213260651}","{'x': 0.443112641572952, 'y': 0.768190145492554, 'z': -0.309900164604187}","{'x': 0.54710453748703, 'y': 0.96858024597168, 'z': -0.24556539952755}","{'x': 0.518862664699554, 'y': 1.070954084396362, 'z': -0.359517842531204}","{'x': 0.345131874084473, 'y': 0.395646989345551, 'z': 0.19331967830658}","{'x': 0.381047278642654, 'y': 0.531284809112549, 'z': 0.242201492190361}","{'x': 0.334100961685181, 'y': 0.629406809806824, 'z': 0.077107116580009}","{'x': 0.308729231357574, 'y': 0.654516816139221, 'z': 0.054032798856497}","{'x': 0.304640352725983, 'y': 0.651774525642395, 'z': -0.003754832781851}","{'x': 0.440122365951538, 'y': 0.609454810619354, 'z': 0.099077649414539}","{'x': 0.411456286907196, 'y': 0.799698114395142, 'z': -0.065648801624775}","{'x': 0.512717723846436, 'y': 0.98597240447998, 'z': -0.029539331793785}","{'x': 0.486719846725464, 'y': 1.079940676689148, 'z': -0.134135901927948}"
"{'x': 0.330813467502594, 'y': 0.276810616254807, 'z': 0.097902551293373}","{'x': 0.429454952478409, 'y': 0.287687838077545, 'z': 0.185045287013054}","{'x': 0.533904194831848, 'y': 0.317435622215271, 'z': 0.020145105198026}","{'x': 0.487940758466721, 'y': 0.359217941761017, 'z': -0.237543746829033}","{'x': 0.483122825622559, 'y': 0.388110518455505, 'z': -0.286613255739212}","{'x': 0.468577295541763, 'y': 0.386771976947784, 'z': -0.275025755167007}","{'x': 0.510438799858093, 'y': 0.551843285560608, 'z': -0.080816902220249}","{'x': 0.472734421491623, 'y': 0.750845730304718, 'z': -0.250195413827896}","{'x': 0.506344318389893, 'y': 1.035720109939575, 'z': -0.34549668431282}","{'x': 0.45141139626503, 'y': 1.086722016334534, 'z': -0.492350518703461}","{'x': 0.335701704025269, 'y': 0.404041469097137, 'z': 0.366779863834381}","{'x': 0.321680724620819, 'y': 0.541566669940948, 'z': 0.32681480050087}","{'x': 0.222381442785263, 'y': 0.50184690952301, 'z': 0.120781950652599}","{'x': 0.197817981243134, 'y': 0.47962674498558, 'z': 0.093113839626312}","{'x': 0.192762941122055, 'y': 0.461067169904709, 'z': 0.067278444766998}","{'x': 0.443842113018036, 'y': 0.611028432846069, 'z': 0.080639541149139}","{'x': 0.436939775943756, 'y': 0.819632530212402, 'z': -0.14839094877243}","{'x': 0.487075239419937, 'y': 1.095777869224548, 'z': -0.266985476016998}","{'x': 0.454221218824387, 'y': 1.143283128738403, 'z': -0.400359958410263}"
"{'x': 0.371053457260132, 'y': 0.245296567678452, 'z': -0.171025052666664}","{'x': 0.468080013990402, 'y': 0.306817919015884, 'z': -0.033839479088783}","{'x': 0.567761838436127, 'y': 0.378299415111542, 'z': -0.043199334293604}","{'x': 0.594225525856018, 'y': 0.510716915130615, 'z': -0.159726768732071}","{'x': 0.60765540599823, 'y': 0.547778785228729, 'z': -0.180994123220444}","{'x': 0.596034407615662, 'y': 0.552091598510742, 'z': -0.200599983334541}","{'x': 0.519150853157043, 'y': 0.589979887008667, 'z': -0.096589274704456}","{'x': 0.465960949659348, 'y': 0.779853463172913, 'z': -0.352683782577515}","{'x': 0.498043119907379, 'y': 1.027496933937073, 'z': -0.281127959489822}","{'x': 0.458921432495117, 'y': 1.109205484390259, 'z': -0.429777979850769}","{'x': 0.349151819944382, 'y': 0.385107159614563, 'z': 0.196058511734009}","{'x': 0.330394506454468, 'y': 0.53113466501236, 'z': 0.132699489593506}","{'x': 0.227697551250458, 'y': 0.495417475700378, 'z': -0.125610366463661}","{'x': 0.199767202138901, 'y': 0.473080217838287, 'z': -0.151862263679504}","{'x': 0.198418319225311, 'y': 0.459446728229523, 'z': -0.173351168632507}","{'x': 0.443278402090073, 'y': 0.629944920539856, 'z': 0.096644662320614}","{'x': 0.418164044618607, 'y': 0.830545008182526, 'z': -0.053833015263081}","{'x': 0.471668869256973, 'y': 1.045258045196533, 'z': 0.01894124597311}","{'x': 0.43341338634491, 'y': 1.118175745010376, 'z': -0.113149024546146}"
"{'x': 0.408058375120163, 'y': 0.231553345918655, 'z': -0.191171869635582}","{'x': 0.49130642414093, 'y': 0.320395320653915, 'z': 0.076236799359322}","{'x': 0.570557773113251, 'y': 0.407679677009583, 'z': 0.091740518808365}","{'x': 0.626093566417694, 'y': 0.503763198852539, 'z': -0.088749647140503}","{'x': 0.643755912780762, 'y': 0.53701251745224, 'z': -0.124212883412838}","{'x': 0.632916569709778, 'y': 0.540195107460022, 'z': -0.172127917408943}","{'x': 0.529559969902039, 'y': 0.608997762203217, 'z': 0.001700488035567}","{'x': 0.594009101390839, 'y': 0.679081499576569, 'z': -0.557157337665558}","{'x': 0.602889776229858, 'y': 0.995195150375366, 'z': -0.427023738622665}","{'x': 0.643291711807251, 'y': 1.08809494972229, 'z': -0.587432324886322}","{'x': 0.345629274845123, 'y': 0.361761063337326, 'z': 0.03668399900198}","{'x': 0.330091595649719, 'y': 0.487607330083847, 'z': -0.117803864181042}","{'x': 0.317254513502121, 'y': 0.552020132541656, 'z': -0.431174337863922}","{'x': 0.308571487665176, 'y': 0.588445842266083, 'z': -0.490259379148483}","{'x': 0.322724312543869, 'y': 0.581739246845245, 'z': -0.504908561706543}","{'x': 0.434014827013016, 'y': 0.65697968006134, 'z': -0.00178918428719}","{'x': 0.486154586076736, 'y': 0.857853055000305, 'z': -0.136359497904778}","{'x': 0.477558165788651, 'y': 1.0684494972229, 'z': 0.124518074095249}","{'x': 0.476822227239609, 'y': 1.171244502067566, 'z': 0.002130617154762}"
"{'x': 0.421604543924332, 'y': 0.229427427053452, 'z': -0.277315944433212}","{'x': 0.490752696990967, 'y': 0.324174135923386, 'z': 0.029787076637149}","{'x': 0.564684271812439, 'y': 0.440425395965576, 'z': 0.095980584621429}","{'x': 0.617176949977875, 'y': 0.533007740974426, 'z': -0.009079832583666}","{'x': 0.636361420154572, 'y': 0.559328615665436, 'z': -0.028088690713048}","{'x': 0.635642409324646, 'y': 0.562006831169128, 'z': -0.073161244392395}","{'x': 0.519196152687073, 'y': 0.604637801647186, 'z': 0.048570934683084}","{'x': 0.666312277317047, 'y': 0.585517644882202, 'z': -0.322838485240936}","{'x': 0.732460796833038, 'y': 0.884244918823242, 'z': -0.208915993571281}","{'x': 0.811002016067505, 'y': 0.925018072128296, 'z': -0.348154604434967}","{'x': 0.333186566829681, 'y': 0.357902735471725, 'z': -0.085296720266342}","{'x': 0.287741899490356, 'y': 0.507793247699738, 'z': -0.087328970432281}","{'x': 0.267680644989014, 'y': 0.640804171562195, 'z': -0.171406343579292}","{'x': 0.260754555463791, 'y': 0.691513001918793, 'z': -0.191612780094147}","{'x': 0.276406109333038, 'y': 0.692113995552063, 'z': -0.229703068733215}","{'x': 0.437528431415558, 'y': 0.661001622676849, 'z': -0.048629000782967}","{'x': 0.466545462608337, 'y': 0.875454425811768, 'z': -0.121470883488655}","{'x': 0.460645109415054, 'y': 1.065946578979492, 'z': 0.120425723493099}","{'x': 0.463900446891785, 'y': 1.149043798446655, 'z': -0.010299186222255}"
"{'x': 0.445841908454895, 'y': 0.231541782617569, 'z': -0.280878692865372}","{'x': 0.496649086475372, 'y': 0.339718788862228, 'z': 0.067420415580273}","{'x': 0.529941380023956, 'y': 0.483360588550568, 'z': 0.139009937644005}","{'x': 0.560239434242249, 'y': 0.587649464607239, 'z': 0.00219064229168}","{'x': 0.572969317436218, 'y': 0.62671971321106, 'z': -0.022498287260532}","{'x': 0.561440944671631, 'y': 0.610220372676849, 'z': -0.062715277075768}","{'x': 0.515008926391602, 'y': 0.620018899440765, 'z': 0.063251309096813}","{'x': 0.663479447364807, 'y': 0.62540727853775, 'z': -0.368549048900604}","{'x': 0.672247171401978, 'y': 0.934839248657227, 'z': -0.192970082163811}","{'x': 0.751239478588104, 'y': 0.96603912115097, 'z': -0.345916748046875}","{'x': 0.34617868065834, 'y': 0.349180161952972, 'z': -0.062953509390354}","{'x': 0.264459609985352, 'y': 0.467869162559509, 'z': -0.076771125197411}","{'x': 0.239748865365982, 'y': 0.601452708244324, 'z': -0.199998006224632}","{'x': 0.227997988462448, 'y': 0.647840023040771, 'z': -0.226322934031487}","{'x': 0.246165633201599, 'y': 0.64764678478241, 'z': -0.258722841739655}","{'x': 0.438177466392517, 'y': 0.673657119274139, 'z': -0.063251309096813}","{'x': 0.475832968950272, 'y': 0.900614738464355, 'z': -0.096365921199322}","{'x': 0.48927104473114, 'y': 1.092988133430481, 'z': 0.212743565440178}","{'x': 0.491092830896378, 'y': 1.166205883026123, 'z': 0.057891026139259}"
