nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.62828516960144, 'y': 0.249635010957718, 'z': -0.383249700069427}","{'x': 0.704757332801819, 'y': 0.36107212305069, 'z': -0.140859976410866}","{'x': 0.723892092704773, 'y': 0.518709897994995, 'z': -0.065906383097172}","{'x': 0.710115909576416, 'y': 0.681557297706604, 'z': -0.137341618537903}","{'x': 0.709920883178711, 'y': 0.731766819953918, 'z': -0.160964876413345}","{'x': 0.698498010635376, 'y': 0.727880358695984, 'z': -0.216881632804871}","{'x': 0.613351106643677, 'y': 0.647309422492981, 'z': -0.020827421918511}","{'x': 0.588682115077972, 'y': 0.853554725646973, 'z': -0.231960311532021}","{'x': 0.553861320018768, 'y': 1.07986843585968, 'z': -0.078220635652542}","{'x': 0.540551543235779, 'y': 1.161959409713745, 'z': -0.218263849616051}","{'x': 0.542690575122833, 'y': 0.336930006742477, 'z': -0.115540362894535}","{'x': 0.482712864875793, 'y': 0.468619227409363, 'z': -0.072503305971622}","{'x': 0.40647691488266, 'y': 0.575178563594818, 'z': -0.194640591740608}","{'x': 0.38166218996048, 'y': 0.603872716426849, 'z': -0.233593836426735}","{'x': 0.386451482772827, 'y': 0.608551383018494, 'z': -0.282473891973495}","{'x': 0.529723823070526, 'y': 0.604019999504089, 'z': 0.021094441413879}","{'x': 0.439938843250275, 'y': 0.676541447639465, 'z': -0.355354160070419}","{'x': 0.417248606681824, 'y': 0.980228304862976, 'z': -0.351835787296295}","{'x': 0.37307471036911, 'y': 1.025471210479736, 'z': -0.51468551158905}"
"{'x': 0.612725436687469, 'y': 0.24123203754425, 'z': -0.152628004550934}","{'x': 0.68976241350174, 'y': 0.352062433958054, 'z': 0.08182717859745}","{'x': 0.75050550699234, 'y': 0.494595259428024, 'z': -0.083742283284664}","{'x': 0.805063426494598, 'y': 0.410567581653595, 'z': -0.400895148515701}","{'x': 0.827482461929321, 'y': 0.385878682136536, 'z': -0.450339645147324}","{'x': 0.824102520942688, 'y': 0.369622856378555, 'z': -0.470071017742157}","{'x': 0.615500211715698, 'y': 0.63948792219162, 'z': -0.028871646150947}","{'x': 0.595125138759613, 'y': 0.772168576717377, 'z': -0.478659987449646}","{'x': 0.565836429595947, 'y': 1.051976203918457, 'z': -0.451500326395035}","{'x': 0.542761445045471, 'y': 1.134459257125854, 'z': -0.63836807012558}","{'x': 0.538110852241516, 'y': 0.343957841396332, 'z': 0.110495708882809}","{'x': 0.474365890026093, 'y': 0.475784659385681, 'z': -0.024997912347317}","{'x': 0.432069778442383, 'y': 0.422396957874298, 'z': -0.339147537946701}","{'x': 0.414224803447723, 'y': 0.410171151161194, 'z': -0.395788192749023}","{'x': 0.425586223602295, 'y': 0.395947873592377, 'z': -0.41412678360939}","{'x': 0.525270044803619, 'y': 0.602863490581512, 'z': 0.029263371601701}","{'x': 0.450142741203308, 'y': 0.652413725852966, 'z': -0.39973446726799}","{'x': 0.439895302057266, 'y': 0.979059100151062, 'z': -0.463107019662857}","{'x': 0.392037034034729, 'y': 1.037419080734253, 'z': -0.658795833587646}"
"{'x': 0.591765463352203, 'y': 0.248070776462555, 'z': -0.177986368536949}","{'x': 0.686751127243042, 'y': 0.343976110219955, 'z': 0.013889472000301}","{'x': 0.789981305599213, 'y': 0.424521118402481, 'z': -0.128936767578125}","{'x': 0.78535008430481, 'y': 0.291387051343918, 'z': -0.370050728321075}","{'x': 0.791829109191895, 'y': 0.257911056280136, 'z': -0.413625568151474}","{'x': 0.781587600708008, 'y': 0.24516087770462, 'z': -0.414072483778}","{'x': 0.618558168411255, 'y': 0.637006878852844, 'z': -0.021522048860788}","{'x': 0.600062787532806, 'y': 0.845850169658661, 'z': -0.205136820673943}","{'x': 0.550083339214325, 'y': 1.053888201713562, 'z': -0.088602125644684}","{'x': 0.544965505599976, 'y': 1.13105583190918, 'z': -0.243348583579063}","{'x': 0.537165343761444, 'y': 0.3462895154953, 'z': 0.086479246616364}","{'x': 0.462123423814774, 'y': 0.457347840070724, 'z': 0.036116819828749}","{'x': 0.394421577453613, 'y': 0.423902928829193, 'z': -0.193069949746132}","{'x': 0.370089471340179, 'y': 0.429482400417328, 'z': -0.228488460183144}","{'x': 0.378689467906952, 'y': 0.417868494987488, 'z': -0.262566208839417}","{'x': 0.528952181339264, 'y': 0.602095723152161, 'z': 0.021717576310039}","{'x': 0.426638036966324, 'y': 0.711381793022156, 'z': -0.284688800573349}","{'x': 0.395326644182205, 'y': 0.995105087757111, 'z': -0.305470615625381}","{'x': 0.350533485412598, 'y': 1.06601095199585, 'z': -0.48044028878212}"
"{'x': 0.612076878547668, 'y': 0.251450568437576, 'z': -0.147088155150414}","{'x': 0.693937063217163, 'y': 0.350122332572937, 'z': 0.070144705474377}","{'x': 0.794841468334198, 'y': 0.42240309715271, 'z': -0.072105884552002}","{'x': 0.858392238616943, 'y': 0.316353559494019, 'z': -0.323463201522827}","{'x': 0.878939747810364, 'y': 0.283213436603546, 'z': -0.372100353240967}","{'x': 0.874281883239746, 'y': 0.271673709154129, 'z': -0.385697841644287}","{'x': 0.621968448162079, 'y': 0.646263301372528, 'z': -0.022896723821759}","{'x': 0.599848985671997, 'y': 0.833038032054901, 'z': -0.285547137260437}","{'x': 0.544535517692566, 'y': 1.070467829704285, 'z': -0.219390153884888}","{'x': 0.524004280567169, 'y': 1.151832103729248, 'z': -0.368962466716766}","{'x': 0.539888143539429, 'y': 0.349710881710052, 'z': 0.103746183216572}","{'x': 0.461450040340424, 'y': 0.455224096775055, 'z': -0.006749711930752}","{'x': 0.418842673301697, 'y': 0.439190447330475, 'z': -0.278486907482147}","{'x': 0.405859768390656, 'y': 0.444581210613251, 'z': -0.327124059200287}","{'x': 0.416769415140152, 'y': 0.429981678724289, 'z': -0.347781777381897}","{'x': 0.53214156627655, 'y': 0.611829042434692, 'z': 0.023109184578061}","{'x': 0.443415224552155, 'y': 0.68031108379364, 'z': -0.287639051675797}","{'x': 0.372428715229034, 'y': 1.017478704452515, 'z': -0.351181149482727}","{'x': 0.322435557842255, 'y': 1.071104526519775, 'z': -0.518534779548645}"
"{'x': 0.641462087631226, 'y': 0.232833176851273, 'z': -0.234311178326607}","{'x': 0.71379280090332, 'y': 0.35430583357811, 'z': 0.001233820221387}","{'x': 0.806295275688171, 'y': 0.456198930740356, 'z': -0.089973315596581}","{'x': 0.895879745483398, 'y': 0.392232239246368, 'z': -0.265298962593079}","{'x': 0.927210450172424, 'y': 0.369760394096375, 'z': -0.300364077091217}","{'x': 0.928014814853668, 'y': 0.356057494878769, 'z': -0.330536395311356}","{'x': 0.615794897079468, 'y': 0.660626709461212, 'z': -0.02218752913177}","{'x': 0.598178803920746, 'y': 0.86501681804657, 'z': -0.2638039290905}","{'x': 0.566832005977631, 'y': 1.078273177146912, 'z': -0.074479423463345}","{'x': 0.56107884645462, 'y': 1.182921886444092, 'z': -0.228331074118614}","{'x': 0.56336373090744, 'y': 0.328272432088852, 'z': 0.028711272403598}","{'x': 0.466417133808136, 'y': 0.397052764892578, 'z': -0.084604814648628}","{'x': 0.424860179424286, 'y': 0.343625456094742, 'z': -0.358534157276154}","{'x': 0.408539474010468, 'y': 0.328282445669174, 'z': -0.409908652305603}","{'x': 0.418339669704437, 'y': 0.324276179075241, 'z': -0.430023521184921}","{'x': 0.530227899551392, 'y': 0.604540109634399, 'z': 0.02295202948153}","{'x': 0.388454616069794, 'y': 0.625846385955811, 'z': -0.350107640028}","{'x': 0.354539215564728, 'y': 0.926521301269531, 'z': -0.310693353414536}","{'x': 0.283782720565796, 'y': 0.975120544433594, 'z': -0.489824503660202}"
"{'x': 0.606531083583832, 'y': 0.254225581884384, 'z': -0.240935817360878}","{'x': 0.686545372009277, 'y': 0.359435588121414, 'z': 0.017999796196818}","{'x': 0.780244708061218, 'y': 0.454245626926422, 'z': -0.09479221701622}","{'x': 0.869167029857635, 'y': 0.397592037916183, 'z': -0.333314657211304}","{'x': 0.905139923095703, 'y': 0.383200496435165, 'z': -0.369515359401703}","{'x': 0.904231905937195, 'y': 0.371075063943863, 'z': -0.400889307260513}","{'x': 0.61087304353714, 'y': 0.656279802322388, 'z': -0.010449602268636}","{'x': 0.588025271892548, 'y': 0.817154765129089, 'z': -0.322588503360748}","{'x': 0.565062463283539, 'y': 1.093043088912964, 'z': -0.259706556797028}","{'x': 0.539681732654572, 'y': 1.173454523086548, 'z': -0.425023108720779}","{'x': 0.532222986221313, 'y': 0.347324401140213, 'z': 0.003268119413406}","{'x': 0.471463918685913, 'y': 0.473434567451477, 'z': -0.046893320977688}","{'x': 0.414501577615738, 'y': 0.541422665119171, 'z': -0.240131348371506}","{'x': 0.380927383899689, 'y': 0.5712970495224, 'z': -0.278075069189072}","{'x': 0.388259291648865, 'y': 0.573803186416626, 'z': -0.320175141096115}","{'x': 0.519820749759674, 'y': 0.614829361438751, 'z': 0.011362999677658}","{'x': 0.4910688996315, 'y': 0.626260936260223, 'z': -0.446207225322723}","{'x': 0.495217323303223, 'y': 0.964187026023865, 'z': -0.510027706623077}","{'x': 0.464362978935242, 'y': 1.04936671257019, 'z': -0.68700897693634}"
"{'x': 0.620474874973297, 'y': 0.237608194351196, 'z': -0.372335016727448}","{'x': 0.705456614494324, 'y': 0.350451290607452, 'z': -0.130288302898407}","{'x': 0.803027749061584, 'y': 0.447885394096375, 'z': -0.189931392669678}","{'x': 0.892373383045197, 'y': 0.392757028341293, 'z': -0.340486764907837}","{'x': 0.92559814453125, 'y': 0.378332287073135, 'z': -0.383626669645309}","{'x': 0.926361799240112, 'y': 0.364568173885345, 'z': -0.414606332778931}","{'x': 0.608741700649261, 'y': 0.669487595558167, 'z': -0.054142028093338}","{'x': 0.579647779464722, 'y': 0.894528388977051, 'z': -0.224240645766258}","{'x': 0.554307043552399, 'y': 1.08922266960144, 'z': 0.072671920061111}","{'x': 0.526156008243561, 'y': 1.186188459396362, 'z': -0.073576703667641}","{'x': 0.550283789634705, 'y': 0.342294961214066, 'z': -0.052585806697607}","{'x': 0.46710017323494, 'y': 0.45912367105484, 'z': -0.100032463669777}","{'x': 0.456835150718689, 'y': 0.454646706581116, 'z': -0.331511348485947}","{'x': 0.449842602014542, 'y': 0.454242408275604, 'z': -0.376098901033401}","{'x': 0.462273240089417, 'y': 0.440784394741058, 'z': -0.403025150299072}","{'x': 0.525115430355072, 'y': 0.610154867172241, 'z': 0.054974425584078}","{'x': 0.364284515380859, 'y': 0.625789284706116, 'z': -0.16517661511898}","{'x': 0.284940838813782, 'y': 0.920569658279419, 'z': -0.030979663133621}","{'x': 0.188456743955612, 'y': 0.950680494308472, 'z': -0.181390270590782}"
"{'x': 0.60646915435791, 'y': 0.224289059638977, 'z': -0.281899213790894}","{'x': 0.68409389257431, 'y': 0.333601057529449, 'z': -0.050295162945986}","{'x': 0.76743882894516, 'y': 0.451113224029541, 'z': -0.21047280728817}","{'x': 0.781618475914001, 'y': 0.360620230436325, 'z': -0.514538824558258}","{'x': 0.795095801353455, 'y': 0.329373329877853, 'z': -0.574993789196014}","{'x': 0.787366688251495, 'y': 0.314307600259781, 'z': -0.585293531417847}","{'x': 0.615192115306854, 'y': 0.633879065513611, 'z': -0.02647703140974}","{'x': 0.585221648216248, 'y': 0.852014005184174, 'z': -0.120797954499722}","{'x': 0.568916440010071, 'y': 1.049781322479248, 'z': 0.162556648254395}","{'x': 0.554834127426147, 'y': 1.130809426307678, 'z': 0.037476472556591}","{'x': 0.539282917976379, 'y': 0.330960005521774, 'z': -0.005272315815091}","{'x': 0.500688195228577, 'y': 0.470689356327057, 'z': -0.010390695184469}","{'x': 0.453412860631943, 'y': 0.538910865783691, 'z': -0.20823372900486}","{'x': 0.427918255329132, 'y': 0.57549387216568, 'z': -0.24853703379631}","{'x': 0.432303607463837, 'y': 0.576033473014832, 'z': -0.296677082777023}","{'x': 0.532975256443024, 'y': 0.610670745372772, 'z': 0.026630965992808}","{'x': 0.472266674041748, 'y': 0.79528146982193, 'z': -0.16557939350605}","{'x': 0.496226221323013, 'y': 1.027757883071899, 'z': 0.063141837716103}","{'x': 0.461366951465607, 'y': 1.100265622138977, 'z': -0.059951163828373}"
"{'x': 0.610901653766632, 'y': 0.242892622947693, 'z': -0.24281057715416}","{'x': 0.687790274620056, 'y': 0.342037469148636, 'z': 0.014687921851873}","{'x': 0.759974658489227, 'y': 0.472535729408264, 'z': -0.15997850894928}","{'x': 0.781072556972504, 'y': 0.366014361381531, 'z': -0.465554177761078}","{'x': 0.796247601509094, 'y': 0.33573579788208, 'z': -0.517282426357269}","{'x': 0.787928581237793, 'y': 0.322165101766586, 'z': -0.520403921604156}","{'x': 0.617488980293274, 'y': 0.620294272899628, 'z': 0.006211708765477}","{'x': 0.59675145149231, 'y': 0.798953533172607, 'z': -0.248161777853966}","{'x': 0.571710288524628, 'y': 1.039839386940002, 'z': -0.129209116101265}","{'x': 0.565687537193298, 'y': 1.123939275741577, 'z': -0.311261296272278}","{'x': 0.536878883838654, 'y': 0.336157143115997, 'z': -0.009406401775777}","{'x': 0.487992912530899, 'y': 0.478495001792908, 'z': -0.035033620893955}","{'x': 0.444929301738739, 'y': 0.58547580242157, 'z': -0.214828282594681}","{'x': 0.42708832025528, 'y': 0.629349112510681, 'z': -0.251506268978119}","{'x': 0.435836553573608, 'y': 0.631755650043488, 'z': -0.289187610149384}","{'x': 0.528037905693054, 'y': 0.58750319480896, 'z': -0.00560551835224}","{'x': 0.494701027870178, 'y': 0.662266790866852, 'z': -0.484729290008545}","{'x': 0.498526692390442, 'y': 0.972704946994781, 'z': -0.494539827108383}","{'x': 0.479562520980835, 'y': 1.039318680763245, 'z': -0.703682422637939}"
"{'x': 0.62408435344696, 'y': 0.240121722221375, 'z': -0.171858981251717}","{'x': 0.69578754901886, 'y': 0.347113728523254, 'z': 0.069582223892212}","{'x': 0.769952595233917, 'y': 0.462693452835083, 'z': -0.014189912006259}","{'x': 0.836697220802307, 'y': 0.404228508472443, 'z': -0.265445560216904}","{'x': 0.861953854560852, 'y': 0.391948670148849, 'z': -0.30895721912384}","{'x': 0.859994649887085, 'y': 0.379109233617783, 'z': -0.334480822086334}","{'x': 0.608722031116486, 'y': 0.647566616535187, 'z': -0.017076510936022}","{'x': 0.586116373538971, 'y': 0.863333582878113, 'z': -0.213790625333786}","{'x': 0.553467333316803, 'y': 1.07359790802002, 'z': -0.058795459568501}","{'x': 0.54306298494339, 'y': 1.172576904296875, 'z': -0.217558398842812}","{'x': 0.541940450668335, 'y': 0.335645079612732, 'z': 0.083741746842861}","{'x': 0.50011545419693, 'y': 0.480484843254089, 'z': 0.115281641483307}","{'x': 0.445425093173981, 'y': 0.570694208145142, 'z': -0.032481834292412}","{'x': 0.421929359436035, 'y': 0.599839389324188, 'z': -0.057093884795904}","{'x': 0.427309274673462, 'y': 0.593561589717865, 'z': -0.11206080019474}","{'x': 0.520230770111084, 'y': 0.603239119052887, 'z': 0.017258822917938}","{'x': 0.390025913715363, 'y': 0.684285402297974, 'z': -0.285864442586899}","{'x': 0.326116144657135, 'y': 0.969366669654846, 'z': -0.269091784954071}","{'x': 0.271472573280334, 'y': 0.979804158210754, 'z': -0.441193848848343}"
"{'x': 0.611443758010864, 'y': 0.168786853551865, 'z': -0.261277049779892}","{'x': 0.68349289894104, 'y': 0.291088134050369, 'z': -0.02474963478744}","{'x': 0.704038858413696, 'y': 0.448409795761108, 'z': 0.08144823461771}","{'x': 0.683737576007843, 'y': 0.596369922161102, 'z': 0.047583565115929}","{'x': 0.681619346141815, 'y': 0.645971238613129, 'z': 0.035564079880714}","{'x': 0.671358525753021, 'y': 0.639816999435425, 'z': -0.015657775104046}","{'x': 0.600817084312439, 'y': 0.581787645816803, 'z': -0.026526292786002}","{'x': 0.567060768604279, 'y': 0.800310432910919, 'z': -0.356938540935516}","{'x': 0.534056663513184, 'y': 1.062782049179077, 'z': -0.287726074457169}","{'x': 0.516929149627686, 'y': 1.149831295013428, 'z': -0.477565973997116}","{'x': 0.520689606666565, 'y': 0.264647632837296, 'z': 0.011741399765015}","{'x': 0.472765445709229, 'y': 0.416917711496353, 'z': 0.072240509092808}","{'x': 0.430381953716278, 'y': 0.539087295532227, 'z': -0.026974320411682}","{'x': 0.411452263593674, 'y': 0.56531435251236, 'z': -0.055308170616627}","{'x': 0.422603994607925, 'y': 0.561010837554932, 'z': -0.097206428647041}","{'x': 0.510909974575043, 'y': 0.543837666511536, 'z': 0.026866175234318}","{'x': 0.420829385519028, 'y': 0.583174169063568, 'z': -0.487453460693359}","{'x': 0.432805716991425, 'y': 0.906651616096497, 'z': -0.527497828006744}","{'x': 0.395019769668579, 'y': 0.969851911067963, 'z': -0.729202687740326}"
"{'x': 0.621326923370361, 'y': 0.159380406141281, 'z': -0.46496045589447}","{'x': 0.684362173080444, 'y': 0.289776712656021, 'z': -0.199868246912956}","{'x': 0.699096202850342, 'y': 0.449416756629944, 'z': -0.133085638284683}","{'x': 0.681317806243896, 'y': 0.598893225193024, 'z': -0.202386081218719}","{'x': 0.678426325321198, 'y': 0.645476281642914, 'z': -0.229482799768448}","{'x': 0.668866097927094, 'y': 0.64122062921524, 'z': -0.279599726200104}","{'x': 0.602235674858093, 'y': 0.572251558303833, 'z': -0.025178363546729}","{'x': 0.566532671451569, 'y': 0.794453144073486, 'z': -0.23871485888958}","{'x': 0.543616950511932, 'y': 1.036059379577637, 'z': -0.051975335925817}","{'x': 0.529825150966644, 'y': 1.130851268768311, 'z': -0.198189690709114}","{'x': 0.521176218986511, 'y': 0.25370517373085, 'z': -0.17648833990097}","{'x': 0.465898871421814, 'y': 0.405653864145279, 'z': -0.124213263392448}","{'x': 0.434243232011795, 'y': 0.533580124378204, 'z': -0.214735478162766}","{'x': 0.420238524675369, 'y': 0.569262206554413, 'z': -0.249385699629784}","{'x': 0.430600702762604, 'y': 0.573538184165955, 'z': -0.293028205633163}","{'x': 0.511083364486694, 'y': 0.535317957401276, 'z': 0.025313246995211}","{'x': 0.426636159420013, 'y': 0.657548725605011, 'z': -0.293267995119095}","{'x': 0.461147546768188, 'y': 0.928138017654419, 'z': -0.12649130821228}","{'x': 0.411976426839828, 'y': 1.000611782073975, 'z': -0.26808962225914}"
"{'x': 0.587136447429657, 'y': 0.164370536804199, 'z': -0.460102319717407}","{'x': 0.669574022293091, 'y': 0.279768228530884, 'z': -0.173354849219322}","{'x': 0.697679758071899, 'y': 0.435290545225143, 'z': -0.098500043153763}","{'x': 0.695373177528381, 'y': 0.596279501914978, 'z': -0.198306456208229}","{'x': 0.698642134666443, 'y': 0.638252198696136, 'z': -0.230312436819077}","{'x': 0.688523054122925, 'y': 0.636329770088196, 'z': -0.280346274375916}","{'x': 0.60400801897049, 'y': 0.560190916061401, 'z': 0.003776215948164}","{'x': 0.590142130851746, 'y': 0.761005640029907, 'z': -0.135078310966492}","{'x': 0.554827868938446, 'y': 0.990716636180878, 'z': -0.058035336434841}","{'x': 0.554289281368256, 'y': 1.083211898803711, 'z': -0.202094912528992}","{'x': 0.506252646446228, 'y': 0.265391290187836, 'z': -0.187332972884178}","{'x': 0.457746118307114, 'y': 0.404325604438782, 'z': -0.117377042770386}","{'x': 0.432244181632996, 'y': 0.540888845920563, 'z': -0.181193053722382}","{'x': 0.419802486896515, 'y': 0.583047091960907, 'z': -0.212153941392899}","{'x': 0.437265783548355, 'y': 0.589306771755219, 'z': -0.259575039148331}","{'x': 0.516013622283936, 'y': 0.535996973514557, 'z': -0.0038517403882}","{'x': 0.545960009098053, 'y': 0.727072477340698, 'z': -0.140173137187958}","{'x': 0.563017070293427, 'y': 0.974444091320038, 'z': -0.107579290866852}","{'x': 0.558515310287476, 'y': 1.048066139221191, 'z': -0.254610866308212}"
"{'x': 0.642998576164246, 'y': 0.158661752939224, 'z': -0.400988280773163}","{'x': 0.705708563327789, 'y': 0.284751415252686, 'z': -0.139684021472931}","{'x': 0.720918595790863, 'y': 0.439145117998123, 'z': -0.055604718625546}","{'x': 0.711232721805573, 'y': 0.59000438451767, 'z': -0.106038510799408}","{'x': 0.715149819850922, 'y': 0.643054783344269, 'z': -0.129411101341248}","{'x': 0.708067059516907, 'y': 0.640155434608459, 'z': -0.181327238678932}","{'x': 0.605968713760376, 'y': 0.572214126586914, 'z': -0.009143925271928}","{'x': 0.591564834117889, 'y': 0.798422157764435, 'z': -0.216489553451538}","{'x': 0.543517887592316, 'y': 1.040572643280029, 'z': -0.10845161229372}","{'x': 0.542575538158417, 'y': 1.141855716705322, 'z': -0.259235888719559}","{'x': 0.542099177837372, 'y': 0.253813415765762, 'z': -0.116931930184364}","{'x': 0.472353845834732, 'y': 0.383784741163254, 'z': -0.079839140176773}","{'x': 0.424392461776733, 'y': 0.511502683162689, 'z': -0.154024735093117}","{'x': 0.402806878089905, 'y': 0.545876145362854, 'z': -0.18311981856823}","{'x': 0.415233135223389, 'y': 0.542429625988007, 'z': -0.225038811564445}","{'x': 0.519741594791412, 'y': 0.527357280254364, 'z': 0.009230108000338}","{'x': 0.377238124608994, 'y': 0.63579523563385, 'z': -0.222694665193558}","{'x': 0.264689803123474, 'y': 0.932995557785034, 'z': -0.207526609301567}","{'x': 0.188852578401566, 'y': 0.970056593418121, 'z': -0.373134225606918}"
"{'x': 0.662924766540527, 'y': 0.160520076751709, 'z': -0.514738500118256}","{'x': 0.716242492198944, 'y': 0.295237600803375, 'z': -0.145069196820259}","{'x': 0.720424473285675, 'y': 0.443332135677338, 'z': -0.023799480870366}","{'x': 0.682505011558533, 'y': 0.603851139545441, 'z': -0.123302839696407}","{'x': 0.682522773742676, 'y': 0.662035226821899, 'z': -0.149015843868256}","{'x': 0.67246025800705, 'y': 0.655655205249786, 'z': -0.216946020722389}","{'x': 0.605035543441772, 'y': 0.580613493919373, 'z': -0.011593277566135}","{'x': 0.581984043121338, 'y': 0.819670438766479, 'z': -0.202714174985886}","{'x': 0.534269094467163, 'y': 1.028967618942261, 'z': 0.081504255533218}","{'x': 0.537723362445831, 'y': 1.112871646881104, 'z': -0.107396654784679}","{'x': 0.552367746829987, 'y': 0.247167080640793, 'z': -0.154517233371735}","{'x': 0.459241777658463, 'y': 0.354991525411606, 'z': -0.108054429292679}","{'x': 0.377383410930634, 'y': 0.44667774438858, 'z': -0.303293883800507}","{'x': 0.351247370243073, 'y': 0.479046046733856, 'z': -0.351849615573883}","{'x': 0.357184410095215, 'y': 0.489072799682617, 'z': -0.408776998519897}","{'x': 0.514153361320496, 'y': 0.533457040786743, 'z': 0.011922164820135}","{'x': 0.356801569461823, 'y': 0.615640640258789, 'z': -0.34395632147789}","{'x': 0.277133047580719, 'y': 0.892897367477417, 'z': -0.23165625333786}","{'x': 0.192884594202042, 'y': 0.928911328315735, 'z': -0.45709353685379}"
"{'x': 0.62303626537323, 'y': 0.16167026758194, 'z': -0.530826210975647}","{'x': 0.689239919185638, 'y': 0.286683470010757, 'z': -0.202839806675911}","{'x': 0.707348465919495, 'y': 0.443372279405594, 'z': -0.142011120915413}","{'x': 0.698440074920654, 'y': 0.607585728168488, 'z': -0.268204480409622}","{'x': 0.698086857795715, 'y': 0.653558135032654, 'z': -0.30193355679512}","{'x': 0.68830794095993, 'y': 0.650764048099518, 'z': -0.360785037279129}","{'x': 0.604737102985382, 'y': 0.572527825832367, 'z': -0.005379209294915}","{'x': 0.576394975185394, 'y': 0.794949173927307, 'z': -0.234242767095566}","{'x': 0.53548789024353, 'y': 1.028279662132263, 'z': -0.034078016877174}","{'x': 0.545670092105865, 'y': 1.093008756637573, 'z': -0.224124029278755}","{'x': 0.527234137058258, 'y': 0.260120928287506, 'z': -0.192255854606628}","{'x': 0.456939518451691, 'y': 0.391279876232147, 'z': -0.14898955821991}","{'x': 0.391994148492813, 'y': 0.499333202838898, 'z': -0.297281295061111}","{'x': 0.369283378124237, 'y': 0.535636067390442, 'z': -0.338221430778503}","{'x': 0.380076557397842, 'y': 0.543815732002258, 'z': -0.393118441104889}","{'x': 0.515808463096619, 'y': 0.537727296352386, 'z': 0.005709958262742}","{'x': 0.453226923942566, 'y': 0.708454489707947, 'z': -0.315192580223083}","{'x': 0.443778246641159, 'y': 0.989798784255981, 'z': -0.184114351868629}","{'x': 0.408568382263184, 'y': 1.039222478866577, 'z': -0.391490131616592}"
"{'x': 0.602178573608398, 'y': 0.165963619947433, 'z': -0.326092123985291}","{'x': 0.681643128395081, 'y': 0.282824218273163, 'z': -0.044735923409462}","{'x': 0.707273781299591, 'y': 0.440275073051453, 'z': 0.029315223917365}","{'x': 0.706154108047485, 'y': 0.596422910690308, 'z': -0.046802613884211}","{'x': 0.707375407218933, 'y': 0.643833816051483, 'z': -0.064258210361004}","{'x': 0.698704838752747, 'y': 0.642176568508148, 'z': -0.121076330542564}","{'x': 0.598383247852325, 'y': 0.575942039489746, 'z': -0.003437861800194}","{'x': 0.574464440345764, 'y': 0.78998464345932, 'z': -0.263773441314697}","{'x': 0.536542892456055, 'y': 1.03955614566803, 'z': -0.134303152561188}","{'x': 0.531746685504913, 'y': 1.112109184265137, 'z': -0.324311584234238}","{'x': 0.517908096313477, 'y': 0.271618962287903, 'z': -0.050967793911695}","{'x': 0.459722846746445, 'y': 0.407442927360535, 'z': -0.04235127940774}","{'x': 0.418767541646957, 'y': 0.53677362203598, 'z': -0.208195328712463}","{'x': 0.401748418807983, 'y': 0.578763127326965, 'z': -0.255125135183334}","{'x': 0.413320302963257, 'y': 0.581511437892914, 'z': -0.296331763267517}","{'x': 0.504772841930389, 'y': 0.532394170761108, 'z': 0.003871072316542}","{'x': 0.464238792657852, 'y': 0.542254209518433, 'z': -0.571297109127045}","{'x': 0.453549206256866, 'y': 0.868972420692444, 'z': -0.599276959896088}","{'x': 0.436397731304169, 'y': 0.946627974510193, 'z': -0.815993428230286}"
"{'x': 0.616442561149597, 'y': 0.159511506557465, 'z': -0.363405764102936}","{'x': 0.698675513267517, 'y': 0.28056862950325, 'z': -0.134120553731918}","{'x': 0.727605819702148, 'y': 0.437494665384293, 'z': -0.033735528588295}","{'x': 0.717755854129791, 'y': 0.599068343639374, 'z': -0.07887028157711}","{'x': 0.721322774887085, 'y': 0.645408093929291, 'z': -0.100984081625938}","{'x': 0.71285879611969, 'y': 0.643233060836792, 'z': -0.159383699297905}","{'x': 0.596180319786072, 'y': 0.586729824542999, 'z': -0.033701296895742}","{'x': 0.576320707798004, 'y': 0.816426575183868, 'z': -0.212648510932922}","{'x': 0.520414113998413, 'y': 1.067353963851929, 'z': -0.05593491345644}","{'x': 0.512338995933533, 'y': 1.133675456047058, 'z': -0.196080282330513}","{'x': 0.53258204460144, 'y': 0.265190839767456, 'z': -0.072571612894535}","{'x': 0.482490032911301, 'y': 0.406406462192535, 'z': -0.024047903716564}","{'x': 0.461503148078918, 'y': 0.476971298456192, 'z': -0.120427794754505}","{'x': 0.437481343746185, 'y': 0.509732663631439, 'z': -0.154728159308434}","{'x': 0.450723350048065, 'y': 0.498671174049377, 'z': -0.192794024944305}","{'x': 0.51274174451828, 'y': 0.53647255897522, 'z': 0.033786877989769}","{'x': 0.355145514011383, 'y': 0.608535170555115, 'z': -0.142952382564545}","{'x': 0.25482851266861, 'y': 0.893191277980804, 'z': -0.10789892822504}","{'x': 0.163454681634903, 'y': 0.920351147651672, 'z': -0.244963422417641}"
