nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.339855700731277, 'y': 0.039318680763245, 'z': -0.076414786279202}","{'x': 0.43566882610321, 'y': 0.191087424755096, 'z': 0.192766532301903}","{'x': 0.532837629318237, 'y': 0.080900430679321, 'z': 0.108097054064274}","{'x': 0.563201427459717, 'y': -0.046255111694336, 'z': -0.000762207084335}","{'x': 0.572722434997559, 'y': -0.079945206642151, 'z': -0.024724744260311}","{'x': 0.565833806991577, 'y': -0.089096486568451, 'z': -0.021756988018751}","{'x': 0.385794311761856, 'y': 0.531428635120392, 'z': 0.017845841124654}","{'x': 0.398730307817459, 'y': 0.652028262615204, 'z': -0.404715359210968}","{'x': 0.312684178352356, 'y': 1.016897678375244, 'z': -0.549997806549072}","{'x': 0.31629866361618, 'y': 1.136479616165161, 'z': -0.779871106147766}","{'x': 0.249613553285599, 'y': 0.209595084190369, 'z': 0.138993158936501}","{'x': 0.19936004281044, 'y': 0.380360186100006, 'z': 0.064779616892338}","{'x': 0.179589569568634, 'y': 0.46004393696785, 'z': -0.096776343882084}","{'x': 0.154473930597305, 'y': 0.493820905685425, 'z': -0.120754234492779}","{'x': 0.171311646699905, 'y': 0.482133895158768, 'z': -0.150471091270447}","{'x': 0.273091316223145, 'y': 0.51331639289856, 'z': -0.017668955028057}","{'x': 0.334375768899918, 'y': 0.459560632705688, 'z': -0.565406560897827}","{'x': 0.518785893917084, 'y': 0.735723078250885, 'z': -0.619808852672577}","{'x': 0.571900844573975, 'y': 0.801920652389526, 'z': -0.795594334602356}"
"{'x': 0.386845320463181, 'y': 0.04403829574585, 'z': -0.050816554576159}","{'x': 0.425536930561066, 'y': 0.224440515041351, 'z': 0.251361757516861}","{'x': 0.443376958370209, 'y': 0.390722781419754, 'z': 0.233859106898308}","{'x': 0.477312058210373, 'y': 0.507284998893738, 'z': 0.078173659741879}","{'x': 0.492946147918701, 'y': 0.551832735538483, 'z': 0.063318453729153}","{'x': 0.487055689096451, 'y': 0.5417640209198, 'z': 0.029783941805363}","{'x': 0.388762921094894, 'y': 0.527388453483582, 'z': 0.097220674157143}","{'x': 0.410552799701691, 'y': 0.705972790718079, 'z': -0.045962873846292}","{'x': 0.314750134944916, 'y': 1.084534168243408, 'z': -0.110752142965794}","{'x': 0.38371330499649, 'y': 1.165042877197266, 'z': -0.274600595235825}","{'x': 0.272265404462814, 'y': 0.18779045343399, 'z': 0.062766902148724}","{'x': 0.211610823869705, 'y': 0.365696549415588, 'z': -0.020352361723781}","{'x': 0.20105604827404, 'y': 0.420255243778229, 'z': -0.164142623543739}","{'x': 0.193860620260239, 'y': 0.451912134885788, 'z': -0.194441348314285}","{'x': 0.209738224744797, 'y': 0.461550235748291, 'z': -0.220033466815948}","{'x': 0.299535900354385, 'y': 0.506107985973358, 'z': -0.097220674157143}","{'x': 0.38556769490242, 'y': 0.412945866584778, 'z': -0.570086717605591}","{'x': 0.551244139671326, 'y': 0.631875514984131, 'z': -0.59244304895401}","{'x': 0.65299129486084, 'y': 0.615590333938599, 'z': -0.736582636833191}"
"{'x': 0.634648740291595, 'y': 0.246815830469131, 'z': 0.077888801693916}","{'x': 0.651768922805786, 'y': 0.355491697788239, 'z': 0.32546392083168}","{'x': 0.655974090099335, 'y': 0.481107831001282, 'z': 0.343438267707825}","{'x': 0.656068444252014, 'y': 0.573859095573425, 'z': 0.205741986632347}","{'x': 0.66261100769043, 'y': 0.610783100128174, 'z': 0.179636403918266}","{'x': 0.657785415649414, 'y': 0.602920711040497, 'z': 0.160592153668404}","{'x': 0.636369168758392, 'y': 0.573239207267761, 'z': 0.112874567508698}","{'x': 0.717600047588348, 'y': 0.624166071414948, 'z': -0.067350275814533}","{'x': 0.670803606510162, 'y': 0.902207374572754, 'z': -0.169472336769104}","{'x': 0.746086716651917, 'y': 0.956145286560059, 'z': -0.269615083932877}","{'x': 0.56037163734436, 'y': 0.325979739427567, 'z': 0.040736485272646}","{'x': 0.530034780502319, 'y': 0.456693440675735, 'z': -0.045925505459309}","{'x': 0.520436942577362, 'y': 0.554642498493195, 'z': -0.135663464665413}","{'x': 0.512366831302643, 'y': 0.581324398517609, 'z': -0.157596439123154}","{'x': 0.522534906864166, 'y': 0.579685211181641, 'z': -0.180706292390823}","{'x': 0.588928163051605, 'y': 0.55901563167572, 'z': -0.112981557846069}","{'x': 0.711586773395538, 'y': 0.479075402021408, 'z': -0.334237098693848}","{'x': 0.722830533981323, 'y': 0.769392609596252, 'z': -0.408060282468796}","{'x': 0.832037091255188, 'y': 0.806622207164764, 'z': -0.48402327299118}"
"{'x': 0.590279936790466, 'y': 0.207150906324387, 'z': -0.292585283517838}","{'x': 0.628299474716187, 'y': 0.352770358324051, 'z': -0.006934602744877}","{'x': 0.636242628097534, 'y': 0.49282369017601, 'z': 0.058998681604862}","{'x': 0.644729197025299, 'y': 0.615372002124786, 'z': -0.078865580260754}","{'x': 0.649946928024292, 'y': 0.648457109928131, 'z': -0.117214724421501}","{'x': 0.640588760375977, 'y': 0.645546853542328, 'z': -0.164955496788025}","{'x': 0.585361480712891, 'y': 0.616643726825714, 'z': 0.013432735577226}","{'x': 0.584567546844482, 'y': 0.807473361492157, 'z': -0.064717940986156}","{'x': 0.572257280349731, 'y': 1.005799889564514, 'z': 0.08753477782011}","{'x': 0.585841298103333, 'y': 1.078618288040161, 'z': -0.069774970412254}","{'x': 0.495591193437576, 'y': 0.321369469165802, 'z': -0.075373828411102}","{'x': 0.463611304759979, 'y': 0.455946564674377, 'z': -0.051533542573452}","{'x': 0.468683838844299, 'y': 0.584539592266083, 'z': -0.161222919821739}","{'x': 0.460229814052582, 'y': 0.617376804351807, 'z': -0.202762812376022}","{'x': 0.474150031805038, 'y': 0.616953492164612, 'z': -0.241774186491966}","{'x': 0.502048194408417, 'y': 0.605621814727783, 'z': -0.013402634300292}","{'x': 0.494057446718216, 'y': 0.791350424289703, 'z': -0.0898826867342}","{'x': 0.489267110824585, 'y': 0.989826202392578, 'z': 0.022771684452891}","{'x': 0.475024402141571, 'y': 1.061454892158508, 'z': -0.146533459424973}"
"{'x': 0.555395543575287, 'y': 0.200817584991455, 'z': -0.26793372631073}","{'x': 0.617862105369568, 'y': 0.34418648481369, 'z': -0.003721301909536}","{'x': 0.63429206609726, 'y': 0.47348740696907, 'z': 0.062398791313171}","{'x': 0.626607537269592, 'y': 0.604504525661469, 'z': -0.066745273768902}","{'x': 0.630786657333374, 'y': 0.640869140625, 'z': -0.101100333034992}","{'x': 0.619919538497925, 'y': 0.635668873786926, 'z': -0.15849769115448}","{'x': 0.546829700469971, 'y': 0.608520209789276, 'z': 0.006761605851352}","{'x': 0.533928573131561, 'y': 0.815227031707764, 'z': 0.001274545909837}","{'x': 0.529827177524567, 'y': 1.001701951026917, 'z': 0.188268110156059}","{'x': 0.544867396354675, 'y': 1.081081390380859, 'z': 0.024426626041532}","{'x': 0.483318209648132, 'y': 0.317550778388977, 'z': -0.033968042582273}","{'x': 0.44464373588562, 'y': 0.438016355037689, 'z': -0.003797588637099}","{'x': 0.409157812595367, 'y': 0.550961077213287, 'z': -0.154448911547661}","{'x': 0.391092419624329, 'y': 0.588671267032623, 'z': -0.203986883163452}","{'x': 0.402075231075287, 'y': 0.5909383893013, 'z': -0.24840435385704}","{'x': 0.467874020338058, 'y': 0.584777653217316, 'z': -0.006661130581051}","{'x': 0.435835540294647, 'y': 0.808169722557068, 'z': -0.009593516588211}","{'x': 0.425960898399353, 'y': 1.008058309555054, 'z': 0.135276764631271}","{'x': 0.415790945291519, 'y': 1.077636003494263, 'z': -0.038880161941051}"
"{'x': 0.554118871688843, 'y': 0.131177842617035, 'z': -0.378600984811783}","{'x': 0.611620724201202, 'y': 0.301125824451447, 'z': -0.055891774594784}","{'x': 0.630670309066772, 'y': 0.463434278964996, 'z': 0.021143903955817}","{'x': 0.625410199165344, 'y': 0.612356066703796, 'z': -0.127376779913902}","{'x': 0.62568598985672, 'y': 0.669264018535614, 'z': -0.165301039814949}","{'x': 0.616966068744659, 'y': 0.663477301597595, 'z': -0.225235506892204}","{'x': 0.535983145236969, 'y': 0.603942215442657, 'z': 0.017133299261332}","{'x': 0.507669448852539, 'y': 0.831398546695709, 'z': -0.016299093142152}","{'x': 0.467788457870483, 'y': 1.044651508331299, 'z': 0.221770346164703}","{'x': 0.484056442975998, 'y': 1.101626873016357, 'z': 0.048480179160833}","{'x': 0.459589511156082, 'y': 0.257764339447021, 'z': -0.100682199001312}","{'x': 0.410126298666, 'y': 0.397632539272308, 'z': -0.049121875315905}","{'x': 0.361906677484512, 'y': 0.525894999504089, 'z': -0.188402116298676}","{'x': 0.34045135974884, 'y': 0.566129922866821, 'z': -0.232422515749931}","{'x': 0.345199972391129, 'y': 0.56881046295166, 'z': -0.290303558111191}","{'x': 0.444634467363358, 'y': 0.567478954792023, 'z': -0.016924748197198}","{'x': 0.427107572555542, 'y': 0.789597749710083, 'z': -0.131291121244431}","{'x': 0.411519229412079, 'y': 1.010023593902588, 'z': 0.012288490310311}","{'x': 0.419602751731873, 'y': 1.08605420589447, 'z': -0.187888771295547}"
"{'x': 0.612586140632629, 'y': 0.060672044754028, 'z': -0.252272933721542}","{'x': 0.64858615398407, 'y': 0.257899165153503, 'z': 0.130724459886551}","{'x': 0.653637409210205, 'y': 0.422739863395691, 'z': 0.186445266008377}","{'x': 0.666645050048828, 'y': 0.540946364402771, 'z': -0.012650217860937}","{'x': 0.678203165531158, 'y': 0.585088789463043, 'z': -0.046711053699255}","{'x': 0.672344148159027, 'y': 0.581368684768677, 'z': -0.095549874007702}","{'x': 0.594588398933411, 'y': 0.570380806922913, 'z': 0.093954049050808}","{'x': 0.629723191261292, 'y': 0.80145263671875, 'z': -0.144155964255333}","{'x': 0.541755259037018, 'y': 1.076490879058838, 'z': -0.070482164621353}","{'x': 0.602761209011078, 'y': 1.156596422195435, 'z': -0.212111413478851}","{'x': 0.498542904853821, 'y': 0.197072952985764, 'z': -0.096414275467396}","{'x': 0.455239832401276, 'y': 0.372421562671661, 'z': -0.087969712913036}","{'x': 0.420390188694, 'y': 0.524827480316162, 'z': -0.193759456276894}","{'x': 0.40070852637291, 'y': 0.564734637737274, 'z': -0.231527253985405}","{'x': 0.411962032318115, 'y': 0.560899913311005, 'z': -0.280598789453506}","{'x': 0.50465327501297, 'y': 0.551792800426483, 'z': -0.093887560069561}","{'x': 0.563428521156311, 'y': 0.762813568115234, 'z': -0.385923087596893}","{'x': 0.511943519115448, 'y': 1.0333012342453, 'z': -0.345495581626892}","{'x': 0.571994960308075, 'y': 1.111188650131226, 'z': -0.512525022029877}"
"{'x': 0.516658127307892, 'y': 0.024726629257202, 'z': -0.272332817316055}","{'x': 0.61799168586731, 'y': 0.199779480695724, 'z': -0.139146789908409}","{'x': 0.63234943151474, 'y': 0.434216499328613, 'z': -0.089225314557552}","{'x': 0.646656692028046, 'y': 0.51628577709198, 'z': -0.143431097269058}","{'x': 0.65183424949646, 'y': 0.543729186058044, 'z': -0.177519261837006}","{'x': 0.637939512729645, 'y': 0.544256567955017, 'z': -0.209558412432671}","{'x': 0.571393609046936, 'y': 0.636604785919189, 'z': -0.049362648278475}","{'x': 0.601346075534821, 'y': 0.921962380409241, 'z': -0.022166622802615}","{'x': 0.580703616142273, 'y': 1.230898022651672, 'z': 0.19316628575325}","{'x': 0.570486307144165, 'y': 1.31711745262146, 'z': 0.08666405081749}","{'x': 0.436399579048157, 'y': 0.207331508398056, 'z': 0.033599197864532}","{'x': 0.401613295078278, 'y': 0.452322065830231, 'z': 0.11847035586834}","{'x': 0.377772271633148, 'y': 0.556141078472137, 'z': 0.024355344474316}","{'x': 0.369401097297668, 'y': 0.606138825416565, 'z': 0.005300081800669}","{'x': 0.372360199689865, 'y': 0.584546685218811, 'z': -0.042004819959402}","{'x': 0.486826658248901, 'y': 0.627080798149109, 'z': 0.048990100622177}","{'x': 0.468185067176819, 'y': 0.943920493125916, 'z': 0.061330761760473}","{'x': 0.469860345125198, 'y': 1.229284524917603, 'z': 0.215705469250679}","{'x': 0.453132778406143, 'y': 1.310961484909058, 'z': 0.102357640862465}"
"{'x': 0.405838906764984, 'y': 0.053411662578583, 'z': -0.247035682201385}","{'x': 0.479650318622589, 'y': 0.24146232008934, 'z': 0.012733617797494}","{'x': 0.500870883464813, 'y': 0.400152921676636, 'z': 0.074615143239498}","{'x': 0.484337568283081, 'y': 0.512704908847809, 'z': -0.053456671535969}","{'x': 0.483480781316757, 'y': 0.547699511051178, 'z': -0.087506406009197}","{'x': 0.468157351016998, 'y': 0.535338044166565, 'z': -0.131364688277245}","{'x': 0.419616192579269, 'y': 0.581233441829681, 'z': 0.004527703393251}","{'x': 0.408508241176605, 'y': 0.837565720081329, 'z': 0.018110813573003}","{'x': 0.385986685752869, 'y': 1.072556257247925, 'z': 0.234564796090126}","{'x': 0.394005358219147, 'y': 1.149950981140137, 'z': 0.085684813559055}","{'x': 0.305269330739975, 'y': 0.215879321098328, 'z': -0.008429234847426}","{'x': 0.274009972810745, 'y': 0.378044307231903, 'z': -0.06060291454196}","{'x': 0.262139916419983, 'y': 0.495951354503632, 'z': -0.27253794670105}","{'x': 0.251383453607559, 'y': 0.531057834625244, 'z': -0.332089960575104}","{'x': 0.259548515081406, 'y': 0.514204680919647, 'z': -0.357311964035034}","{'x': 0.313982903957367, 'y': 0.5614013671875, 'z': -0.004497051239014}","{'x': 0.283400475978851, 'y': 0.823147654533386, 'z': 0.010439114645123}","{'x': 0.258833587169647, 'y': 1.07026219367981, 'z': 0.150771632790565}","{'x': 0.241616800427437, 'y': 1.148736715316772, 'z': -0.018828939646482}"
"{'x': 0.485392987728119, 'y': 0.115859627723694, 'z': -0.212216675281525}","{'x': 0.481666445732117, 'y': 0.262016624212265, 'z': 0.104397967457771}","{'x': 0.475669085979462, 'y': 0.412300527095795, 'z': 0.213400766253471}","{'x': 0.48364245891571, 'y': 0.549176692962646, 'z': 0.134197771549225}","{'x': 0.483135938644409, 'y': 0.587365746498108, 'z': 0.125777512788773}","{'x': 0.482885420322418, 'y': 0.583248674869537, 'z': 0.081439629197121}","{'x': 0.444749712944031, 'y': 0.576302111148834, 'z': 0.084005169570446}","{'x': 0.413668572902679, 'y': 0.791452646255493, 'z': 0.152748644351959}","{'x': 0.36398521065712, 'y': 1.000947594642639, 'z': 0.245634540915489}","{'x': 0.3890740275383, 'y': 1.037407636642456, 'z': 0.166168421506882}","{'x': 0.39983868598938, 'y': 0.218881398439407, 'z': -0.186429649591446}","{'x': 0.357562869787216, 'y': 0.384010016918182, 'z': -0.196691825985909}","{'x': 0.340762823820114, 'y': 0.546581089496613, 'z': -0.213269203901291}","{'x': 0.332861602306366, 'y': 0.591993153095245, 'z': -0.248660579323769}","{'x': 0.345562040805817, 'y': 0.594964325428009, 'z': -0.261685639619827}","{'x': 0.398071318864822, 'y': 0.566075921058655, 'z': -0.083939388394356}","{'x': 0.396490335464478, 'y': 0.787382006645203, 'z': -0.056770920753479}","{'x': 0.363780349493027, 'y': 1.02458393573761, 'z': 0.009859260171652}","{'x': 0.40745410323143, 'y': 1.083667516708374, 'z': -0.094596274197102}"
"{'x': 0.61279034614563, 'y': 0.156172543764114, 'z': -0.273684293031693}","{'x': 0.612358510494232, 'y': 0.285864233970642, 'z': 0.130041792988777}","{'x': 0.612697660923004, 'y': 0.434875667095184, 'z': 0.19852252304554}","{'x': 0.624241173267365, 'y': 0.547350883483887, 'z': 0.018954487517476}","{'x': 0.629348576068878, 'y': 0.587472438812256, 'z': -0.011840961873531}","{'x': 0.620685279369354, 'y': 0.584096193313599, 'z': -0.063887506723404}","{'x': 0.584376454353333, 'y': 0.576767802238464, 'z': 0.120795704424381}","{'x': 0.573869943618774, 'y': 0.810254991054535, 'z': 0.137200057506561}","{'x': 0.525808751583099, 'y': 1.03606379032135, 'z': 0.264617174863815}","{'x': 0.583913743495941, 'y': 1.064204931259155, 'z': 0.154737815260887}","{'x': 0.542085289955139, 'y': 0.259330034255981, 'z': -0.248153150081635}","{'x': 0.522192239761353, 'y': 0.409185588359833, 'z': -0.306850910186768}","{'x': 0.531938135623932, 'y': 0.533939599990845, 'z': -0.394658952951431}","{'x': 0.52737033367157, 'y': 0.576531291007996, 'z': -0.458844721317291}","{'x': 0.543062746524811, 'y': 0.570606827735901, 'z': -0.473161250352859}","{'x': 0.535666048526764, 'y': 0.569158017635345, 'z': -0.120497442781925}","{'x': 0.557260632514954, 'y': 0.792454183101654, 'z': -0.162373289465904}","{'x': 0.538529276847839, 'y': 1.031725764274597, 'z': -0.089239694178104}","{'x': 0.604245245456696, 'y': 1.068371295928955, 'z': -0.230854019522667}"
"{'x': 0.638242661952972, 'y': 0.14309549331665, 'z': -0.187124937772751}","{'x': 0.665047109127045, 'y': 0.295435965061188, 'z': 0.136794775724411}","{'x': 0.664095401763916, 'y': 0.453118592500687, 'z': 0.213451474905014}","{'x': 0.67270565032959, 'y': 0.576572358608246, 'z': 0.044361516833305}","{'x': 0.679358959197998, 'y': 0.610257387161255, 'z': 0.006686490029097}","{'x': 0.677498996257782, 'y': 0.602308452129364, 'z': -0.049878474324942}","{'x': 0.627106010913849, 'y': 0.590137243270874, 'z': 0.055718064308167}","{'x': 0.607804477214813, 'y': 0.820462703704834, 'z': 0.08678725361824}","{'x': 0.542535543441772, 'y': 1.059882402420044, 'z': 0.20674079656601}","{'x': 0.569089531898499, 'y': 1.113879680633545, 'z': 0.065945409238338}","{'x': 0.538568913936615, 'y': 0.248192220926285, 'z': -0.040296386927366}","{'x': 0.503185272216797, 'y': 0.403615385293961, 'z': -0.032569419592619}","{'x': 0.479964137077332, 'y': 0.526316106319427, 'z': -0.158733561635017}","{'x': 0.466884553432465, 'y': 0.563397288322449, 'z': -0.208031311631203}","{'x': 0.479833543300629, 'y': 0.565869331359863, 'z': -0.251521736383438}","{'x': 0.549269437789917, 'y': 0.573637127876282, 'z': -0.055782590061426}","{'x': 0.536230444908142, 'y': 0.812163829803467, 'z': -0.041748218238354}","{'x': 0.5188227891922, 'y': 1.043266296386719, 'z': 0.032472629100084}","{'x': 0.536071062088013, 'y': 1.097380399703979, 'z': -0.132019862532616}"
"{'x': 0.598680794239044, 'y': 0.107203841209412, 'z': -0.315329074859619}","{'x': 0.668372333049774, 'y': 0.266673713922501, 'z': -0.063208162784576}","{'x': 0.678906321525574, 'y': 0.423852980136871, 'z': -0.027621796354651}","{'x': 0.682290613651276, 'y': 0.561788558959961, 'z': -0.186133623123169}","{'x': 0.698220193386078, 'y': 0.597560942173004, 'z': -0.230870768427849}","{'x': 0.691505610942841, 'y': 0.592367768287659, 'z': -0.27981048822403}","{'x': 0.613482654094696, 'y': 0.599827468395233, 'z': -0.026571150869131}","{'x': 0.594787120819092, 'y': 0.855651378631592, 'z': -0.030197570100427}","{'x': 0.589986085891724, 'y': 1.072694778442383, 'z': 0.239818200469017}","{'x': 0.588589608669281, 'y': 1.147157073020935, 'z': 0.08242479711771}","{'x': 0.505174696445465, 'y': 0.259518295526505, 'z': -0.01450567971915}","{'x': 0.465251922607422, 'y': 0.406699329614639, 'z': 0.059988439083099}","{'x': 0.43244481086731, 'y': 0.544221997261047, 'z': -0.061784703284502}","{'x': 0.418659150600433, 'y': 0.57954066991806, 'z': -0.0977438762784}","{'x': 0.424983859062195, 'y': 0.580401241779327, 'z': -0.155088752508163}","{'x': 0.512457311153412, 'y': 0.588561356067657, 'z': 0.026554204523563}","{'x': 0.493339419364929, 'y': 0.847751021385193, 'z': 0.002827844815329}","{'x': 0.50995397567749, 'y': 1.063609600067139, 'z': 0.283877491950989}","{'x': 0.486472815275192, 'y': 1.141105651855469, 'z': 0.141260921955109}"
"{'x': 0.569106638431549, 'y': 0.079700589179993, 'z': -0.261964976787567}","{'x': 0.657195627689362, 'y': 0.238052070140839, 'z': -0.068540431559086}","{'x': 0.677954018115997, 'y': 0.412138640880585, 'z': -0.043218921869993}","{'x': 0.674608647823334, 'y': 0.557588160037994, 'z': -0.135291129350662}","{'x': 0.684366464614868, 'y': 0.590381026268005, 'z': -0.165716722607613}","{'x': 0.665642082691193, 'y': 0.583235442638397, 'z': -0.203897848725319}","{'x': 0.607204675674438, 'y': 0.586839556694031, 'z': -0.031883895397186}","{'x': 0.602889537811279, 'y': 0.789624154567719, 'z': -0.345751374959946}","{'x': 0.585779309272766, 'y': 0.999159276485443, 'z': -0.139202043414116}","{'x': 0.587097704410553, 'y': 1.11278510093689, 'z': -0.289275109767914}","{'x': 0.486785233020782, 'y': 0.249489486217499, 'z': 0.021211739629507}","{'x': 0.460329830646515, 'y': 0.426821529865265, 'z': 0.069137014448643}","{'x': 0.425377786159515, 'y': 0.564274907112122, 'z': -0.038777712732553}","{'x': 0.411887407302856, 'y': 0.597280085086823, 'z': -0.060287743806839}","{'x': 0.416173040866852, 'y': 0.59771466255188, 'z': -0.111427925527096}","{'x': 0.503198087215424, 'y': 0.577527105808258, 'z': 0.032033041119576}","{'x': 0.447229653596878, 'y': 0.749141335487366, 'z': -0.401432186365128}","{'x': 0.448886692523956, 'y': 1.045869588851929, 'z': -0.344955921173096}","{'x': 0.41582190990448, 'y': 1.121585845947266, 'z': -0.529763221740723}"
"{'x': 0.599161028862, 'y': 0.116998016834259, 'z': -0.278010278940201}","{'x': 0.679438471794128, 'y': 0.288260638713837, 'z': -0.000152631182573}","{'x': 0.717958092689514, 'y': 0.461708784103394, 'z': 0.113263443112373}","{'x': 0.778723180294037, 'y': 0.587571978569031, 'z': 0.047410819679499}","{'x': 0.805204272270203, 'y': 0.628642201423645, 'z': 0.034789703786373}","{'x': 0.795360445976257, 'y': 0.627641022205353, 'z': -0.035308379679918}","{'x': 0.600431203842163, 'y': 0.613021969795227, 'z': -0.000225119743845}","{'x': 0.557392597198486, 'y': 0.825014293193817, 'z': -0.215615481138229}","{'x': 0.491850346326828, 'y': 1.059756875038147, 'z': -0.077109813690186}","{'x': 0.479854345321655, 'y': 1.137191534042358, 'z': -0.209929257631302}","{'x': 0.507034420967102, 'y': 0.26299062371254, 'z': -0.005652606487274}","{'x': 0.450314551591873, 'y': 0.433018654584885, 'z': 0.05405755341053}","{'x': 0.401041567325592, 'y': 0.555722296237946, 'z': -0.046258203685284}","{'x': 0.380665212869644, 'y': 0.605586230754852, 'z': -0.073075667023659}","{'x': 0.394286215305328, 'y': 0.596705496311188, 'z': -0.124866418540478}","{'x': 0.498638838529587, 'y': 0.583099067211151, 'z': 0.000508170283865}","{'x': 0.480164468288422, 'y': 0.742453038692474, 'z': -0.412481784820557}","{'x': 0.425699025392532, 'y': 1.036445617675781, 'z': -0.456127405166626}","{'x': 0.41486331820488, 'y': 1.099208116531372, 'z': -0.633168756961823}"
"{'x': 0.672576904296875, 'y': 0.142208427190781, 'z': -0.33201852440834}","{'x': 0.743674278259277, 'y': 0.327843964099884, 'z': -0.0895069912076}","{'x': 0.791525959968567, 'y': 0.479439616203308, 'z': -0.111070938408375}","{'x': 0.872520923614502, 'y': 0.472767949104309, 'z': -0.257838517427444}","{'x': 0.906034350395203, 'y': 0.471213191747665, 'z': -0.281592041254044}","{'x': 0.903748750686646, 'y': 0.458207994699478, 'z': -0.326975852251053}","{'x': 0.584700465202332, 'y': 0.625444114208221, 'z': -0.037156347185373}","{'x': 0.569995701313019, 'y': 0.89960652589798, 'z': -0.123478509485722}","{'x': 0.53214430809021, 'y': 1.028555035591125, 'z': 0.365459233522415}","{'x': 0.526950478553772, 'y': 1.105530500411987, 'z': 0.255051791667938}","{'x': 0.579278230667114, 'y': 0.249254256486893, 'z': 0.018860165029764}","{'x': 0.474494189023972, 'y': 0.378572702407837, 'z': 0.082208417356014}","{'x': 0.365364760160446, 'y': 0.388805747032166, 'z': -0.08340273052454}","{'x': 0.336094379425049, 'y': 0.399467527866364, 'z': -0.102777116000652}","{'x': 0.339592576026917, 'y': 0.402577579021454, 'z': -0.167203560471535}","{'x': 0.493773341178894, 'y': 0.532793819904327, 'z': 0.037620801478624}","{'x': 0.373909771442413, 'y': 0.441556513309479, 'z': -0.343961626291275}","{'x': 0.315481066703796, 'y': 0.754629492759705, 'z': -0.171317309141159}","{'x': 0.213985979557037, 'y': 0.759110569953918, 'z': -0.320340812206268}"
"{'x': 0.498556196689606, 'y': 0.153269648551941, 'z': -0.281731218099594}","{'x': 0.62584114074707, 'y': 0.271184504032135, 'z': -0.138928860425949}","{'x': 0.746602416038513, 'y': 0.328809410333633, 'z': -0.254875063896179}","{'x': 0.789406478404999, 'y': 0.266589164733887, 'z': -0.437445163726807}","{'x': 0.805465459823608, 'y': 0.234982877969742, 'z': -0.475147038698196}","{'x': 0.793380558490753, 'y': 0.220266699790955, 'z': -0.493997991085052}","{'x': 0.613831639289856, 'y': 0.59875875711441, 'z': -0.092769876122475}","{'x': 0.5815070271492, 'y': 0.842761158943176, 'z': -0.188380315899849}","{'x': 0.571148991584778, 'y': 1.089069962501526, 'z': -0.044415920972824}","{'x': 0.516867995262146, 'y': 1.144630908966064, 'z': -0.242609053850174}","{'x': 0.451850116252899, 'y': 0.28528556227684, 'z': 0.06817327439785}","{'x': 0.352832615375519, 'y': 0.314181804656982, 'z': 0.056004084646702}","{'x': 0.25965940952301, 'y': 0.296430975198746, 'z': -0.123241260647774}","{'x': 0.232515394687653, 'y': 0.289572238922119, 'z': -0.13750858604908}","{'x': 0.233841329813004, 'y': 0.283995181322098, 'z': -0.180633351206779}","{'x': 0.520579159259796, 'y': 0.558756351470947, 'z': 0.093092665076256}","{'x': 0.395171940326691, 'y': 0.516338765621185, 'z': -0.126469165086746}","{'x': 0.354110479354858, 'y': 0.785584568977356, 'z': -0.017236992716789}","{'x': 0.248534947633743, 'y': 0.760382294654846, 'z': -0.149774610996246}"
"{'x': 0.627294063568115, 'y': 0.155250430107117, 'z': -0.494069188833237}","{'x': 0.721146762371063, 'y': 0.323508948087692, 'z': -0.303828954696655}","{'x': 0.775224804878235, 'y': 0.471263825893402, 'z': -0.307717055082321}","{'x': 0.756184458732605, 'y': 0.525655567646027, 'z': -0.248562067747116}","{'x': 0.756362915039062, 'y': 0.538421928882599, 'z': -0.245090529322624}","{'x': 0.747352242469788, 'y': 0.534639537334442, 'z': -0.268835842609406}","{'x': 0.592089354991913, 'y': 0.632198810577393, 'z': -0.102757506072521}","{'x': 0.555609881877899, 'y': 0.886318743228912, 'z': -0.19176772236824}","{'x': 0.614823758602142, 'y': 1.06151270866394, 'z': 0.168994441628456}","{'x': 0.564929902553558, 'y': 1.138904571533203, 'z': 0.085260957479477}","{'x': 0.570838451385498, 'y': 0.239615470170975, 'z': -0.034854233264923}","{'x': 0.490182995796204, 'y': 0.265271753072739, 'z': 0.248839795589447}","{'x': 0.496221244335175, 'y': 0.251770943403244, 'z': 0.473795413970947}","{'x': 0.497301131486893, 'y': 0.25756561756134, 'z': 0.51628702878952}","{'x': 0.50060772895813, 'y': 0.251500815153122, 'z': 0.490458786487579}","{'x': 0.514617025852203, 'y': 0.555082619190216, 'z': 0.10247977823019}","{'x': 0.359942615032196, 'y': 0.466551810503006, 'z': -0.166911512613297}","{'x': 0.34741085767746, 'y': 0.762303709983826, 'z': -0.050129000097513}","{'x': 0.241722226142883, 'y': 0.752543270587921, 'z': -0.14858178794384}"
