nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.764714479446411, 'y': -0.004405826330185, 'z': -0.165210947394371}","{'x': 0.839330732822418, 'y': 0.061158806085587, 'z': -0.174357235431671}","{'x': 0.827158033847809, 'y': 0.265600919723511, 'z': -0.227405741810799}","{'x': 0.696800589561462, 'y': 0.36036479473114, 'z': -0.29133352637291}","{'x': 0.667665719985962, 'y': 0.399626314640045, 'z': -0.329844236373901}","{'x': 0.643520355224609, 'y': 0.352679133415222, 'z': -0.323489964008331}","{'x': 0.798103094100952, 'y': 0.467219144105911, 'z': -0.091703623533249}","{'x': 0.749557435512543, 'y': 0.797935009002686, 'z': -0.06156899780035}","{'x': 0.749368190765381, 'y': 1.106191635131836, 'z': -0.028329441323876}","{'x': 0.66820627450943, 'y': 1.190865159034729, 'z': -0.158856675028801}","{'x': 0.701913774013519, 'y': 0.073245525360107, 'z': 0.041350875049829}","{'x': 0.652895390987396, 'y': 0.28569158911705, 'z': 0.070474594831467}","{'x': 0.598185360431671, 'y': 0.408978462219238, 'z': -0.051074828952551}","{'x': 0.571897983551025, 'y': 0.45617288351059, 'z': -0.08785255253315}","{'x': 0.579751908779144, 'y': 0.457132548093796, 'z': -0.113125212490559}","{'x': 0.715419054031372, 'y': 0.46088507771492, 'z': 0.091174103319645}","{'x': 0.681574106216431, 'y': 0.774288177490234, 'z': 0.085590049624443}","{'x': 0.706289708614349, 'y': 1.057990193367004, 'z': 0.198907807469368}","{'x': 0.638572454452515, 'y': 1.144303441047668, 'z': 0.098683692514896}"
"{'x': 0.683225035667419, 'y': 0.03867319226265, 'z': 0.067463032901287}","{'x': 0.818555116653442, 'y': 0.068096280097961, 'z': 0.010291120968759}","{'x': 0.84889167547226, 'y': 0.265355110168457, 'z': -0.100734412670135}","{'x': 0.70284104347229, 'y': 0.318386554718018, 'z': -0.162534236907959}","{'x': 0.6804039478302, 'y': 0.364079922437668, 'z': -0.201327249407768}","{'x': 0.661124765872955, 'y': 0.322742760181427, 'z': -0.180798098444939}","{'x': 0.801247596740723, 'y': 0.482502102851868, 'z': -0.125864923000336}","{'x': 0.643208682537079, 'y': 0.654232382774353, 'z': -0.257676213979721}","{'x': 0.667182922363281, 'y': 0.976131558418274, 'z': -0.245925053954124}","{'x': 0.581128478050232, 'y': 1.067997217178345, 'z': -0.281178563833237}","{'x': 0.684454441070557, 'y': 0.139364391565323, 'z': 0.356499314308167}","{'x': 0.634111762046814, 'y': 0.342818826436996, 'z': 0.320821046829224}","{'x': 0.611899614334106, 'y': 0.407750070095062, 'z': 0.09684095531702}","{'x': 0.600755870342255, 'y': 0.446393340826035, 'z': 0.057340037077665}","{'x': 0.610488891601562, 'y': 0.421467989683151, 'z': 0.047783363610506}","{'x': 0.709578812122345, 'y': 0.471567153930664, 'z': 0.125369399785995}","{'x': 0.516287326812744, 'y': 0.609986662864685, 'z': 0.008928410708904}","{'x': 0.578180551528931, 'y': 0.943431854248047, 'z': -0.092027224600315}","{'x': 0.486503213644028, 'y': 1.03647243976593, 'z': -0.153048351407051}"
"{'x': 0.472040474414825, 'y': 0.121726721525192, 'z': -0.370780944824219}","{'x': 0.559274852275848, 'y': 0.244577139616013, 'z': -0.223722651600838}","{'x': 0.635800004005432, 'y': 0.342206120491028, 'z': -0.286308199167252}","{'x': 0.57930999994278, 'y': 0.408176362514496, 'z': -0.457383275032043}","{'x': 0.576550245285034, 'y': 0.426411539316177, 'z': -0.519140660762787}","{'x': 0.56453150510788, 'y': 0.416161328554153, 'z': -0.523399770259857}","{'x': 0.535911023616791, 'y': 0.53854513168335, 'z': -0.089323423802853}","{'x': 0.524931609630585, 'y': 0.753021538257599, 'z': -0.139486521482468}","{'x': 0.545262515544891, 'y': 0.960832834243774, 'z': 0.055960237979889}","{'x': 0.489338457584381, 'y': 0.997471928596497, 'z': -0.112452872097492}","{'x': 0.430523365736008, 'y': 0.267047852277756, 'z': 0.004022512119263}","{'x': 0.38876485824585, 'y': 0.402685791254044, 'z': 0.082993887364864}","{'x': 0.328754663467407, 'y': 0.526926934719086, 'z': -0.072641834616661}","{'x': 0.306053280830383, 'y': 0.550910830497742, 'z': -0.099793784320354}","{'x': 0.309060841798782, 'y': 0.550364136695862, 'z': -0.160545542836189}","{'x': 0.471831470727921, 'y': 0.545463621616364, 'z': 0.089382581412792}","{'x': 0.469947099685669, 'y': 0.764087319374084, 'z': 0.150607571005821}","{'x': 0.511923909187317, 'y': 0.968568682670593, 'z': 0.373147130012512}","{'x': 0.47317636013031, 'y': 0.990990459918976, 'z': 0.237919747829437}"
"{'x': 0.453033059835434, 'y': 0.192244380712509, 'z': -0.09187874943018}","{'x': 0.541522324085236, 'y': 0.271221071481705, 'z': 0.089279405772686}","{'x': 0.638231456279755, 'y': 0.27736422419548, 'z': 0.015184925869107}","{'x': 0.600241839885712, 'y': 0.339707732200623, 'z': -0.188425704836845}","{'x': 0.606130719184875, 'y': 0.370276749134064, 'z': -0.22322504222393}","{'x': 0.588993012905121, 'y': 0.361616611480713, 'z': -0.221103131771088}","{'x': 0.57489275932312, 'y': 0.523685097694397, 'z': -0.074107743799686}","{'x': 0.518483936786652, 'y': 0.453523904085159, 'z': -0.487615168094635}","{'x': 0.448101818561554, 'y': 0.600072145462036, 'z': -0.473186165094376}","{'x': 0.416655242443085, 'y': 0.60862535238266, 'z': -0.632329523563385}","{'x': 0.418492674827576, 'y': 0.351474285125732, 'z': 0.197549924254417}","{'x': 0.414990901947021, 'y': 0.483435362577438, 'z': 0.21505568921566}","{'x': 0.403292834758759, 'y': 0.593430697917938, 'z': 0.076282702386379}","{'x': 0.400166153907776, 'y': 0.628499150276184, 'z': 0.070076115429401}","{'x': 0.397995591163635, 'y': 0.621124923229218, 'z': 0.01899110339582}","{'x': 0.496354013681412, 'y': 0.573516428470612, 'z': 0.073895551264286}","{'x': 0.48055773973465, 'y': 0.780035257339478, 'z': -0.0926214158535}","{'x': 0.500579833984375, 'y': 0.987894654273987, 'z': -0.096600003540516}","{'x': 0.466064840555191, 'y': 1.072705388069153, 'z': -0.26927050948143}"
"{'x': 0.427527964115143, 'y': 0.222130686044693, 'z': 0.136928901076317}","{'x': 0.529540181159973, 'y': 0.289188414812088, 'z': 0.214105054736137}","{'x': 0.603259921073914, 'y': 0.277180701494217, 'z': 0.014430445618927}","{'x': 0.589799880981445, 'y': 0.154822736978531, 'z': -0.199674621224403}","{'x': 0.585695147514343, 'y': 0.126557737588882, 'z': -0.234949037432671}","{'x': 0.578077077865601, 'y': 0.122457802295685, 'z': -0.227466583251953}","{'x': 0.555253863334656, 'y': 0.524778962135315, 'z': -0.108388684689999}","{'x': 0.420977294445038, 'y': 0.584470272064209, 'z': -0.295663803815842}","{'x': 0.288317263126373, 'y': 0.805821359157562, 'z': -0.405548989772797}","{'x': 0.236213773488998, 'y': 0.808786034584045, 'z': -0.582348644733429}","{'x': 0.419392108917236, 'y': 0.36884394288063, 'z': 0.3824602663517}","{'x': 0.36958646774292, 'y': 0.495343863964081, 'z': 0.373695105314255}","{'x': 0.312472999095917, 'y': 0.577873766422272, 'z': 0.262313425540924}","{'x': 0.296612560749054, 'y': 0.594990730285645, 'z': 0.264451295137405}","{'x': 0.29730436205864, 'y': 0.59428071975708, 'z': 0.227894157171249}","{'x': 0.499611347913742, 'y': 0.560312211513519, 'z': 0.107854224741459}","{'x': 0.437570720911026, 'y': 0.705762386322021, 'z': 0.011784864589572}","{'x': 0.434969156980515, 'y': 0.937437295913696, 'z': -0.061409562826157}","{'x': 0.37138307094574, 'y': 0.990471959114075, 'z': -0.189412966370583}"
"{'x': 0.42964306473732, 'y': 0.277940213680267, 'z': 0.299691259860992}","{'x': 0.52954888343811, 'y': 0.263023257255554, 'z': 0.200515314936638}","{'x': 0.542562305927277, 'y': 0.256451696157455, 'z': -0.002149191685021}","{'x': 0.483347088098526, 'y': 0.149773597717285, 'z': -0.071962334215641}","{'x': 0.473341584205627, 'y': 0.129862099885941, 'z': -0.104698367416859}","{'x': 0.469236999750137, 'y': 0.124981075525284, 'z': -0.076687715947628}","{'x': 0.52870237827301, 'y': 0.513644516468048, 'z': -0.10874056071043}","{'x': 0.415165603160858, 'y': 0.485618740320206, 'z': -0.1163125410676}","{'x': 0.281354963779449, 'y': 0.664263844490051, 'z': -0.162712305784225}","{'x': 0.206316858530045, 'y': 0.654276669025421, 'z': -0.261660516262054}","{'x': 0.449821621179581, 'y': 0.362570017576218, 'z': 0.439972281455994}","{'x': 0.438595592975616, 'y': 0.525785863399506, 'z': 0.388733267784119}","{'x': 0.433920949697495, 'y': 0.630307555198669, 'z': 0.259838700294495}","{'x': 0.425359189510345, 'y': 0.67274135351181, 'z': 0.242986753582954}","{'x': 0.43355917930603, 'y': 0.666515290737152, 'z': 0.228298231959343}","{'x': 0.492545306682587, 'y': 0.542900025844574, 'z': 0.107715778052807}","{'x': 0.447743833065033, 'y': 0.682030320167542, 'z': 0.0217623449862}","{'x': 0.497158080339432, 'y': 0.979320526123047, 'z': -0.106747932732105}","{'x': 0.427607983350754, 'y': 1.033903121948242, 'z': -0.214065179228783}"
"{'x': 0.424974352121353, 'y': 0.274495363235474, 'z': -0.061271004378796}","{'x': 0.523634970188141, 'y': 0.287068665027618, 'z': -0.039361149072647}","{'x': 0.569115817546844, 'y': 0.281839519739151, 'z': -0.181405946612358}","{'x': 0.480613023042679, 'y': 0.252364039421082, 'z': -0.284910172224045}","{'x': 0.456970453262329, 'y': 0.244493663311005, 'z': -0.328237533569336}","{'x': 0.447931259870529, 'y': 0.235586822032928, 'z': -0.307011514902115}","{'x': 0.550594806671143, 'y': 0.545981705188751, 'z': -0.082879975438118}","{'x': 0.514259576797485, 'y': 0.750303745269775, 'z': -0.206680238246918}","{'x': 0.51010537147522, 'y': 1.008694410324097, 'z': -0.247709929943085}","{'x': 0.47277957201004, 'y': 1.043818712234497, 'z': -0.436118274927139}","{'x': 0.43354532122612, 'y': 0.346663862466812, 'z': 0.184360086917877}","{'x': 0.411757737398148, 'y': 0.428374975919724, 'z': 0.186548337340355}","{'x': 0.38312965631485, 'y': 0.449379086494446, 'z': 0.053612131625414}","{'x': 0.374034643173218, 'y': 0.462419211864471, 'z': 0.030744915828109}","{'x': 0.374845623970032, 'y': 0.453534603118896, 'z': 0.011857581324875}","{'x': 0.490471243858337, 'y': 0.533906579017639, 'z': 0.082825273275375}","{'x': 0.404880672693253, 'y': 0.566698670387268, 'z': -0.114117249846458}","{'x': 0.36041259765625, 'y': 0.790052056312561, 'z': -0.159523442387581}","{'x': 0.304018139839172, 'y': 0.77443265914917, 'z': -0.282940745353699}"
"{'x': 0.451356828212738, 'y': 0.196510583162308, 'z': -0.147170975804329}","{'x': 0.524072408676147, 'y': 0.300752282142639, 'z': -0.052065685391426}","{'x': 0.513707160949707, 'y': 0.41497004032135, 'z': -0.181847438216209}","{'x': 0.421751737594604, 'y': 0.369044542312622, 'z': -0.293933987617493}","{'x': 0.394161760807037, 'y': 0.370312035083771, 'z': -0.334321856498718}","{'x': 0.400013953447342, 'y': 0.355199038982391, 'z': -0.306988656520844}","{'x': 0.540009379386902, 'y': 0.54599392414093, 'z': -0.049694426357746}","{'x': 0.535862565040588, 'y': 0.51238340139389, 'z': -0.543400526046753}","{'x': 0.516308069229126, 'y': 0.7608482837677, 'z': -0.516067326068878}","{'x': 0.50947380065918, 'y': 0.795055747032166, 'z': -0.700872421264648}","{'x': 0.41464552283287, 'y': 0.315470606088638, 'z': 0.128302901983261}","{'x': 0.418089389801025, 'y': 0.44523298740387, 'z': 0.035033423453569}","{'x': 0.442532747983932, 'y': 0.472345978021622, 'z': -0.171648472547531}","{'x': 0.448062896728516, 'y': 0.486058294773102, 'z': -0.196227967739105}","{'x': 0.450241446495056, 'y': 0.472941637039185, 'z': -0.197757810354233}","{'x': 0.467874497175217, 'y': 0.585680305957794, 'z': 0.049872908741236}","{'x': 0.485414505004883, 'y': 0.765935838222504, 'z': -0.114738285541534}","{'x': 0.51944500207901, 'y': 0.992826998233795, 'z': -0.026721270754933}","{'x': 0.492568880319595, 'y': 1.01650595664978, 'z': -0.215605989098549}"
"{'x': 0.488946914672852, 'y': 0.202495217323303, 'z': -0.280588448047638}","{'x': 0.54903382062912, 'y': 0.340669125318527, 'z': 0.005910121835768}","{'x': 0.582572102546692, 'y': 0.472033113241196, 'z': 0.101485557854176}","{'x': 0.584312975406647, 'y': 0.600532829761505, 'z': 0.081322059035301}","{'x': 0.591011345386505, 'y': 0.640456438064575, 'z': 0.075491651892662}","{'x': 0.586056470870972, 'y': 0.636110782623291, 'z': 0.045701906085014}","{'x': 0.529241919517517, 'y': 0.571870982646942, 'z': 0.043606601655483}","{'x': 0.591505408287048, 'y': 0.454129993915558, 'z': -0.409100383520126}","{'x': 0.629741251468658, 'y': 0.700532674789429, 'z': -0.441653490066528}","{'x': 0.68148273229599, 'y': 0.688168883323669, 'z': -0.591786563396454}","{'x': 0.401845872402191, 'y': 0.317571550607681, 'z': -0.055571086704731}","{'x': 0.291909575462341, 'y': 0.341223537921906, 'z': -0.010036199353635}","{'x': 0.351558148860931, 'y': 0.402113676071167, 'z': 0.01938914693892}","{'x': 0.365834802389145, 'y': 0.421654343605042, 'z': 0.019055113196373}","{'x': 0.391941636800766, 'y': 0.422685414552689, 'z': 0.009960282593966}","{'x': 0.450932651758194, 'y': 0.60435676574707, 'z': -0.043667335063219}","{'x': 0.503710150718689, 'y': 0.783809542655945, 'z': -0.169567734003067}","{'x': 0.533962607383728, 'y': 1.013364911079407, 'z': -0.122317127883434}","{'x': 0.550537049770355, 'y': 1.038001775741577, 'z': -0.308282881975174}"
"{'x': 0.502352356910706, 'y': 0.204355806112289, 'z': -0.164090514183044}","{'x': 0.559888899326324, 'y': 0.328399777412415, 'z': 0.095739401876926}","{'x': 0.60154926776886, 'y': 0.451714605093002, 'z': 0.101181179285049}","{'x': 0.619017422199249, 'y': 0.468157142400742, 'z': -0.025429842993617}","{'x': 0.62798410654068, 'y': 0.478810548782349, 'z': -0.042338222265244}","{'x': 0.625261902809143, 'y': 0.468752861022949, 'z': -0.06494253128767}","{'x': 0.565579831600189, 'y': 0.564530789852142, 'z': 0.035222053527832}","{'x': 0.681203305721283, 'y': 0.504319369792938, 'z': -0.282733201980591}","{'x': 0.717882394790649, 'y': 0.772567689418793, 'z': -0.241232186555862}","{'x': 0.807778596878052, 'y': 0.803450107574463, 'z': -0.404724717140198}","{'x': 0.428615093231201, 'y': 0.324788331985474, 'z': 0.065301328897476}","{'x': 0.345607459545135, 'y': 0.415716052055359, 'z': 0.123067885637283}","{'x': 0.272383689880371, 'y': 0.418186604976654, 'z': 0.08312164992094}","{'x': 0.270802438259125, 'y': 0.413960486650467, 'z': 0.078816071152687}","{'x': 0.252752870321274, 'y': 0.406792640686035, 'z': 0.039378136396408}","{'x': 0.489954441785812, 'y': 0.60308039188385, 'z': -0.035192154347897}","{'x': 0.501441776752472, 'y': 0.776009500026703, 'z': -0.141486212611198}","{'x': 0.514272928237915, 'y': 1.015329122543335, 'z': -0.0118403499946}","{'x': 0.503872275352478, 'y': 1.070840120315552, 'z': -0.192076802253723}"
"{'x': 0.555773258209229, 'y': 0.220756262540817, 'z': -0.183142438530922}","{'x': 0.602949798107147, 'y': 0.321551918983459, 'z': 0.063014358282089}","{'x': 0.608320772647858, 'y': 0.385020732879639, 'z': 0.001648247125559}","{'x': 0.592782080173492, 'y': 0.416227281093597, 'z': -0.134490013122559}","{'x': 0.589583814144135, 'y': 0.424591362476349, 'z': -0.156199902296066}","{'x': 0.589573681354523, 'y': 0.415605902671814, 'z': -0.170561835169792}","{'x': 0.583517551422119, 'y': 0.547861933708191, 'z': 0.055833391845226}","{'x': 0.692195653915405, 'y': 0.544626891613007, 'z': -0.254284083843231}","{'x': 0.749473989009857, 'y': 0.796972513198853, 'z': -0.196836367249489}","{'x': 0.823876678943634, 'y': 0.803965270519257, 'z': -0.367620855569839}","{'x': 0.484478443861008, 'y': 0.292612135410309, 'z': -0.026525037363172}","{'x': 0.427134245634079, 'y': 0.205550819635391, 'z': -0.174569815397263}","{'x': 0.363731265068054, 'y': 0.103117018938065, 'z': -0.286125272512436}","{'x': 0.344052731990814, 'y': 0.075406849384308, 'z': -0.329990386962891}","{'x': 0.351972341537476, 'y': 0.071946144104004, 'z': -0.31774377822876}","{'x': 0.516699314117432, 'y': 0.570127606391907, 'z': -0.055916894227266}","{'x': 0.541358470916748, 'y': 0.769958555698395, 'z': -0.18804107606411}","{'x': 0.545084357261658, 'y': 0.982426047325134, 'z': -0.083109930157661}","{'x': 0.553725302219391, 'y': 1.027492761611938, 'z': -0.281226634979248}"
"{'x': 0.585150480270386, 'y': 0.323565691709518, 'z': 0.162526056170464}","{'x': 0.535497963428497, 'y': 0.362173169851303, 'z': 0.13181246817112}","{'x': 0.536684572696686, 'y': 0.334908664226532, 'z': 0.1587935090065}","{'x': 0.581690847873688, 'y': 0.315655618906021, 'z': 0.170097813010216}","{'x': 0.59441065788269, 'y': 0.309913069009781, 'z': 0.176496475934982}","{'x': 0.594790935516357, 'y': 0.316550970077515, 'z': 0.158686861395836}","{'x': 0.495754271745682, 'y': 0.589244365692139, 'z': 0.054601930081844}","{'x': 0.523051619529724, 'y': 0.776374995708466, 'z': -0.002196208108217}","{'x': 0.524603426456451, 'y': 0.977166056632996, 'z': -0.032179947942495}","{'x': 0.558743834495544, 'y': 1.025233268737793, 'z': -0.101472139358521}","{'x': 0.570416986942291, 'y': 0.37251228094101, 'z': 0.000500312191434}","{'x': 0.588626325130463, 'y': 0.354412317276001, 'z': 0.018502801656723}","{'x': 0.571645200252533, 'y': 0.309697479009628, 'z': 0.137251332402229}","{'x': 0.568165719509125, 'y': 0.297770708799362, 'z': 0.138851001858711}","{'x': 0.562363743782043, 'y': 0.304319471120834, 'z': 0.138957649469376}","{'x': 0.520133912563324, 'y': 0.594635426998138, 'z': -0.054868541657925}","{'x': 0.545939385890961, 'y': 0.782798111438751, 'z': -0.093100555241108}","{'x': 0.532699227333069, 'y': 0.979780972003937, 'z': -0.118161991238594}","{'x': 0.572609961032867, 'y': 1.020360827445984, 'z': -0.195265889167786}"
"{'x': 0.55391538143158, 'y': 0.344242036342621, 'z': 0.034091003239155}","{'x': 0.549647688865662, 'y': 0.42317059636116, 'z': 0.22526378929615}","{'x': 0.54345315694809, 'y': 0.510407447814941, 'z': 0.197895288467407}","{'x': 0.561344742774963, 'y': 0.494038939476013, 'z': 0.087081581354141}","{'x': 0.567189693450928, 'y': 0.499967455863953, 'z': 0.075071983039379}","{'x': 0.564458966255188, 'y': 0.494464248418808, 'z': 0.064115010201931}","{'x': 0.497624188661575, 'y': 0.587456345558167, 'z': 0.068229854106903}","{'x': 0.533162295818329, 'y': 0.672854721546173, 'z': -0.046076685190201}","{'x': 0.524488091468811, 'y': 0.847445726394653, 'z': -0.033923540264368}","{'x': 0.566720604896545, 'y': 0.890859484672546, 'z': -0.097990706562996}","{'x': 0.481784701347351, 'y': 0.360476136207581, 'z': 0.033732153475285}","{'x': 0.433334082365036, 'y': 0.371348559856415, 'z': -0.110430933535099}","{'x': 0.478519022464752, 'y': 0.374407440423965, 'z': -0.20708192884922}","{'x': 0.487664967775345, 'y': 0.374108999967575, 'z': -0.239617899060249}","{'x': 0.500379741191864, 'y': 0.36741116642952, 'z': -0.219713538885117}","{'x': 0.451760798692703, 'y': 0.579933345317841, 'z': -0.068516939878464}","{'x': 0.463451951742172, 'y': 0.711724400520325, 'z': -0.245550930500031}","{'x': 0.447444319725037, 'y': 0.927539229393005, 'z': -0.320766448974609}","{'x': 0.458519577980042, 'y': 0.965598285198212, 'z': -0.439044296741486}"
"{'x': 0.572516918182373, 'y': 0.37958887219429, 'z': -0.002312012249604}","{'x': 0.538966953754425, 'y': 0.456328988075256, 'z': 0.204514011740685}","{'x': 0.509543180465698, 'y': 0.519622802734375, 'z': 0.245381578803062}","{'x': 0.50316059589386, 'y': 0.566354036331177, 'z': 0.206980153918266}","{'x': 0.501290619373322, 'y': 0.582379221916199, 'z': 0.206099390983582}","{'x': 0.504018843173981, 'y': 0.582628488540649, 'z': 0.182318687438965}","{'x': 0.473707944154739, 'y': 0.612228333950043, 'z': 0.083496674895287}","{'x': 0.476959705352783, 'y': 0.76389354467392, 'z': 0.031069042161107}","{'x': 0.448062539100647, 'y': 0.934890866279602, 'z': 0.04989542812109}","{'x': 0.477977871894836, 'y': 0.971670567989349, 'z': -0.030694715678692}","{'x': 0.49900871515274, 'y': 0.391374289989471, 'z': -0.044016309082508}","{'x': 0.446432560682297, 'y': 0.356695652008057, 'z': -0.203280925750732}","{'x': 0.471733927726746, 'y': 0.399436771869659, 'z': -0.281845301389694}","{'x': 0.479998052120209, 'y': 0.411118030548096, 'z': -0.32024672627449}","{'x': 0.492809951305389, 'y': 0.42141792178154, 'z': -0.295232951641083}","{'x': 0.443200349807739, 'y': 0.595196187496185, 'z': -0.083496674895287}","{'x': 0.460793226957321, 'y': 0.745613753795624, 'z': -0.189188659191132}","{'x': 0.437239140272141, 'y': 0.937905430793762, 'z': -0.232874691486359}","{'x': 0.468025684356689, 'y': 0.972472310066223, 'z': -0.351249724626541}"
