nose,left_shoulder,left_elbow,left_wrist,left_pinky,left_index,left_hip,left_knee,left_heel,left_foot_index,right_shoulder,right_elbow,right_wrist,right_pinky,right_index,right_hip,right_knee,right_heel,right_foot_index
"{'x': 0.626588523387909, 'y': 0.239347070455551, 'z': -0.183083981275558}","{'x': 0.690256416797638, 'y': 0.379730463027954, 'z': 0.072530873119831}","{'x': 0.704716742038727, 'y': 0.51571261882782, 'z': 0.046868998557329}","{'x': 0.687041521072388, 'y': 0.626501560211182, 'z': -0.073660247027874}","{'x': 0.68776148557663, 'y': 0.652953267097473, 'z': -0.093800738453865}","{'x': 0.681792378425598, 'y': 0.649746119976044, 'z': -0.123980104923248}","{'x': 0.645735323429108, 'y': 0.638718962669373, 'z': 0.023748213425279}","{'x': 0.681727111339569, 'y': 0.821935653686523, 'z': -0.000618116289843}","{'x': 0.694586157798767, 'y': 1.032729983329773, 'z': 0.154473185539246}","{'x': 0.715898931026459, 'y': 1.078739285469055, 'z': 0.007423277478665}","{'x': 0.55911386013031, 'y': 0.351437449455261, 'z': 0.019215034320951}","{'x': 0.502647042274475, 'y': 0.252500057220459, 'z': -0.242438837885857}","{'x': 0.523174226284027, 'y': 0.129929423332214, 'z': -0.399296253919601}","{'x': 0.525806427001953, 'y': 0.095296025276184, 'z': -0.464046984910965}","{'x': 0.532770395278931, 'y': 0.098497629165649, 'z': -0.424393445253372}","{'x': 0.569422841072083, 'y': 0.638670742511749, 'z': -0.023920757696033}","{'x': 0.5702064037323, 'y': 0.83929842710495, 'z': -0.058664675801992}","{'x': 0.594497561454773, 'y': 1.014269232749939, 'z': 0.097565315663815}","{'x': 0.597762882709503, 'y': 1.067012071609497, 'z': -0.051919806748629}"
"{'x': 0.483115166425705, 'y': 0.23165100812912, 'z': -0.237002149224281}","{'x': 0.547666192054749, 'y': 0.366082191467285, 'z': -0.014002448879182}","{'x': 0.577669203281403, 'y': 0.49441459774971, 'z': -0.141736581921577}","{'x': 0.555193603038788, 'y': 0.515548288822174, 'z': -0.380328506231308}","{'x': 0.551224708557129, 'y': 0.527981996536255, 'z': -0.435604572296143}","{'x': 0.543989717960358, 'y': 0.51403146982193, 'z': -0.443675845861435}","{'x': 0.505470454692841, 'y': 0.627284228801727, 'z': 0.001285022706725}","{'x': 0.501528263092041, 'y': 0.83818519115448, 'z': -0.008889108896255}","{'x': 0.500384628772736, 'y': 1.079053401947021, 'z': 0.131830915808678}","{'x': 0.495159476995468, 'y': 1.120462656021118, 'z': -0.024336133152246}","{'x': 0.413675397634506, 'y': 0.338358998298645, 'z': 0.023480087518692}","{'x': 0.325667083263397, 'y': 0.285821408033371, 'z': -0.19040884077549}","{'x': 0.315519690513611, 'y': 0.157605141401291, 'z': -0.421907842159271}","{'x': 0.311574459075928, 'y': 0.127184569835663, 'z': -0.488434761762619}","{'x': 0.317158997058868, 'y': 0.120613038539886, 'z': -0.475471794605255}","{'x': 0.425627380609512, 'y': 0.618961095809937, 'z': -0.000369503744878}","{'x': 0.431862652301788, 'y': 0.835394978523254, 'z': -0.044514335691929}","{'x': 0.454067289829254, 'y': 1.062417268753052, 'z': 0.076677165925503}","{'x': 0.455021351575851, 'y': 1.108222723007202, 'z': -0.082730621099472}"
"{'x': 0.515011727809906, 'y': 0.236104488372803, 'z': -0.207832902669907}","{'x': 0.569614291191101, 'y': 0.367910593748093, 'z': 0.019095757976174}","{'x': 0.590256214141846, 'y': 0.479150056838989, 'z': -0.137489452958107}","{'x': 0.577326893806458, 'y': 0.458419322967529, 'z': -0.34769082069397}","{'x': 0.577747583389282, 'y': 0.451494514942169, 'z': -0.39316537976265}","{'x': 0.577696084976196, 'y': 0.444518685340881, 'z': -0.39198112487793}","{'x': 0.533639311790466, 'y': 0.623217225074768, 'z': 0.000590728770476}","{'x': 0.575184106826782, 'y': 0.819987535476685, 'z': -0.022219171747565}","{'x': 0.609168946743011, 'y': 1.045141696929932, 'z': 0.120081230998039}","{'x': 0.62401282787323, 'y': 1.098071217536926, 'z': -0.060543913394213}","{'x': 0.443312913179398, 'y': 0.3391452729702, 'z': 0.031026905402541}","{'x': 0.378305226564407, 'y': 0.242280751466751, 'z': -0.208543434739113}","{'x': 0.390987247228622, 'y': 0.096248507499695, 'z': -0.364980638027191}","{'x': 0.390658348798752, 'y': 0.070758759975433, 'z': -0.420402735471725}","{'x': 0.397087424993515, 'y': 0.068373262882233, 'z': -0.391744285821915}","{'x': 0.453562498092651, 'y': 0.62247097492218, 'z': -0.000688335450832}","{'x': 0.459250420331955, 'y': 0.82628071308136, 'z': -0.055214866995811}","{'x': 0.474301129579544, 'y': 1.035645484924316, 'z': 0.110903427004814}","{'x': 0.460905909538269, 'y': 1.091861963272095, 'z': -0.064659126102924}"
"{'x': 0.675512373447418, 'y': 0.240485996007919, 'z': -0.179060816764832}","{'x': 0.743752837181091, 'y': 0.370830982923508, 'z': 0.098294146358967}","{'x': 0.782985031604767, 'y': 0.475256264209747, 'z': 0.056403454393148}","{'x': 0.773184597492218, 'y': 0.527482807636261, 'z': -0.095209307968616}","{'x': 0.777723908424377, 'y': 0.590701937675476, 'z': -0.121851094067097}","{'x': 0.77069890499115, 'y': 0.586446821689606, 'z': -0.151858150959015}","{'x': 0.703428864479065, 'y': 0.647843182086945, 'z': 0.019385401159525}","{'x': 0.684548199176788, 'y': 0.851356983184814, 'z': -0.0775416046381}","{'x': 0.64624696969986, 'y': 1.108352184295654, 'z': 0.044414654374123}","{'x': 0.645788609981537, 'y': 1.163125157356262, 'z': -0.103552393615246}","{'x': 0.601717472076416, 'y': 0.34413954615593, 'z': 0.030900960788131}","{'x': 0.545736908912659, 'y': 0.263999491930008, 'z': -0.258565485477448}","{'x': 0.546525776386261, 'y': 0.11809116601944, 'z': -0.47590634226799}","{'x': 0.546311140060425, 'y': 0.084505677223206, 'z': -0.544894516468048}","{'x': 0.55465304851532, 'y': 0.082157731056213, 'z': -0.510400414466858}","{'x': 0.616012275218964, 'y': 0.633468627929688, 'z': -0.01854408159852}","{'x': 0.609914004802704, 'y': 0.845475733280182, 'z': -0.119888015091419}","{'x': 0.597306728363037, 'y': 1.075215697288513, 'z': -0.06302884221077}","{'x': 0.608139991760254, 'y': 1.133648633956909, 'z': -0.228698655962944}"
"{'x': 0.761247754096985, 'y': 0.156056731939316, 'z': -0.180961161851883}","{'x': 0.818203747272491, 'y': 0.29567751288414, 'z': 0.074904173612595}","{'x': 0.843926727771759, 'y': 0.459170252084732, 'z': 0.095596358180046}","{'x': 0.869023144245148, 'y': 0.59093052148819, 'z': -0.00661901710555}","{'x': 0.873256266117096, 'y': 0.632270693778992, 'z': -0.031706377863884}","{'x': 0.867307543754578, 'y': 0.628073632717133, 'z': -0.071086429059505}","{'x': 0.808976471424103, 'y': 0.588086128234863, 'z': 0.013667530380189}","{'x': 0.810932159423828, 'y': 0.805042386054993, 'z': 0.030751943588257}","{'x': 0.79484885931015, 'y': 1.033206701278687, 'z': 0.171035021543503}","{'x': 0.792752146720886, 'y': 1.134516954421997, 'z': 0.040353573858738}","{'x': 0.685253977775574, 'y': 0.263674110174179, 'z': 0.011004652827978}","{'x': 0.641232371330261, 'y': 0.140565276145935, 'z': -0.179739475250244}","{'x': 0.667941451072693, 'y': -0.013672053813934, 'z': -0.237769216299057}","{'x': 0.670222222805023, 'y': -0.04064953327179, 'z': -0.294424563646317}","{'x': 0.673104763031006, 'y': -0.043955385684967, 'z': -0.263577163219452}","{'x': 0.721937358379364, 'y': 0.584498286247253, 'z': -0.014039760455489}","{'x': 0.73160308599472, 'y': 0.811242341995239, 'z': -0.032908968627453}","{'x': 0.758269906044006, 'y': 1.037427663803101, 'z': 0.049477986991405}","{'x': 0.757800340652466, 'y': 1.105084419250488, 'z': -0.094756454229355}"
"{'x': 0.676896870136261, 'y': 0.213889271020889, 'z': -0.21429280936718}","{'x': 0.748668670654297, 'y': 0.357081472873688, 'z': 0.025120448321104}","{'x': 0.785877704620361, 'y': 0.383198410272598, 'z': -0.329568564891815}","{'x': 0.751095354557037, 'y': 0.376217365264893, 'z': -0.724171996116638}","{'x': 0.761033535003662, 'y': 0.359759658575058, 'z': -0.804440259933472}","{'x': 0.748835027217865, 'y': 0.361783564090729, 'z': -0.79037868976593}","{'x': 0.700134873390198, 'y': 0.697299599647522, 'z': -0.004112740978599}","{'x': 0.750571608543396, 'y': 0.886555254459381, 'z': -0.103850722312927}","{'x': 0.779714047908783, 'y': 1.114177346229553, 'z': 0.180164158344269}","{'x': 0.808131873607635, 'y': 1.180480360984802, 'z': 0.009530024603009}","{'x': 0.591042101383209, 'y': 0.33707594871521, 'z': -0.012148263864219}","{'x': 0.514325201511383, 'y': 0.265892833471298, 'z': -0.38698673248291}","{'x': 0.485172301530838, 'y': 0.112755954265594, 'z': -0.72475790977478}","{'x': 0.478714406490326, 'y': 0.080695927143097, 'z': -0.811471045017242}","{'x': 0.483940184116364, 'y': 0.072196125984192, 'z': -0.793308198451996}","{'x': 0.598198294639587, 'y': 0.68488872051239, 'z': 0.003947956953198}","{'x': 0.53400194644928, 'y': 0.899063408374786, 'z': -0.088031426072121}","{'x': 0.530772805213928, 'y': 1.024639248847961, 'z': 0.297051131725311}","{'x': 0.508593082427979, 'y': 1.143708229064941, 'z': 0.169032067060471}"
"{'x': 0.481615751981735, 'y': 0.19587779045105, 'z': -0.043033502995968}","{'x': 0.54235452413559, 'y': 0.318138748407364, 'z': 0.086682260036469}","{'x': 0.513210892677307, 'y': 0.4212287068367, 'z': 0.040128145366907}","{'x': 0.501516342163086, 'y': 0.430623322725296, 'z': -0.029463766142726}","{'x': 0.49970144033432, 'y': 0.43857741355896, 'z': -0.050382357090712}","{'x': 0.505311191082001, 'y': 0.432229518890381, 'z': -0.079846121370792}","{'x': 0.507437169551849, 'y': 0.593958616256714, 'z': -0.039034362882376}","{'x': 0.483756422996521, 'y': 0.829556882381439, 'z': -0.108694635331631}","{'x': 0.485264271497726, 'y': 1.075232863426208, 'z': -0.093381680548191}","{'x': 0.466594368219376, 'y': 1.128491520881653, 'z': -0.253620803356171}","{'x': 0.431542903184891, 'y': 0.315690875053406, 'z': 0.20549438893795}","{'x': 0.339274913072586, 'y': 0.275904625654221, 'z': 0.030882265418768}","{'x': 0.300438344478607, 'y': 0.125386595726013, 'z': -0.219576835632324}","{'x': 0.293510317802429, 'y': 0.092967450618744, 'z': -0.275359749794006}","{'x': 0.300174057483673, 'y': 0.088739216327667, 'z': -0.262644529342651}","{'x': 0.455690503120422, 'y': 0.591554045677185, 'z': 0.038624193519354}","{'x': 0.48283863067627, 'y': 0.824992060661316, 'z': -0.040675036609173}","{'x': 0.507204174995422, 'y': 1.047633528709412, 'z': -0.031138619408011}","{'x': 0.496829628944397, 'y': 1.096836805343628, 'z': -0.179653778672218}"
"{'x': 0.448559910058975, 'y': 0.135169178247452, 'z': -0.222756966948509}","{'x': 0.510096192359924, 'y': 0.299956351518631, 'z': 0.060989938676357}","{'x': 0.532821595668793, 'y': 0.443863570690155, 'z': 0.085385911166668}","{'x': 0.502140581607819, 'y': 0.565720498561859, 'z': -0.035508278757334}","{'x': 0.501400351524353, 'y': 0.609289705753326, 'z': -0.053294349461794}","{'x': 0.490708649158478, 'y': 0.60229766368866, 'z': -0.084300227463245}","{'x': 0.454251527786255, 'y': 0.596461594104767, 'z': 0.028403429314494}","{'x': 0.438119918107986, 'y': 0.82302463054657, 'z': 0.041160225868225}","{'x': 0.410175025463104, 'y': 1.024405956268311, 'z': 0.226971969008446}","{'x': 0.422558039426804, 'y': 1.110492706298828, 'z': 0.067567907273769}","{'x': 0.369784861803055, 'y': 0.258606106042862, 'z': 0.00699707865715}","{'x': 0.285959124565125, 'y': 0.177774131298065, 'z': -0.254050225019455}","{'x': 0.259227097034454, 'y': 0.033684730529785, 'z': -0.474891275167465}","{'x': 0.256147801876068, 'y': -0.008079648017883, 'z': -0.535434186458588}","{'x': 0.258229911327362, 'y': -0.009267866611481, 'z': -0.511676847934723}","{'x': 0.364750444889069, 'y': 0.577562034130096, 'z': -0.028595020994544}","{'x': 0.345303744077682, 'y': 0.811988055706024, 'z': -0.018121356144547}","{'x': 0.32636347413063, 'y': 1.056438446044922, 'z': 0.10767438262701}","{'x': 0.32704621553421, 'y': 1.114695072174072, 'z': -0.072166100144386}"
"{'x': 0.541834115982056, 'y': 0.155277192592621, 'z': -0.243948444724083}","{'x': 0.620609521865845, 'y': 0.31896710395813, 'z': 0.039479579776525}","{'x': 0.648134112358093, 'y': 0.459898233413696, 'z': 0.085637301206589}","{'x': 0.671208143234253, 'y': 0.569293260574341, 'z': 0.013470851816237}","{'x': 0.679848432540894, 'y': 0.61018967628479, 'z': -0.005610127002001}","{'x': 0.672556757926941, 'y': 0.608239948749542, 'z': -0.051624625921249}","{'x': 0.581752121448517, 'y': 0.609849035739899, 'z': 0.001756489393301}","{'x': 0.587801873683929, 'y': 0.777377247810364, 'z': -0.255209624767303}","{'x': 0.572259545326233, 'y': 1.027513146400452, 'z': -0.10698115080595}","{'x': 0.575122177600861, 'y': 1.113111138343811, 'z': -0.279172360897064}","{'x': 0.467233628034592, 'y': 0.296916484832764, 'z': 0.017284592613578}","{'x': 0.377318024635315, 'y': 0.206117391586304, 'z': -0.169572323560715}","{'x': 0.381893336772919, 'y': 0.033978521823883, 'z': -0.303004145622253}","{'x': 0.380620121955872, 'y': 0.004434645175934, 'z': -0.353810369968414}","{'x': 0.386569023132324, 'y': -0.010835528373718, 'z': -0.33076423406601}","{'x': 0.484908610582352, 'y': 0.602794826030731, 'z': -0.001684879418463}","{'x': 0.459653198719025, 'y': 0.822822451591492, 'z': -0.176774233579636}","{'x': 0.43243944644928, 'y': 1.087208151817322, 'z': -0.111302301287651}","{'x': 0.418495446443558, 'y': 1.144676208496094, 'z': -0.316098541021347}"
"{'x': 0.597037136554718, 'y': 0.209745019674301, 'z': -0.15185384452343}","{'x': 0.674668312072754, 'y': 0.344480067491531, 'z': 0.111326709389687}","{'x': 0.698682725429535, 'y': 0.487434267997742, 'z': 0.136612266302109}","{'x': 0.715563654899597, 'y': 0.599529087543488, 'z': 0.064513303339481}","{'x': 0.72162127494812, 'y': 0.628892064094543, 'z': 0.046427100896835}","{'x': 0.71236515045166, 'y': 0.627944648265839, 'z': 0.002934617688879}","{'x': 0.652011930942535, 'y': 0.624988853931427, 'z': 0.011501418426633}","{'x': 0.677791476249695, 'y': 0.86716628074646, 'z': 0.010465413331985}","{'x': 0.694124519824982, 'y': 1.114512205123901, 'z': 0.172784671187401}","{'x': 0.695605516433716, 'y': 1.169188737869263, 'z': 0.023915927857161}","{'x': 0.5340336561203, 'y': 0.326037645339966, 'z': 0.05755976960063}","{'x': 0.467431604862213, 'y': 0.227004289627075, 'z': -0.193294078111649}","{'x': 0.483346283435822, 'y': 0.078661203384399, 'z': -0.33320751786232}","{'x': 0.481713801622391, 'y': 0.042844593524933, 'z': -0.402040421962738}","{'x': 0.487419426441193, 'y': 0.041781425476074, 'z': -0.366921603679657}","{'x': 0.566461145877838, 'y': 0.631734907627106, 'z': -0.01092195790261}","{'x': 0.571645677089691, 'y': 0.877183377742767, 'z': -0.045197941362858}","{'x': 0.609163224697113, 'y': 1.097517251968384, 'z': 0.110062427818775}","{'x': 0.615754961967468, 'y': 1.160376071929932, 'z': -0.041440226137638}"
"{'x': 0.759091079235077, 'y': 0.191320687532425, 'z': -0.297670900821686}","{'x': 0.829237461090088, 'y': 0.325719624757767, 'z': -0.025224305689335}","{'x': 0.884766101837158, 'y': 0.460837513208389, 'z': 0.013471877202392}","{'x': 0.8946333527565, 'y': 0.606220543384552, 'z': -0.068502821028233}","{'x': 0.897246360778809, 'y': 0.644869863986969, 'z': -0.097939774394035}","{'x': 0.891056001186371, 'y': 0.639041662216187, 'z': -0.140994757413864}","{'x': 0.810465693473816, 'y': 0.624705016613007, 'z': 0.001565772574395}","{'x': 0.800014078617096, 'y': 0.847618401050568, 'z': 0.030176317319274}","{'x': 0.799771726131439, 'y': 1.078646659851074, 'z': 0.251039445400238}","{'x': 0.790393054485321, 'y': 1.137700438499451, 'z': 0.099384114146233}","{'x': 0.690596163272858, 'y': 0.305408746004105, 'z': -0.056673016399145}","{'x': 0.616800844669342, 'y': 0.204724460840225, 'z': -0.203445121645927}","{'x': 0.632985353469849, 'y': 0.058815836906433, 'z': -0.259017705917358}","{'x': 0.634297251701355, 'y': 0.020071864128113, 'z': -0.315828263759613}","{'x': 0.641553044319153, 'y': 0.019070565700531, 'z': -0.290793091058731}","{'x': 0.725103080272675, 'y': 0.622251152992249, 'z': -0.000824260525405}","{'x': 0.733906388282776, 'y': 0.854414820671082, 'z': 0.031895764172077}","{'x': 0.754550635814667, 'y': 1.054463744163513, 'z': 0.23480786383152}","{'x': 0.758230328559875, 'y': 1.115158319473267, 'z': 0.082189626991749}"
"{'x': 0.711421728134155, 'y': 0.096164762973785, 'z': -0.19603855907917}","{'x': 0.808170080184937, 'y': 0.241832703351974, 'z': -0.009464824572206}","{'x': 0.922086894512177, 'y': 0.293516933917999, 'z': -0.243603467941284}","{'x': 0.838121771812439, 'y': 0.300502985715866, 'z': -0.533734619617462}","{'x': 0.819594621658325, 'y': 0.320108383893967, 'z': -0.609305024147034}","{'x': 0.794183194637299, 'y': 0.307615965604782, 'z': -0.570778906345367}","{'x': 0.788251578807831, 'y': 0.590845465660095, 'z': -0.057307567447424}","{'x': 0.758879363536835, 'y': 0.876856625080109, 'z': -0.086165092885494}","{'x': 0.758865416049957, 'y': 1.16469144821167, 'z': 0.098908342421055}","{'x': 0.732074677944183, 'y': 1.231427550315857, 'z': -0.088832288980484}","{'x': 0.644544720649719, 'y': 0.260031431913376, 'z': 0.12202399969101}","{'x': 0.522570192813873, 'y': 0.208076924085617, 'z': -0.082016132771969}","{'x': 0.505456924438477, 'y': 0.035297751426697, 'z': -0.223155006766319}","{'x': 0.500405430793762, 'y': -0.009228825569153, 'z': -0.268052726984024}","{'x': 0.508064270019531, 'y': -0.014956653118134, 'z': -0.251605033874512}","{'x': 0.688075661659241, 'y': 0.596288204193115, 'z': 0.057492788881063}","{'x': 0.707904160022736, 'y': 0.86262309551239, 'z': 0.038044519722462}","{'x': 0.72566819190979, 'y': 1.104464292526245, 'z': 0.228489384055138}","{'x': 0.720186531543732, 'y': 1.169731616973877, 'z': 0.067679978907108}"
"{'x': 0.567841351032257, 'y': 0.091618299484253, 'z': -0.30697038769722}","{'x': 0.626539468765259, 'y': 0.276814103126526, 'z': 0.037540897727013}","{'x': 0.627879023551941, 'y': 0.463915824890137, 'z': 0.122552871704102}","{'x': 0.632024347782135, 'y': 0.603549003601074, 'z': 0.020379345864058}","{'x': 0.635786652565002, 'y': 0.645855367183685, 'z': 0.009731223806739}","{'x': 0.631173253059387, 'y': 0.646282911300659, 'z': -0.035776302218437}","{'x': 0.578349471092224, 'y': 0.599122881889343, 'z': 0.03389060869813}","{'x': 0.60455334186554, 'y': 0.850368320941925, 'z': -0.020621543750167}","{'x': 0.612607002258301, 'y': 1.128505945205688, 'z': 0.172445937991142}","{'x': 0.63589870929718, 'y': 1.186653852462769, 'z': -0.00615445850417}","{'x': 0.460725724697113, 'y': 0.250839382410049, 'z': -0.001440221094526}","{'x': 0.362069070339203, 'y': 0.179007798433304, 'z': -0.227113783359528}","{'x': 0.345218598842621, 'y': -0.005361497402191, 'z': -0.434851616621017}","{'x': 0.341153889894485, 'y': -0.053074836730957, 'z': -0.48578268289566}","{'x': 0.345705211162567, 'y': -0.055504441261292, 'z': -0.467790752649307}","{'x': 0.47487086057663, 'y': 0.594009876251221, 'z': -0.033527310937643}","{'x': 0.487833142280579, 'y': 0.855166077613831, 'z': -0.069096013903618}","{'x': 0.495874255895615, 'y': 1.112311601638794, 'z': 0.079994983971119}","{'x': 0.51528936624527, 'y': 1.177342891693115, 'z': -0.120753675699234}"
"{'x': 0.57203882932663, 'y': 0.258557319641113, 'z': -0.169988572597504}","{'x': 0.628412127494812, 'y': 0.377225458621979, 'z': 0.075492180883884}","{'x': 0.648131966590881, 'y': 0.495430707931519, 'z': 0.064940765500069}","{'x': 0.653520345687866, 'y': 0.615501403808594, 'z': -0.07362674176693}","{'x': 0.659202694892883, 'y': 0.651567459106445, 'z': -0.092747539281845}","{'x': 0.650851249694824, 'y': 0.647813200950623, 'z': -0.129531756043434}","{'x': 0.600801527500153, 'y': 0.638399422168732, 'z': 0.015491928905249}","{'x': 0.61677497625351, 'y': 0.833473920822144, 'z': 0.003102393588051}","{'x': 0.616627097129822, 'y': 1.026702165603638, 'z': 0.155298203229904}","{'x': 0.621127724647522, 'y': 1.092367887496948, 'z': 0.00982272811234}","{'x': 0.500831663608551, 'y': 0.359618306159973, 'z': 0.03008028306067}","{'x': 0.428516060113907, 'y': 0.342606574296951, 'z': -0.233880028128624}","{'x': 0.414541780948639, 'y': 0.223968833684921, 'z': -0.515328884124756}","{'x': 0.409827649593353, 'y': 0.194489628076553, 'z': -0.587614834308624}","{'x': 0.414712309837341, 'y': 0.19122651219368, 'z': -0.557301342487335}","{'x': 0.525001227855682, 'y': 0.640136778354645, 'z': -0.015069289132953}","{'x': 0.545961558818817, 'y': 0.833236336708069, 'z': -0.03066323325038}","{'x': 0.582769334316254, 'y': 1.031738996505737, 'z': 0.099917836487293}","{'x': 0.583577871322632, 'y': 1.075292706489563, 'z': -0.056400530040264}"
"{'x': 0.599384307861328, 'y': 0.258005797863007, 'z': -0.197670817375183}","{'x': 0.660370826721191, 'y': 0.383597642183304, 'z': 0.071783222258091}","{'x': 0.675437986850739, 'y': 0.524481475353241, 'z': 0.069944143295288}","{'x': 0.679608941078186, 'y': 0.640545070171356, 'z': -0.062291223555803}","{'x': 0.67983603477478, 'y': 0.675861477851868, 'z': -0.08032601326704}","{'x': 0.676130294799805, 'y': 0.67502635717392, 'z': -0.117819398641586}","{'x': 0.634325385093689, 'y': 0.631703674793243, 'z': 0.025198282673955}","{'x': 0.671657145023346, 'y': 0.823898434638977, 'z': -0.092428311705589}","{'x': 0.710169672966003, 'y': 1.036890387535095, 'z': 0.021727772429585}","{'x': 0.735493421554565, 'y': 1.088213324546814, 'z': -0.135616898536682}","{'x': 0.533491194248199, 'y': 0.370510935783386, 'z': 0.018375910818577}","{'x': 0.456774353981018, 'y': 0.335369408130646, 'z': -0.215349659323692}","{'x': 0.468118607997894, 'y': 0.203287869691849, 'z': -0.41408833861351}","{'x': 0.470996737480164, 'y': 0.177203267812729, 'z': -0.475549012422562}","{'x': 0.479188203811646, 'y': 0.176276117563248, 'z': -0.444700002670288}","{'x': 0.553079903125763, 'y': 0.633013248443604, 'z': -0.025316933169961}","{'x': 0.560423076152802, 'y': 0.818212807178497, 'z': -0.140125587582588}","{'x': 0.585182428359985, 'y': 1.046151638031006, 'z': -0.071189969778061}","{'x': 0.586325883865356, 'y': 1.095551371574402, 'z': -0.2501140832901}"
"{'x': 0.753401517868042, 'y': 0.201455771923065, 'z': -0.150615826249123}","{'x': 0.830727159976959, 'y': 0.322617948055267, 'z': 0.051880612969398}","{'x': 0.863317370414734, 'y': 0.457842022180557, 'z': 0.048639792948961}","{'x': 0.868704915046692, 'y': 0.600145816802979, 'z': -0.057510856539011}","{'x': 0.869965136051178, 'y': 0.640521109104156, 'z': -0.072891026735306}","{'x': 0.855546355247498, 'y': 0.640159368515015, 'z': -0.097993664443493}","{'x': 0.808013141155243, 'y': 0.610095620155334, 'z': 0.012674909085035}","{'x': 0.80605936050415, 'y': 0.825305104255676, 'z': -0.014501304365695}","{'x': 0.791806936264038, 'y': 0.996149480342865, 'z': 0.183463469147682}","{'x': 0.790980100631714, 'y': 1.075733184814453, 'z': 0.075307913124561}","{'x': 0.707073032855988, 'y': 0.30746054649353, 'z': -0.023042792454362}","{'x': 0.695465743541718, 'y': 0.343681126832962, 'z': -0.246082738041878}","{'x': 0.733646631240845, 'y': 0.207262545824051, 'z': -0.371980428695679}","{'x': 0.74280196428299, 'y': 0.174510508775711, 'z': -0.417901217937469}","{'x': 0.73795223236084, 'y': 0.173898339271545, 'z': -0.387140899896622}","{'x': 0.720232903957367, 'y': 0.599813222885132, 'z': -0.012915223836899}","{'x': 0.730127990245819, 'y': 0.811963200569153, 'z': -0.037901137024164}","{'x': 0.736335694789886, 'y': 1.021058320999146, 'z': 0.091951452195644}","{'x': 0.740595400333405, 'y': 1.073643684387207, 'z': -0.031941320747137}"
"{'x': 0.663465023040771, 'y': 0.13042950630188, 'z': -0.33471417427063}","{'x': 0.769259214401245, 'y': 0.27608323097229, 'z': -0.075681962072849}","{'x': 0.807787001132965, 'y': 0.436242043972015, 'z': -0.106525927782059}","{'x': 0.80310982465744, 'y': 0.588426768779755, 'z': -0.248608097434044}","{'x': 0.807293653488159, 'y': 0.63434112071991, 'z': -0.27245506644249}","{'x': 0.794666111469269, 'y': 0.634085416793823, 'z': -0.300443112850189}","{'x': 0.745313584804535, 'y': 0.608780384063721, 'z': -0.013744129799306}","{'x': 0.746199727058411, 'y': 0.857506275177002, 'z': 0.020205656066537}","{'x': 0.769491255283356, 'y': 1.138632893562317, 'z': 0.282879173755646}","{'x': 0.747028946876526, 'y': 1.195784211158752, 'z': 0.122162111103535}","{'x': 0.614474594593048, 'y': 0.283379435539246, 'z': -0.031165260821581}","{'x': 0.516751050949097, 'y': 0.251658469438553, 'z': -0.314437121152878}","{'x': 0.517629384994507, 'y': 0.067056894302368, 'z': -0.556333839893341}","{'x': 0.518218994140625, 'y': 0.02726137638092, 'z': -0.621448874473572}","{'x': 0.52531486749649, 'y': 0.026215970516205, 'z': -0.580323576927185}","{'x': 0.6496342420578, 'y': 0.608257710933685, 'z': 0.014654455706477}","{'x': 0.661225020885468, 'y': 0.872820913791656, 'z': 0.021669317036867}","{'x': 0.694478690624237, 'y': 1.12072479724884, 'z': 0.250607252120972}","{'x': 0.699399471282959, 'y': 1.176062822341919, 'z': 0.090746954083443}"
"{'x': 0.603387475013733, 'y': 0.19215390086174, 'z': -0.167907029390335}","{'x': 0.690084636211395, 'y': 0.316289067268372, 'z': 0.074114218354225}","{'x': 0.716842234134674, 'y': 0.455802172422409, 'z': 0.089767649769783}","{'x': 0.709033012390137, 'y': 0.598818480968475, 'z': -0.048110350966454}","{'x': 0.717273473739624, 'y': 0.643913984298706, 'z': -0.067533388733864}","{'x': 0.700583815574646, 'y': 0.638159692287445, 'z': -0.109318472445011}","{'x': 0.652423322200775, 'y': 0.627461433410645, 'z': 0.028240071609616}","{'x': 0.684077501296997, 'y': 0.8317551612854, 'z': 0.025189250707626}","{'x': 0.696305453777313, 'y': 1.054167509078979, 'z': 0.184263274073601}","{'x': 0.733416438102722, 'y': 1.106219291687012, 'z': 0.039836391806602}","{'x': 0.541091024875641, 'y': 0.331702202558517, 'z': 0.048717319965363}","{'x': 0.449072301387787, 'y': 0.335544049739838, 'z': -0.12490801513195}","{'x': 0.396658062934875, 'y': 0.229715317487717, 'z': -0.368270993232727}","{'x': 0.383084952831268, 'y': 0.195221394300461, 'z': -0.425262272357941}","{'x': 0.385406136512756, 'y': 0.187688887119293, 'z': -0.423984438180923}","{'x': 0.566774010658264, 'y': 0.6263627409935, 'z': -0.028431747108698}","{'x': 0.558515429496765, 'y': 0.832047343254089, 'z': -0.016579860821366}","{'x': 0.531198620796204, 'y': 1.056434750556946, 'z': 0.062997087836266}","{'x': 0.539683938026428, 'y': 1.108970403671265, 'z': -0.102993205189705}"
